 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  87 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 女 ,"   799,076","   10,371","   52,487","   13,048","   12,944","   13,336","   13,159","   66,925","   64,976","   74,976","   67,765","   70,174","   76,675","   75,133","   65,136","   51,239","   29,847","   27,203","   21,663","   16,271","   12,515","   8,044","   4,596","   2,132",   719,   194,   35
, 計 ,"   427,980","   6,309","   30,451","   7,673","   7,684","   7,486","   7,608","   35,187","   31,607","   36,445","   34,598","   36,250","   38,547","   37,175","   29,993","   23,712","   14,952","   16,934","   15,958","   14,500","   11,757","   7,150","   3,906","   1,790",   610,   137,   12
 新 竹 縣 , 男 ,"   224,762","   3,317","   15,795","   4,005","   4,043","   3,819","   3,928","   18,516","   16,311","   18,754","   17,793","   18,773","   20,667","   20,321","   16,243","   12,505","   7,755","   8,682","   8,209","   7,844","   6,561","   3,686","   1,933",   814,   236,   44,   3
, 女 ,"   203,218","   2,992","   14,656","   3,668","   3,641","   3,667","   3,680","   16,671","   15,296","   17,691","   16,805","   17,477","   17,880","   16,854","   13,750","   11,207","   7,197","   8,252","   7,749","   6,656","   5,196","   3,464","   1,973",   976,   374,   93,   9
, 計 ,"   559,858","   6,757","   34,303","   8,590","   8,751","   8,488","   8,474","   41,207","   41,677","   50,345","   47,560","   46,486","   45,081","   45,847","   39,552","   33,140","   22,012","   24,897","   23,409","   21,222","   16,512","   10,355","   5,798","   2,744",   781,   155,   18
 苗 栗 縣 , 男 ,"   294,459","   3,562","   17,916","   4,516","   4,478","   4,418","   4,504","   21,416","   21,490","   25,949","   24,629","   25,034","   25,016","   25,215","   21,470","   17,456","   11,389","   12,898","   12,082","   11,049","   8,582","   5,062","   2,698","   1,208",   283,   50,   5
, 女 ,"   265,399","   3,195","   16,387","   4,074","   4,273","   4,070","   3,970","   19,791","   20,187","   24,396","   22,931","   21,452","   20,065","   20,632","   18,082","   15,684","   10,623","   11,999","   11,327","   10,173","   7,930","   5,293","   3,100","   1,536",   498,   105,   13
, 計 ,"   1,467,579","   18,188","   93,990","   23,415","   23,727","   23,355","   23,493","   120,136","   122,883","   146,591","   134,495","   121,141","   126,542","   127,504","   113,867","   92,659","   55,005","   51,039","   42,793","   38,928","   31,059","   17,434","   8,619","   3,609",   917,   162,   18
 臺 中 縣 , 男 ,"   753,763","   9,345","   48,897","   12,307","   12,297","   12,033","   12,260","   62,572","   63,502","   75,432","   69,092","   61,753","   63,965","   64,633","   57,949","   47,265","   27,963","   25,577","   21,290","   21,414","   18,195","   9,162","   3,897","   1,471",   338,   48,   3
, 女 ,"   713,816","   8,843","   45,093","   11,108","   11,430","   11,322","   11,233","   57,564","   59,381","   71,159","   65,403","   59,388","   62,577","   62,871","   55,918","   45,394","   27,042","   25,462","   21,503","   17,514","   12,864","   8,272","   4,722","   2,138",   579,   114,   15
, 計 ,"   1,301,467","   16,491","   78,677","   20,136","   19,946","   19,463","   19,132","   96,037","   103,948","   127,341","   121,527","   105,985","   103,488","   104,363","   94,225","   79,353","   50,916","   53,911","   50,362","   44,242","   32,617","   20,621","   10,875","   5,063","   1,228",   173,   24
 彰 化 縣 , 男 ,"   675,130","   8,534","   41,067","   10,469","   10,476","   10,151","   9,971","   50,417","   54,318","   65,402","   62,630","   55,550","   55,255","   55,815","   50,100","   41,626","   26,713","   27,932","   25,311","   22,117","   16,109","   9,226","   4,612","   1,906",   422,   60,   8
, 女 ,"   626,337","   7,957","   37,610","   9,667","   9,470","   9,312","   9,161","   45,620","   49,630","   61,939","   58,897","   50,435","   48,233","   48,548","   44,125","   37,727","   24,203","   25,979","   25,051","   22,125","   16,508","   11,395","   6,263","   3,157",   806,   113,   16
, 計 ,"   545,874","   6,715","   32,896","   8,290","   8,248","   8,121","   8,237","   38,510","   39,692","   48,536","   45,727","   44,409","   44,911","   45,706","   40,170","   34,309","   22,551","   24,468","   23,022","   20,890","   15,766","   9,659","   5,006","   2,282",   552,   88,   9
 南 投 縣 , 男 ,"   285,361","   3,523","   17,040","   4,307","   4,274","   4,155","   4,304","   20,159","   20,355","   24,951","   23,586","   23,440","   24,532","   24,848","   21,621","   18,322","   11,591","   12,498","   11,707","   10,810","   8,222","   4,681","   2,269",   960,   210,   32,   4
, 女 ,"   260,513","   3,192","   15,856","   3,983","   3,974","   3,966","   3,933","   18,351","   19,337","   23,585","   22,141","   20,969","   20,379","   20,858","   18,549","   15,987","   10,960","   11,970","   11,315","   10,080","   7,544","   4,978","   2,737","   1,322",   342,   56,   5
, 計 ,"   748,995","   9,563","   44,580","   11,821","   11,331","   11,097","   10,331","   45,478","   50,876","   65,278","   68,553","   62,517","   60,272","   57,379","   50,823","   46,025","   33,613","   37,623","   35,879","   31,557","   22,893","   13,949","   7,702","   3,534",   793,   101,   7
 雲 林 縣 , 男 ,"   395,960","   4,986","   23,485","   6,258","   5,986","   5,864","   5,377","   23,851","   26,152","   33,630","   35,112","   34,206","   35,477","   33,366","   28,482","   25,498","   17,712","   19,293","   17,918","   15,322","   10,859","   5,956","   3,078","   1,288",   248,   38,   3
, 女 ,"   353,035","   4,577","   21,095","   5,563","   5,345","   5,233","   4,954","   21,627","   24,724","   31,648","   33,441","   28,311","   24,795","   24,013","   22,341","   20,527","   15,901","   18,330","   17,961","   16,235","   12,034","   7,993","   4,624","   2,246",   545,   63,   4
, 計 ,"   565,733","   7,432","   33,845","   8,920","   8,610","   8,333","   7,982","   34,631","   35,993","   46,135","   48,450","   47,390","   47,693","   46,618","   39,555","   34,485","   23,378","   27,283","   27,857","   25,492","   18,489","   11,340","   5,995","   2,899",   678,   85,   10
 嘉 義 縣 , 男 ,"   298,704","   3,906","   17,579","   4,639","   4,521","   4,332","   4,087","   18,059","   18,685","   23,618","   24,656","   25,446","   27,640","   27,223","   22,536","   18,874","   12,066","   13,638","   13,768","   12,579","   9,100","   5,293","   2,607","   1,153",   246,   28,   4
, 女 ,"   267,029","   3,526","   16,266","   4,281","   4,089","   4,001","   3,895","   16,572","   17,308","   22,517","   23,794","   21,944","   20,053","   19,395","   17,019","   15,611","   11,312","   13,645","   14,089","   12,913","   9,389","   6,047","   3,388","   1,746",   432,   57,   6
, 計 ,"   1,100,270","   12,356","   61,558","   15,739","   15,358","   15,334","   15,127","   75,536","   78,076","   96,416","   93,474","   87,372","   94,486","   97,796","   85,708","   70,628","   43,854","   45,840","   46,149","   42,756","   32,063","   19,740","   10,089","   5,047","   1,116",   191,   19
 臺 南 縣 , 男 ,"   569,733","   6,514","   32,150","   8,338","   7,990","   7,960","   7,862","   38,876","   40,369","   49,558","   47,999","   45,144","   49,840","   52,691","   45,831","   37,283","   22,386","   22,875","   22,687","   21,928","   16,917","   9,692","   4,492","   1,994",   429,   69,   9
, 女 ,"   530,537","   5,842","   29,408","   7,401","   7,368","   7,374","   7,265","   36,660","   37,707","   46,858","   45,475","   42,228","   44,646","   45,105","   39,877","   33,345","   21,468","   22,965","   23,462","   20,828","   15,146","   10,048","   5,597","   3,053",   687,   122,   10
, 計 ,"   1,227,072","   14,502","   71,804","   18,018","   18,151","   17,987","   17,648","   85,631","   84,740","   109,418","   115,646","   108,678","   107,621","   106,173","   97,575","   84,572","   51,773","   49,023","   41,520","   37,462","   30,147","   17,853","   8,442","   3,600",   762,   115,   15
 高 雄 縣 , 男 ,"   638,173","   7,494","   37,349","   9,423","   9,428","   9,300","   9,198","   44,505","   43,668","   56,510","   59,683","   56,912","   57,595","   55,999","   49,853","   42,589","   26,002","   24,628","   20,569","   21,062","   17,866","   9,775","   4,169","   1,591",   296,   51,   7
, 女 ,"   588,899","   7,008","   34,455","   8,595","   8,723","   8,687","   8,450","   41,126","   41,072","   52,908","   55,963","   51,766","   50,026","   50,174","   47,722","   41,983","   25,771","   24,395","   20,951","   16,400","   12,281","   8,078","   4,273","   2,009",   466,   64,   8
, 計 ,"   910,540","   10,730","   53,774","   13,408","   13,615","   13,458","   13,293","   61,411","   63,789","   80,350","   81,589","   75,970","   76,514","   75,703","   68,873","   60,003","   39,244","   39,990","   36,864","   33,140","   25,074","   15,908","   7,752","   3,124",   640,   85,   13
 屏 東 縣 , 男 ,"   476,234","   5,545","   28,147","   7,049","   7,207","   6,995","   6,896","   31,646","   32,986","   41,246","   41,857","   40,276","   41,999","   40,874","   36,115","   31,500","   20,224","   20,552","   18,762","   17,311","   13,593","   8,049","   3,828","   1,415",   265,   41,   3
, 女 ,"   434,306","   5,185","   25,627","   6,359","   6,408","   6,463","   6,397","   29,765","   30,803","   39,104","   39,732","   35,694","   34,515","   34,829","   32,758","   28,503","   19,020","   19,438","   18,102","   15,829","   11,481","   7,859","   3,924","   1,709",   375,   44,   10
, 計 ,"   249,937","   3,113","   14,801","   3,741","   3,753","   3,652","   3,655","   16,316","   16,456","   21,817","   22,710","   22,347","   21,171","   20,038","   17,990","   15,455","   10,399","   10,677","   9,824","   9,226","   8,456","   5,197","   2,555","   1,098",   242,   42,   7
 臺 東 縣 , 男 ,"   134,631","   1,620","   7,725","   1,946","   1,923","   1,921","   1,935","   8,560","   8,606","   11,192","   11,896","   12,486","   12,445","   11,391","   9,788","   7,869","   5,257","   5,311","   4,804","   5,011","   5,217","   3,144","   1,531",   649,   108,   18,   3
, 女 ,"   115,306","   1,493","   7,076","   1,795","   1,830","   1,731","   1,720","   7,756","   7,850","   10,625","   10,814","   9,861","   8,726","   8,647","   8,202","   7,586","   5,142","   5,366","   5,020","   4,215","   3,239","   2,053","   1,024",   449,   134,   24,   4
, 計 ,"   356,601","   4,105","   21,216","   5,281","   5,381","   5,298","   5,256","   24,532","   24,419","   31,505","   31,891","   30,243","   28,851","   29,111","   27,450","   23,107","   15,142","   14,826","   13,163","   12,705","   11,558","   7,176","   3,559","   1,526",   413,   86,   17
 花 蓮 縣 , 男 ,"   189,537","   2,214","   10,908","   2,704","   2,810","   2,694","   2,700","   12,568","   12,557","   16,333","   16,583","   16,202","   16,096","   15,544","   14,646","   11,938","   7,557","   7,351","   6,467","   7,232","   7,498","   4,566","   2,186",   838,   197,   42,   14
, 女 ,"   167,064","   1,891","   10,308","   2,577","   2,571","   2,604","   2,556","   11,964","   11,862","   15,172","   15,308","   14,041","   12,755","   13,567","   12,804","   11,169","   7,585","   7,475","   6,696","   5,473","   4,060","   2,610","   1,373",   688,   216,   44,   3
, 計 ,"   89,463",   984,"   4,673","   1,258","   1,095","   1,183","   1,137","   5,435","   6,126","   7,628","   8,189","   7,359","   6,899","   6,695","   6,074","   5,463","   3,729","   3,764","   4,240","   4,475","   3,453","   2,366","   1,113",   615,   160,   22,   1
 澎 湖 縣 , 男 ,"   46,921",   520,"   2,455",   668,   579,   608,   600,"   2,792","   3,152","   3,924","   4,364","   4,044","   3,888","   3,695","   3,317","   2,794","   1,831","   1,890","   2,161","   2,364","   1,835","   1,130",   469,   228,   60,   8,—
, 女 ,"   42,542",   464,"   2,218",   590,   516,   575,   537,"   2,643","   2,974","   3,704","   3,825","   3,315","   3,011","   3,000","   2,757","   2,669","   1,898","   1,874","   2,079","   2,111","   1,618","   1,236",   644,   387,   100,   14,   1
, 計 ,"   382,118","   4,163","   21,313","   5,148","   5,311","   5,455","   5,399","   27,835","   27,309","   32,040","   32,651","   33,242","   34,777","   35,301","   32,168","   26,499","   14,557","   15,223","   12,761","   11,464","   9,955","   6,146","   3,017","   1,271",   320,   92,   14
 基 隆 市 , 男 ,"   196,476","   2,163","   11,077","   2,665","   2,846","   2,829","   2,737","   14,518","   14,172","   16,490","   16,790","   17,120","   17,903","   18,216","   16,378","   13,174","   7,189","   7,356","   6,105","   6,223","   5,756","   3,507","   1,609",   584,   110,   31,   5
, 女 ,"   185,642","   2,000","   10,236","   2,483","   2,465","   2,626","   2,662","   13,317","   13,137","   15,550","   15,861","   16,122","   16,874","   17,085","   15,790","   13,325","   7,368","   7,867","   6,656","   5,241","   4,199","   2,639","   1,408",   687,   210,   61,   9
, 計 ,"   356,243","   4,339","   22,402","   5,569","   5,616","   5,667","   5,550","   28,723","   27,522","   31,493","   28,868","   29,244","   32,271","   32,432","   28,482","   23,055","   13,697","   12,969","   10,620","   10,030","   9,433","   6,094","   2,931","   1,165",   360,   88,   25
 新 竹 市 , 男 ,"   182,467","   2,320","   11,639","   2,879","   2,927","   2,943","   2,890","   14,983","   14,263","   16,285","   14,816","   14,477","   16,302","   16,422","   14,335","   11,526","   6,754","   6,073","   4,986","   5,403","   5,673","   3,732","   1,655",   613,   165,   36,   9
, 女 ,"   173,776","   2,019","   10,763","   2,690","   2,689","   2,724","   2,660","   13,740","   13,259","   15,208","   14,052","   14,767","   15,969","   16,010","   14,147","   11,529","   6,943","   6,896","   5,634","   4,627","   3,760","   2,362","   1,276",   552,   195,   52,   16
, 計 ,"   917,788","   10,722","   58,089","   14,351","   14,527","   14,438","   14,773","   77,983","   76,418","   81,387","   71,199","   76,440","   89,625","   89,980","   77,330","   61,876","   34,442","   30,113","   23,706","   21,267","   18,195","   10,861","   5,179","   2,278",   558,   113,   27
 臺 中 市 , 男 ,"   455,442","   5,741","   30,371","   7,497","   7,559","   7,564","   7,751","   40,606","   39,685","   41,597","   35,652","   35,672","   41,412","   42,512","   37,537","   30,466","   16,731","   14,178","   11,121","   11,392","   10,798","   6,066","   2,632","   1,004",   217,   42,   10
, 女 ,"   462,346","   4,981","   27,718","   6,854","   6,968","   6,874","   7,022","   37,377","   36,733","   39,790","   35,547","   40,768","   48,213","   47,468","   39,793","   31,410","   17,711","   15,935","   12,585","   9,875","   7,397","   4,795","   2,547","   1,274",   341,   71,   17
, 計 ,"   263,050","   2,776","   14,753","   3,599","   3,617","   3,741","   3,796","   20,142","   20,846","   23,939","   22,837","   21,257","   21,983","   22,285","   20,564","   17,685","   11,267","   10,873","   9,830","   8,473","   6,495","   4,014","   1,963",   824,   204,   32,   8
 嘉 義 市 , 男 ,"   132,538","   1,449","   7,543","   1,848","   1,830","   1,905","   1,960","   10,496","   10,662","   12,264","   11,685","   10,679","   11,022","   11,005","   10,330","   8,749","   5,539","   5,214","   4,655","   4,297","   3,483","   2,113",   938,   329,   70,   13,   3
, 女 ,"   130,512","   1,327","   7,210","   1,751","   1,787","   1,836","   1,836","   9,646","   10,184","   11,675","   11,152","   10,578","   10,961","   11,280","   10,234","   8,936","   5,728","   5,659","   5,175","   4,176","   3,012","   1,901","   1,025",   495,   134,   19,   5
, 計 ,"   721,832","   7,003","   38,103","   9,228","   9,216","   9,809","   9,850","   53,041","   59,308","   67,635","   63,553","   58,573","   62,233","   66,202","   61,592","   51,378","   29,980","   27,440","   22,862","   19,712","   15,798","   9,861","   4,917","   2,055",   498,   68,   20
 臺 南 市 , 男 ,"   364,627","   3,706","   19,779","   4,780","   4,836","   5,117","   5,046","   27,671","   30,610","   34,622","   32,336","   29,279","   30,450","   32,157","   30,930","   26,037","   15,026","   13,356","   10,793","   10,310","   8,783","   5,273","   2,400",   880,   192,   27,   10
, 女 ,"   357,205","   3,297","   18,324","   4,448","   4,380","   4,692","   4,804","   25,370","   28,698","   33,013","   31,217","   29,294","   31,783","   34,045","   30,662","   25,341","   14,954","   14,084","   12,069","   9,402","   7,015","   4,588","   2,517","   1,175",   306,   41,   10
, 計 ,"   2,639,939","   29,522","   149,498","   37,941","   37,370","   37,860","   36,327","   173,862","   183,028","   213,495","   199,331","   206,325","   227,659","   243,320","   242,497","   214,006","   124,232","   105,810","   83,892","   80,783","   73,133","   48,980","   24,935","   11,363","   3,168",   816,   284
 臺 北 市 , 男 ,"   1,311,789","   15,425","   77,855","   19,718","   19,271","   19,866","   19,000","   91,667","   95,066","   109,314","   99,866","   98,659","   106,185","   114,338","   115,468","   103,695","   60,703","   49,986","   38,838","   43,369","   42,031","   28,223","   13,541","   5,749","   1,359",   339,   113
, 女 ,"   1,328,150","   14,097","   71,643","   18,223","   18,099","   17,994","   17,327","   82,195","   87,962","   104,181","   99,465","   107,666","   121,474","   128,982","   127,029","   110,311","   63,529","   55,824","   45,054","   37,414","   31,102","   20,757","   11,394","   5,614","   1,809",   477,   171
, 計 ,"   1,462,302","   14,575","   77,589","   18,953","   19,134","   19,659","   19,843","   103,323","   111,780","   136,457","   133,057","   125,436","   127,022","   130,226","   127,966","   112,326","   65,390","   56,299","   43,489","   37,470","   30,660","   17,580","   7,656","   3,150",   703,   128,   20
 高 雄 市 , 男 ,"   742,146","   7,513","   40,212","   9,718","   9,832","   10,263","   10,399","   53,868","   58,305","   69,923","   67,862","   63,379","   63,177","   63,640","   62,634","   55,601","   32,792","   27,753","   21,045","   20,775","   18,332","   9,755","   3,853","   1,397",   271,   56,   3
, 女 ,"   720,156","   7,062","   37,377","   9,235","   9,302","   9,396","   9,444","   49,455","   53,475","   66,534","   65,195","   62,057","   63,845","   66,586","   65,332","   56,725","   32,598","   28,546","   22,444","   16,695","   12,328","   7,825","   3,803","   1,753",   432,   72,   17
, 計 ,"   57,715",   646,"   3,004",   748,   719,   750,   787,"   3,900","   5,086","   5,779","   5,628","   4,283","   3,754","   3,647","   4,152","   3,208","   2,337","   2,401","   2,850","   2,543","   1,768","   1,228",   764,   491,   186,   44,   16
 福 建 省 , 男 ,"   30,107",   339,"   1,540",   374,   378,   383,   405,"   2,000","   2,598","   3,007","   3,017","   2,480","   2,151","   1,954","   2,070","   1,541","   1,210","   1,352","   1,711","   1,328",   752,   537,   288,   155,   57,   16,   4
, 女 ,"   27,608",   307,"   1,464",   374,   341,   367,   382,"   1,900","   2,488","   2,772","   2,611","   1,803","   1,603","   1,693","   2,082","   1,667","   1,127","   1,049","   1,139","   1,215","   1,016",   691,   476,   336,   129,   28,   12
, 計 ,"   51,060",   578,"   2,679",   661,   646,   669,   703,"   3,470","   4,613","   5,141","   4,938","   3,702","   3,262","   3,130","   3,585","   2,819","   2,040","   2,177","   2,610","   2,299","   1,574","   1,086",   670,   452,   177,   43,   15
 金 門 縣 , 男 ,"   26,366",   305,"   1,379",   331,   340,   346,   362,"   1,772","   2,351","   2,664","   2,609","   2,137","   1,831","   1,657","   1,735","   1,301","   1,041","   1,213","   1,590","   1,203",   654,   464,   250,   138,   53,   15,   4
, 女 ,"   24,694",   273,"   1,300",   330,   306,   323,   341,"   1,698","   2,262","   2,477","   2,329","   1,565","   1,431","   1,473","   1,850","   1,518",   999,   964,"   1,020","   1,096",   920,   622,   420,   314,   124,   28,   11
, 計 ,"   6,655",   68,   325,   87,   73,   81,   84,   430,   473,   638,   690,   581,   492,   517,   567,   389,   297,   224,   240,   244,   194,   142,   94,   39,   9,   1,   1
 連 江 縣 , 男 ,"   3,741",   34,   161,   43,   38,   37,   43,   228,   247,   343,   408,   343,   320,   297,   335,   240,   169,   139,   121,   125,   98,   73,   38,   17,   4,   1,—
, 女 ,"   2,914",   34,   164,   44,   35,   44,   41,   202,   226,   295,   282,   238,   172,   220,   232,   149,   128,   85,   119,   119,   96,   69,   56,   22,   5,—,   1
