 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  82 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 計 ,"   1,351,251","   22,288","   91,687","   22,758","   22,808","   23,745","   22,376","   118,747","   139,545","   130,843","   117,002","   122,602","   124,218","   112,153","   92,370","   56,106","   53,018","   45,738","   43,280","   36,100","   22,300","   13,009","   6,969","   2,503",   667,   101,   5
 臺 中 縣 , 男 ,"   695,258","   11,516","   47,636","   11,858","   11,950","   12,213","   11,615","   61,151","   71,457","   66,902","   59,507","   61,864","   63,008","   57,675","   47,537","   28,883","   26,909","   23,196","   24,186","   21,320","   11,996","   6,181","   3,116",   979,   203,   34,   2
, 女 ,"   655,993","   10,772","   44,051","   10,900","   10,858","   11,532","   10,761","   57,596","   68,088","   63,941","   57,495","   60,738","   61,210","   54,478","   44,833","   27,223","   26,109","   22,542","   19,094","   14,780","   10,304","   6,828","   3,853","   1,524",   464,   67,   3
, 計 ,"   1,273,655","   20,719","   83,911","   21,196","   20,602","   21,706","   20,407","   105,652","   126,828","   122,805","   112,828","   113,086","   107,802","   95,256","   80,441","   52,318","   56,028","   53,413","   48,366","   37,546","   26,059","   16,433","   9,753","   3,504",   791,   104,   12
 彰 化 縣 , 男 ,"   659,350","   10,746","   44,084","   11,090","   10,809","   11,434","   10,751","   54,975","   65,065","   63,259","   57,626","   59,279","   57,312","   50,717","   42,390","   27,793","   29,364","   27,428","   24,776","   19,144","   12,218","   7,486","   4,095","   1,282",   278,   27,   6
, 女 ,"   614,305","   9,973","   39,827","   10,106","   9,793","   10,272","   9,656","   50,677","   61,763","   59,546","   55,202","   53,807","   50,490","   44,539","   38,051","   24,525","   26,664","   25,985","   23,590","   18,402","   13,841","   8,947","   5,658","   2,222",   513,   77,   6
, 計 ,"   544,610","   8,995","   35,672","   8,908","   8,912","   9,157","   8,695","   41,843","   48,580","   46,258","   48,970","   51,312","   47,870","   40,469","   34,479","   23,463","   25,676","   24,311","   22,647","   17,944","   12,340","   7,505","   4,365","   1,559",   315,   37,—
 南 投 縣 , 男 ,"   284,657","   4,646","   18,484","   4,645","   4,635","   4,717","   4,487","   21,557","   25,136","   23,786","   25,138","   27,267","   25,988","   21,826","   18,504","   12,221","   13,333","   12,587","   12,034","   9,627","   6,243","   3,605","   1,968",   596,   103,   8,—
, 女 ,"   259,953","   4,349","   17,188","   4,263","   4,277","   4,440","   4,208","   20,286","   23,444","   22,472","   23,832","   24,045","   21,882","   18,643","   15,975","   11,242","   12,343","   11,724","   10,613","   8,317","   6,097","   3,900","   2,397",   963,   212,   29,—
, 計 ,"   755,753","   11,414","   44,297","   11,578","   11,166","   11,263","   10,290","   51,267","   65,303","   68,956","   71,113","   71,601","   60,645","   51,321","   46,580","   34,347","   39,111","   38,008","   34,869","   26,894","   18,220","   11,874","   6,992","   2,352",   520,   68,   1
 雲 林 縣 , 男 ,"   396,808","   5,804","   23,151","   6,008","   5,846","   5,921","   5,376","   26,460","   33,586","   35,322","   37,051","   40,136","   35,053","   28,671","   25,770","   18,241","   20,375","   19,316","   17,365","   13,244","   8,321","   5,164","   2,780",   812,   171,   15,—
, 女 ,"   358,945","   5,610","   21,146","   5,570","   5,320","   5,342","   4,914","   24,807","   31,717","   33,634","   34,062","   31,465","   25,592","   22,650","   20,810","   16,106","   18,736","   18,692","   17,504","   13,650","   9,899","   6,710","   4,212","   1,540",   349,   53,   1
, 計 ,"   562,897","   9,064","   35,043","   9,151","   8,954","   8,926","   8,012","   36,918","   43,426","   47,123","   51,795","   55,667","   49,122","   39,056","   34,011","   23,530","   27,995","   29,299","   27,916","   21,365","   14,431","   8,982","   5,608","   2,058",   405,   74,   9
 嘉 義 縣 , 男 ,"   296,012","   4,748","   18,020","   4,696","   4,566","   4,640","   4,118","   19,114","   22,327","   23,919","   26,663","   30,954","   28,518","   22,322","   18,710","   12,222","   14,174","   14,679","   14,134","   10,883","   7,086","   4,187","   2,375",   792,   157,   24,   4
, 女 ,"   266,885","   4,316","   17,023","   4,455","   4,388","   4,286","   3,894","   17,804","   21,099","   23,204","   25,132","   24,713","   20,604","   16,734","   15,301","   11,308","   13,821","   14,620","   13,782","   10,482","   7,345","   4,795","   3,233","   1,266",   248,   50,   5
, 計 ,"   1,059,023","   15,312","   62,623","   15,646","   15,656","   16,225","   15,096","   77,906","   92,338","   91,069","   90,060","   99,338","   98,971","   84,125","   69,283","   44,090","   47,126","   48,514","   46,828","   37,558","   25,210","   15,070","   9,564","   3,142",   763,   126,   7
 臺 南 縣 , 男 ,"   552,194","   7,850","   32,371","   8,174","   8,082","   8,446","   7,669","   40,207","   47,464","   46,850","   46,750","   52,687","   53,924","   45,483","   36,768","   22,639","   23,764","   24,296","   24,603","   20,464","   13,178","   7,184","   4,102","   1,258",   306,   45,   1
, 女 ,"   506,829","   7,462","   30,252","   7,472","   7,574","   7,779","   7,427","   37,699","   44,874","   44,219","   43,310","   46,651","   45,047","   38,642","   32,515","   21,451","   23,362","   24,218","   22,225","   17,094","   12,032","   7,886","   5,462","   1,884",   457,   81,   6
, 計 ,"   1,166,798","   17,081","   71,629","   17,806","   18,009","   18,750","   17,064","   86,885","   104,565","   112,379","   109,972","   110,310","   106,383","   95,908","   83,303","   52,013","   50,209","   43,628","   41,333","   35,398","   23,323","   12,779","   7,029","   2,102",   482,   79,   8
 高 雄 縣 , 男 ,"   609,608","   8,873","   37,134","   9,281","   9,416","   9,722","   8,715","   44,703","   53,662","   57,812","   56,998","   58,655","   56,133","   49,782","   42,641","   26,493","   25,512","   21,952","   23,642","   21,334","   13,197","   6,670","   3,328",   862,   194,   29,   2
, 女 ,"   557,190","   8,208","   34,495","   8,525","   8,593","   9,028","   8,349","   42,182","   50,903","   54,567","   52,974","   51,655","   50,250","   46,126","   40,662","   25,520","   24,697","   21,676","   17,691","   14,064","   10,126","   6,109","   3,701","   1,240",   288,   50,   6
, 計 ,"   906,428","   13,359","   53,577","   13,699","   13,464","   13,751","   12,663","   65,390","   81,027","   82,460","   83,095","   85,997","   79,042","   69,836","   61,160","   40,736","   42,299","   39,608","   36,760","   29,682","   21,365","   12,387","   6,434","   1,789",   363,   51,   11
 屏 東 縣 , 男 ,"   474,769","   6,939","   27,711","   7,105","   7,010","   7,039","   6,557","   33,720","   41,332","   42,236","   42,929","   46,324","   42,712","   36,935","   32,406","   21,248","   22,117","   20,519","   19,556","   16,533","   11,194","   6,318","   3,114",   760,   146,   15,   5
, 女 ,"   431,659","   6,420","   25,866","   6,594","   6,454","   6,712","   6,106","   31,670","   39,695","   40,224","   40,166","   39,673","   36,330","   32,901","   28,754","   19,488","   20,182","   19,089","   17,204","   13,149","   10,171","   6,069","   3,320","   1,029",   217,   36,   6
, 計 ,"   255,536","   3,624","   14,713","   3,915","   3,701","   3,670","   3,427","   16,667","   21,624","   23,554","   26,406","   24,689","   21,294","   18,531","   15,970","   10,967","   11,332","   10,748","   10,771","   10,409","   6,975","   4,132","   2,187",   765,   147,   29,   2
 臺 東 縣 , 男 ,"   139,561","   1,874","   7,688","   2,041","   1,931","   1,902","   1,814","   8,785","   11,128","   12,173","   14,126","   14,491","   12,405","   10,344","   8,371","   5,681","   5,743","   5,427","   6,130","   6,580","   4,311","   2,539","   1,308",   388,   56,   13,—
, 女 ,"   115,975","   1,750","   7,025","   1,874","   1,770","   1,768","   1,613","   7,882","   10,496","   11,381","   12,280","   10,198","   8,889","   8,187","   7,599","   5,286","   5,589","   5,321","   4,641","   3,829","   2,664","   1,593",   879,   377,   91,   16,   2
, 計 ,"   357,464","   5,242","   21,635","   5,379","   5,369","   5,626","   5,261","   25,168","   31,442","   32,636","   33,747","   32,531","   30,431","   27,758","   23,569","   15,610","   15,638","   14,214","   14,478","   13,948","   9,578","   5,565","   2,959","   1,003",   255,   49,   8
 花 蓮 縣 , 男 ,"   191,939","   2,695","   10,952","   2,761","   2,741","   2,820","   2,630","   12,930","   16,325","   16,857","   17,615","   18,031","   16,504","   14,921","   12,350","   7,896","   7,957","   7,125","   8,452","   9,231","   6,261","   3,536","   1,671",   485,   119,   23,   3
, 女 ,"   165,525","   2,547","   10,683","   2,618","   2,628","   2,806","   2,631","   12,238","   15,117","   15,779","   16,132","   14,500","   13,927","   12,837","   11,219","   7,714","   7,681","   7,089","   6,026","   4,717","   3,317","   2,029","   1,288",   518,   136,   26,   5
, 計 ,"   95,288","   1,289","   4,819","   1,280","   1,224","   1,201","   1,114","   6,266","   7,831","   8,971","   9,555","   9,137","   7,752","   6,538","   5,742","   3,886","   3,949","   4,453","   4,807","   4,033","   2,945","   1,670","   1,115",   413,   96,   19,   2
 澎 湖 縣 , 男 ,"   50,721",   679,"   2,451",   644,   631,   625,   551,"   3,198","   4,000","   4,681","   5,195","   5,343","   4,488","   3,700","   2,998","   1,927","   2,015","   2,312","   2,610","   2,232","   1,499",   761,   444,   157,   27,   4,—
, 女 ,"   44,567",   610,"   2,368",   636,   593,   576,   563,"   3,068","   3,831","   4,290","   4,360","   3,794","   3,264","   2,838","   2,744","   1,959","   1,934","   2,141","   2,197","   1,801","   1,446",   909,   671,   256,   69,   15,   2
, 計 ,"   363,037","   5,362","   21,530","   5,243","   5,490","   5,614","   5,183","   26,550","   31,628","   32,107","   33,450","   34,648","   34,783","   31,644","   26,264","   14,920","   15,805","   13,783","   12,896","   11,773","   7,913","   4,588","   2,320",   797,   236,   32,   8
 基 隆 市 , 男 ,"   187,926","   2,801","   11,285","   2,769","   2,831","   2,915","   2,770","   13,698","   16,188","   16,473","   17,149","   17,796","   18,261","   16,271","   13,191","   7,479","   7,775","   6,761","   7,097","   6,969","   4,625","   2,541","   1,161",   325,   76,   4,—
, 女 ,"   175,111","   2,561","   10,245","   2,474","   2,659","   2,699","   2,413","   12,852","   15,440","   15,634","   16,301","   16,852","   16,522","   15,373","   13,073","   7,441","   8,030","   7,022","   5,799","   4,804","   3,288","   2,047","   1,159",   472,   160,   28,   8
, 計 ,"   335,460","   5,117","   21,660","   5,306","   5,414","   5,668","   5,272","   27,074","   31,939","   29,402","   28,231","   30,455","   32,186","   28,799","   23,729","   14,106","   13,558","   11,361","   11,271","   11,094","   7,992","   4,305","   2,109",   807,   214,   37,   14
 新 竹 市 , 男 ,"   173,435","   2,597","   11,401","   2,801","   2,833","   3,045","   2,722","   14,023","   16,631","   15,467","   14,388","   15,252","   16,261","   14,532","   12,069","   6,972","   6,471","   5,400","   6,113","   6,729","   4,976","   2,527","   1,151",   364,   88,   18,   5
, 女 ,"   162,025","   2,520","   10,259","   2,505","   2,581","   2,623","   2,550","   13,051","   15,308","   13,935","   13,843","   15,203","   15,925","   14,267","   11,660","   7,134","   7,087","   5,961","   5,158","   4,365","   3,016","   1,778",   958,   443,   126,   19,   9
, 計 ,"   816,601","   11,657","   52,629","   12,479","   12,847","   13,969","   13,334","   74,596","   85,860","   71,504","   65,403","   73,825","   82,530","   76,267","   62,590","   34,998","   30,755","   24,587","   22,683","   20,574","   13,362","   7,271","   3,828","   1,295",   318,   64,   5
 臺 中 市 , 男 ,"   411,805","   6,115","   27,502","   6,511","   6,701","   7,289","   7,001","   38,555","   44,131","   36,665","   33,103","   35,827","   39,721","   36,867","   31,008","   17,250","   14,859","   11,858","   12,310","   12,184","   7,569","   3,836","   1,795",   516,   117,   16,   1
, 女 ,"   404,796","   5,542","   25,127","   5,968","   6,146","   6,680","   6,333","   36,041","   41,729","   34,839","   32,300","   37,998","   42,809","   39,400","   31,582","   17,748","   15,896","   12,729","   10,373","   8,390","   5,793","   3,435","   2,033",   779,   201,   48,   4
, 計 ,"   258,599","   3,244","   14,315","   3,473","   3,493","   3,815","   3,534","   20,732","   25,947","   24,241","   22,430","   23,229","   23,045","   21,228","   18,305","   11,743","   11,567","   10,611","   9,734","   7,687","   5,195","   2,980","   1,641",   583,   117,   25,—
 嘉 義 市 , 男 ,"   131,390","   1,714","   7,505","   1,829","   1,828","   1,987","   1,861","   10,645","   13,289","   12,430","   11,468","   11,974","   11,575","   10,664","   9,135","   5,842","   5,616","   5,090","   5,020","   4,221","   2,762","   1,484",   694,   214,   41,   7,—
, 女 ,"   127,209","   1,530","   6,810","   1,644","   1,665","   1,828","   1,673","   10,087","   12,658","   11,811","   10,962","   11,255","   11,470","   10,564","   9,170","   5,901","   5,951","   5,521","   4,714","   3,466","   2,433","   1,496",   947,   369,   76,   18,—
, 計 ,"   700,470","   9,308","   41,188","   9,727","   10,190","   10,779","   10,492","   58,437","   70,830","   65,304","   58,643","   62,511","   66,895","   63,408","   53,497","   31,520","   29,013","   24,658","   21,870","   18,036","   12,410","   7,352","   3,998","   1,223",   306,   53,   10
 臺 南 市 , 男 ,"   355,804","   4,787","   21,281","   5,086","   5,250","   5,536","   5,409","   30,359","   36,607","   33,438","   29,677","   30,761","   32,661","   31,890","   27,214","   15,866","   14,358","   11,905","   11,709","   10,204","   6,783","   3,736","   1,894",   530,   119,   18,   7
, 女 ,"   344,666","   4,521","   19,907","   4,641","   4,940","   5,243","   5,083","   28,078","   34,223","   31,866","   28,966","   31,750","   34,234","   31,518","   26,283","   15,654","   14,655","   12,753","   10,161","   7,832","   5,627","   3,616","   2,104",   693,   187,   35,   3
, 計 ,"   2,653,245","   29,610","   145,371","   35,162","   35,509","   38,170","   36,530","   194,886","   237,954","   217,572","   209,210","   227,026","   258,748","   263,870","   233,746","   138,509","   116,182","   90,873","   87,371","   81,491","   58,944","   34,432","   18,325","   6,513","   2,056",   452,   104
 臺 北 市 , 男 ,"   1,332,206","   15,478","   76,000","   18,262","   18,637","   20,123","   18,978","   101,183","   123,189","   110,786","   105,521","   108,760","   121,767","   125,639","   113,407","   68,553","   56,322","   43,536","   47,663","   47,257","   34,312","   19,194","   9,662","   2,949",   835,   163,   30
, 女 ,"   1,321,039","   14,132","   69,371","   16,900","   16,872","   18,047","   17,552","   93,703","   114,765","   106,786","   103,689","   118,266","   136,981","   138,231","   120,339","   69,956","   59,860","   47,337","   39,708","   34,234","   24,632","   15,238","   8,663","   3,564","   1,221",   289,   74
, 計 ,"   1,405,349","   17,623","   78,782","   19,026","   19,426","   20,660","   19,670","   111,203","   142,406","   137,368","   123,505","   122,978","   130,275","   131,399","   117,481","   69,131","   59,491","   47,063","   40,714","   34,891","   21,826","   11,249","   5,729","   1,716",   424,   81,   14
 高 雄 市 , 男 ,"   717,357","   9,135","   41,062","   9,890","   10,149","   10,783","   10,240","   57,986","   73,710","   70,524","   63,019","   61,231","   63,778","   64,177","   58,556","   35,033","   29,756","   23,326","   22,888","   21,218","   12,476","   5,954","   2,647",   685,   175,   16,   5
, 女 ,"   687,992","   8,488","   37,720","   9,136","   9,277","   9,877","   9,430","   53,217","   68,696","   66,844","   60,486","   61,747","   66,497","   67,222","   58,925","   34,098","   29,735","   23,737","   17,826","   13,673","   9,350","   5,295","   3,082","   1,031",   249,   65,   9
, 計 ,"   51,410",   700,"   3,186",   716,   765,   834,   871,"   5,001","   5,669","   5,857","   3,913","   3,115","   3,154","   3,511","   2,773","   2,181","   2,364","   2,567","   2,263","   1,735","   1,251",   929,   672,   372,   148,   37,   12
 福 建 省 , 男 ,"   27,100",   346,"   1,681",   367,   410,   434,   470,"   2,537","   2,926","   3,133","   2,412","   1,859","   1,642","   1,686","   1,355","   1,156","   1,316","   1,533","   1,251",   836,   610,   383,   241,   127,   51,   15,   4
, 女 ,"   24,310",   354,"   1,505",   349,   355,   400,   401,"   2,464","   2,743","   2,724","   1,501","   1,256","   1,512","   1,825","   1,418","   1,025","   1,048","   1,034","   1,012",   899,   641,   546,   431,   245,   97,   22,   8
, 計 ,"   45,807",   625,"   2,895",   652,   684,   755,   804,"   4,585","   5,088","   5,182","   3,372","   2,699","   2,694","   3,053","   2,442","   1,925","   2,147","   2,365","   2,065","   1,574","   1,108",   832,   613,   354,   141,   37,   11
 金 門 縣 , 男 ,"   24,014",   313,"   1,526",   336,   357,   394,   439,"   2,324","   2,627","   2,770","   2,107","   1,583","   1,386","   1,435","   1,167","   1,012","   1,201","   1,425","   1,139",   740,   526,   337,   208,   122,   47,   15,   4
, 女 ,"   21,793",   312,"   1,369",   316,   327,   361,   365,"   2,261","   2,461","   2,412","   1,265","   1,116","   1,308","   1,618","   1,275",   913,   946,   940,   926,   834,   582,   495,   405,   232,   94,   22,   7
, 計 ,"   5,603",   75,   291,   64,   81,   79,   67,   416,   581,   675,   541,   416,   460,   458,   331,   256,   217,   202,   198,   161,   143,   97,   59,   18,   7,—,   1
 連 江 縣 , 男 ,"   3,086",   33,   155,   31,   53,   40,   31,   213,   299,   363,   305,   276,   256,   251,   188,   144,   115,   108,   112,   96,   84,   46,   33,   5,   4,—,—
, 女 ,"   2,517",   42,   136,   33,   28,   39,   36,   203,   282,   312,   236,   140,   204,   207,   143,   112,   102,   94,   86,   65,   59,   51,   26,   13,   3,—,   1
