 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  74 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
 雲 林 縣 , 男 ,"   412,108","   7,392","   33,294","   8,307","   8,361","   8,488","   8,138","   38,700","   35,968","   44,302","   48,891","   39,086","   29,960","   21,484","   19,393","   21,597","   19,892","   17,526","   12,297","   9,387","   7,030","   3,706","   1,646",   448,   109,—,—
, 女 ,"   379,078","   7,009","   30,999","   7,753","   7,711","   7,799","   7,736","   36,933","   34,065","   42,005","   43,243","   31,083","   23,987","   17,966","   17,269","   19,659","   19,055","   16,551","   12,461","   10,037","   8,048","   5,127","   2,446",   881,   254,—,—
, 計 ,"   569,932","   10,045","   43,633","   11,043","   10,908","   10,940","   10,742","   49,068","   46,539","   61,481","   70,500","   54,569","   38,713","   26,595","   24,874","   29,913","   30,076","   27,131","   19,928","   14,236","   11,277","   6,902","   3,052","   1,118",   282,—,—
 嘉 義 縣 , 男 ,"   298,783","   5,213","   22,628","   5,782","   5,686","   5,675","   5,485","   24,928","   23,611","   31,503","   37,775","   31,207","   22,020","   14,330","   12,809","   15,307","   15,307","   14,323","   10,487","   7,153","   5,383","   3,018","   1,269",   429,   83,—,—
, 女 ,"   271,149","   4,832","   21,005","   5,261","   5,222","   5,265","   5,257","   24,140","   22,928","   29,978","   32,725","   23,362","   16,693","   12,265","   12,065","   14,606","   14,769","   12,808","   9,441","   7,083","   5,894","   3,884","   1,783",   689,   199,—,—
, 計 ,"   1,000,781","   16,614","   76,266","   18,665","   18,600","   19,482","   19,519","   95,450","   83,057","   97,981","   115,207","   99,316","   77,379","   51,860","   43,252","   48,275","   50,057","   46,509","   34,731","   24,199","   19,589","   12,292","   5,787","   2,464",   496,—,—
 臺 南 縣 , 男 ,"   525,102","   8,475","   39,362","   9,705","   9,649","   10,007","   10,001","   49,070","   42,628","   50,340","   60,945","   54,726","   42,260","   27,498","   22,360","   24,587","   25,958","   25,925","   19,212","   12,847","   9,617","   5,508","   2,627","   1,001",   156,—,—
, 女 ,"   475,679","   8,139","   36,904","   8,960","   8,951","   9,475","   9,518","   46,380","   40,429","   47,641","   54,262","   44,590","   35,119","   24,362","   20,892","   23,688","   24,099","   20,584","   15,519","   11,352","   9,972","   6,784","   3,160","   1,463",   340,—,—
, 計 ,"   1,076,761","   16,974","   84,293","   19,551","   20,696","   21,481","   22,565","   115,309","   105,263","   112,089","   112,943","   102,150","   93,038","   63,047","   49,724","   47,272","   43,743","   43,783","   35,102","   22,483","   15,966","   8,420","   3,616","   1,251",   295,—,—
 高 雄 縣 , 男 ,"   564,936","   8,738","   43,321","   10,087","   10,590","   11,138","   11,506","   59,333","   53,958","   57,536","   58,651","   52,980","   47,944","   32,789","   25,848","   24,145","   23,992","   27,000","   21,355","   12,897","   8,373","   4,003","   1,528",   438,   107,—,—
, 女 ,"   511,825","   8,236","   40,972","   9,464","   10,106","   10,343","   11,059","   55,976","   51,305","   54,553","   54,292","   49,170","   45,094","   30,258","   23,876","   23,127","   19,751","   16,783","   13,747","   9,586","   7,593","   4,417","   2,088",   813,   188,—,—
, 計 ,"   901,981","   14,321","   67,817","   16,226","   16,640","   17,250","   17,701","   89,211","   81,840","   96,223","   102,064","   85,893","   70,949","   49,149","   41,175","   43,021","   40,562","   38,253","   29,943","   22,291","   16,332","   8,268","   3,424",   988,   257,—,—
 屏 東 縣 , 男 ,"   474,638","   7,324","   34,702","   8,293","   8,506","   8,853","   9,050","   45,723","   42,081","   49,411","   53,700","   46,259","   38,285","   26,160","   21,727","   22,636","   21,538","   21,681","   16,619","   12,258","   8,766","   3,854","   1,454",   380,   80,—,—
, 女 ,"   427,343","   6,997","   33,115","   7,933","   8,134","   8,397","   8,651","   43,488","   39,759","   46,812","   48,364","   39,634","   32,664","   22,989","   19,448","   20,385","   19,024","   16,572","   13,324","   10,033","   7,566","   4,414","   1,970",   608,   177,—,—
, 計 ,"   276,389","   3,846","   19,667","   4,459","   4,930","   5,141","   5,137","   25,716","   26,912","   32,433","   32,335","   24,701","   19,736","   13,846","   11,589","   12,072","   11,814","   12,790","   10,982","   7,889","   5,713","   2,703","   1,195",   364,   86,—,—
 臺 東 縣 , 男 ,"   153,030","   1,996","   10,094","   2,295","   2,498","   2,598","   2,703","   13,186","   13,795","   16,939","   18,400","   14,571","   11,109","   7,430","   6,165","   6,270","   6,428","   8,032","   7,243","   5,259","   3,805","   1,509",   591,   171,   37,—,—
, 女 ,"   123,359","   1,850","   9,573","   2,164","   2,432","   2,543","   2,434","   12,530","   13,117","   15,494","   13,935","   10,130","   8,627","   6,416","   5,424","   5,802","   5,386","   4,758","   3,739","   2,630","   1,908","   1,194",   604,   193,   49,—,—
, 計 ,"   361,549","   5,269","   26,331","   6,139","   6,488","   6,720","   6,984","   34,365","   34,274","   38,820","   39,738","   33,321","   27,535","   19,390","   15,992","   15,937","   15,497","   17,485","   14,572","   9,800","   7,032","   3,697","   1,705",   604,   185,—,—
 花 蓮 縣 , 男 ,"   196,627","   2,724","   13,545","   3,128","   3,347","   3,475","   3,595","   17,708","   17,567","   20,011","   21,178","   18,191","   14,732","   10,101","   8,276","   8,150","   8,493","   11,510","   9,968","   6,617","   4,549","   2,052",   893,   294,   68,—,—
, 女 ,"   164,922","   2,545","   12,786","   3,011","   3,141","   3,245","   3,389","   16,657","   16,707","   18,809","   18,560","   15,130","   12,803","   9,289","   7,716","   7,787","   7,004","   5,975","   4,604","   3,183","   2,483","   1,645",   812,   310,   117,—,—
, 計 ,"   102,282","   1,446","   6,974","   1,725","   1,650","   1,760","   1,839","   9,560","   10,279","   12,506","   12,186","   8,858","   6,533","   4,704","   3,849","   4,469","   5,078","   4,983","   3,862","   2,595","   1,882","   1,299",   769,   344,   106,—,—
 澎 湖 縣 , 男 ,"   53,728",   727,"   3,603",   903,   862,   893,   945,"   4,985","   5,319","   6,456","   6,620","   4,965","   3,419","   2,358","   1,944","   2,336","   2,700","   2,994","   2,160","   1,327",   881,   521,   273,   120,   20,—,—
, 女 ,"   48,554",   719,"   3,371",   822,   788,   867,   894,"   4,575","   4,960","   6,050","   5,566","   3,893","   3,114","   2,346","   1,905","   2,133","   2,378","   1,989","   1,702","   1,268","   1,001",   778,   496,   224,   86,—,—
, 計 ,"   351,524","   4,971","   25,078","   5,798","   6,022","   6,587","   6,671","   33,973","   33,149","   36,129","   38,118","   36,494","   31,513","   20,232","   15,177","   16,137","   14,450","   15,072","   12,566","   7,986","   5,530","   2,908","   1,433",   473,   135,—,—
 基 隆 市 , 男 ,"   183,385","   2,526","   12,905","   3,060","   3,073","   3,372","   3,400","   17,418","   17,023","   18,489","   19,930","   18,911","   16,104","   10,216","   7,574","   7,944","   7,699","   9,004","   7,720","   4,627","   3,149","   1,356",   589,   172,   29,—,—
, 女 ,"   168,139","   2,445","   12,173","   2,738","   2,949","   3,215","   3,271","   16,555","   16,126","   17,640","   18,188","   17,583","   15,409","   10,016","   7,603","   8,193","   6,751","   6,068","   4,846","   3,359","   2,381","   1,552",   844,   301,   106,—,—
, 計 ,"   304,010","   4,482","   24,120","   5,503","   5,865","   6,250","   6,502","   31,958","   28,110","   29,864","   30,536","   28,880","   26,838","   17,866","   13,915","   13,073","   11,661","   12,964","   12,190","   7,899","   5,199","   2,653","   1,220",   456,   126,—,—
 新 竹 市 , 男 ,"   159,251","   2,301","   12,610","   2,866","   3,081","   3,306","   3,357","   16,592","   14,350","   15,747","   15,751","   14,245","   13,341","   9,005","   6,769","   6,320","   5,976","   7,725","   7,977","   5,095","   3,181","   1,460",   576,   190,   40,—,—
, 女 ,"   144,759","   2,181","   11,510","   2,637","   2,784","   2,944","   3,145","   15,366","   13,760","   14,117","   14,785","   14,635","   13,497","   8,861","   7,146","   6,753","   5,685","   5,239","   4,213","   2,804","   2,018","   1,193",   644,   266,   86,—,—
, 計 ,"   674,936","   10,368","   53,106","   12,032","   12,734","   13,719","   14,621","   76,899","   68,542","   63,961","   64,465","   65,408","   65,254","   45,236","   33,147","   29,751","   25,215","   25,318","   19,792","   12,537","   8,536","   4,466","   1,971",   790,   174,—,—
 臺 中 市 , 男 ,"   343,587","   5,266","   27,327","   6,274","   6,621","   6,989","   7,443","   39,468","   35,501","   32,959","   32,389","   31,516","   31,666","   22,245","   16,305","   14,605","   13,270","   14,992","   11,777","   6,880","   4,349","   1,988",   775,   270,   39,—,—
, 女 ,"   331,349","   5,102","   25,779","   5,758","   6,113","   6,730","   7,178","   37,431","   33,041","   31,002","   32,076","   33,892","   33,588","   22,991","   16,842","   15,146","   11,945","   10,326","   8,015","   5,657","   4,187","   2,478","   1,196",   520,   135,—,—
, 計 ,"   253,573","   3,500","   18,131","   4,173","   4,254","   4,755","   4,949","   26,191","   24,496","   26,086","   27,383","   23,916","   21,138","   15,051","   12,089","   12,236","   11,773","   10,549","   8,103","   5,462","   3,857","   2,280",   975,   292,   65,—,—
 嘉 義 市 , 男 ,"   130,027","   1,794","   9,448","   2,190","   2,172","   2,507","   2,579","   13,561","   12,681","   13,337","   14,098","   12,484","   10,703","   7,516","   5,934","   5,902","   5,949","   5,838","   4,530","   2,915","   1,865",   982,   390,   85,   15,—,—
, 女 ,"   123,546","   1,706","   8,683","   1,983","   2,082","   2,248","   2,370","   12,630","   11,815","   12,749","   13,285","   11,432","   10,435","   7,535","   6,155","   6,334","   5,824","   4,711","   3,573","   2,547","   1,992","   1,298",   585,   207,   50,—,—
, 計 ,"   639,888","   9,781","   50,918","   11,797","   12,182","   13,021","   13,918","   71,339","   61,059","   60,791","   63,772","   65,617","   60,602","   40,818","   30,475","   28,440","   25,098","   22,975","   18,342","   12,710","   9,099","   4,835","   2,185",   808,   224,—,—
 臺 南 市 , 男 ,"   327,945","   5,051","   26,069","   6,020","   6,179","   6,634","   7,236","   36,922","   31,475","   31,054","   31,975","   32,892","   30,760","   20,742","   15,495","   13,892","   12,688","   13,083","   10,391","   7,009","   4,735","   2,291","   1,011",   326,   84,—,—
, 女 ,"   311,943","   4,730","   24,849","   5,777","   6,003","   6,387","   6,682","   34,417","   29,584","   29,737","   31,797","   32,725","   29,842","   20,076","   14,980","   14,548","   12,410","   9,892","   7,951","   5,701","   4,364","   2,544","   1,174",   482,   140,—,—
, 計 ,"   2,507,620","   35,146","   176,581","   41,000","   43,002","   45,324","   47,255","   245,785","   227,244","   222,174","   232,765","   260,895","   263,199","   188,541","   131,459","   113,586","   98,893","   99,742","   83,666","   55,512","   38,425","   19,753","   9,528","   3,577","   1,149",—,—
 臺 北 市 , 男 ,"   1,280,553","   18,097","   91,859","   21,484","   22,320","   23,621","   24,434","   127,351","   116,966","   112,973","   115,423","   125,588","   126,872","   91,865","   65,211","   55,687","   52,294","   59,457","   50,453","   32,689","   21,541","   10,050","   4,444","   1,364",   369,—,—
, 女 ,"   1,227,067","   17,049","   84,722","   19,516","   20,682","   21,703","   22,821","   118,434","   110,278","   109,201","   117,342","   135,307","   136,327","   96,676","   66,248","   57,899","   46,599","   40,285","   33,213","   22,823","   16,884","   9,703","   5,084","   2,213",   780,—,—
, 計 ,"   1,302,849","   19,310","   99,986","   22,658","   23,938","   26,098","   27,292","   146,610","   133,111","   127,860","   123,606","   128,703","   131,689","   92,688","   66,444","   57,736","   48,479","   46,041","   34,774","   20,953","   13,891","   6,894","   2,861",   950,   263,—,—
 高 雄 市 , 男 ,"   668,778","   10,173","   51,713","   11,736","   12,379","   13,436","   14,162","   75,609","   68,538","   65,751","   62,057","   62,512","   64,244","   46,830","   34,283","   28,702","   25,839","   28,166","   20,720","   11,853","   7,133","   3,062","   1,175",   346,   72,—,—
, 女 ,"   634,071","   9,137","   48,273","   10,922","   11,559","   12,662","   13,130","   71,001","   64,573","   62,109","   61,549","   66,191","   67,445","   45,858","   32,161","   29,034","   22,640","   17,875","   14,054","   9,100","   6,758","   3,832","   1,686",   604,   191,—,—
, 計 ,"   55,772","   1,054","   4,750","   1,131","   1,214","   1,193","   1,212","   6,720","   7,578","   6,326","   3,911","   4,063","   3,528","   2,586","   2,345","   2,538","   2,712","   2,049","   1,663","   1,218","   1,137",   751,   481,   234,   128,—,—
 福 建 省 , 男 ,"   29,053",   563,"   2,506",   570,   645,   632,   659,"   3,453","   3,815","   3,610","   2,259","   2,092","   1,617","   1,251","   1,263","   1,497","   1,549","   1,022",   896,   591,   475,   300,   175,   82,   37,—,—
, 女 ,"   26,719",   491,"   2,244",   561,   569,   561,   553,"   3,267","   3,763","   2,716","   1,652","   1,971","   1,911","   1,335","   1,082","   1,041","   1,163","   1,027",   767,   627,   662,   451,   306,   152,   91,—,—
, 計 ,"   48,846",   945,"   4,213","   1,007","   1,100","   1,033","   1,073","   5,831","   6,563","   5,599","   3,426","   3,443","   3,058","   2,184","   2,090","   2,288","   2,467","   1,794","   1,448","   1,038",   969,   695,   448,   221,   126,—,—
 金 門 縣 , 男 ,"   25,259",   499,"   2,237",   516,   587,   549,   585,"   2,999","   3,296","   3,169","   1,966","   1,750","   1,368","   1,044","   1,103","   1,350","   1,420",   871,   763,   497,   385,   271,   157,   77,   37,—,—
, 女 ,"   23,587",   446,"   1,976",   491,   513,   484,   488,"   2,832","   3,267","   2,430","   1,460","   1,693","   1,690","   1,140",   987,   938,"   1,047",   923,   685,   541,   584,   424,   291,   144,   89,—,—
, 計 ,"   6,926",   109,   537,   124,   114,   160,   139,   889,"   1,015",   727,   485,   620,   470,   402,   255,   250,   245,   255,   215,   180,   168,   56,   33,   13,   2,—,—
 連 江 縣 , 男 ,"   3,794",   64,   269,   54,   58,   83,   74,   454,   519,   441,   293,   342,   249,   207,   160,   147,   129,   151,   133,   94,   90,   29,   18,   5,—,—,—
, 女 ,"   3,132",   45,   268,   70,   56,   77,   65,   435,   496,   286,   192,   278,   221,   195,   95,   103,   116,   104,   82,   86,   78,   27,   15,   8,   2,—,—
