 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  69 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 計 ,"   2,258,757","   52,515","   233,063","   57,931","   57,805","   56,354","   60,973","   252,451","   231,055","   222,497","   226,739","   254,335","   177,669","   123,741","   106,351","   90,444","   89,622","   72,343","   49,462","   36,005","   21,131","   11,628","   5,266","   1,871",   569,—,—
 臺 北 縣 , 男 ,"   1,169,386","   27,201","   120,493","   30,011","   29,862","   29,043","   31,577","   129,744","   119,147","   114,034","   109,381","   123,850","   91,132","   64,972","   54,295","   49,301","   54,307","   43,849","   29,182","   19,789","   10,531","   5,286","   2,147",   627,   118,—,—
, 女 ,"   1,089,371","   25,314","   112,570","   27,920","   27,943","   27,311","   29,396","   122,707","   111,908","   108,463","   117,358","   130,485","   86,537","   58,769","   52,056","   41,143","   35,315","   28,494","   20,280","   16,216","   10,600","   6,342","   3,119","   1,244",   451,—,—
, 計 ,"   442,988","   9,163","   37,977","   9,798","   9,509","   9,051","   9,619","   42,928","   49,787","   54,026","   50,925","   38,958","   23,344","   21,323","   23,483","   21,403","   20,307","   15,968","   12,032","   9,563","   6,226","   3,689","   1,257",   478,   151,—,—
 宜 蘭 縣 , 男 ,"   232,540","   4,752","   19,641","   5,049","   4,866","   4,746","   4,980","   21,929","   25,764","   27,829","   26,451","   20,510","   12,302","   10,987","   12,323","   11,541","   12,011","   9,323","   6,825","   5,222","   2,988","   1,529",   431,   142,   40,—,—
, 女 ,"   210,448","   4,411","   18,336","   4,749","   4,643","   4,305","   4,639","   20,999","   24,023","   26,197","   24,474","   18,448","   11,042","   10,336","   11,160","   9,862","   8,296","   6,645","   5,207","   4,341","   3,238","   2,160",   826,   336,   111,—,—
, 計 ,"   1,052,800","   22,987","   101,486","   25,528","   25,286","   24,122","   26,550","   117,866","   120,048","   116,128","   105,943","   99,340","   66,890","   50,737","   46,678","   44,428","   54,765","   39,976","   24,896","   18,700","   11,092","   6,213","   3,081","   1,177",   369,—,—
 桃 園 縣 , 男 ,"   556,420","   11,669","   52,415","   13,127","   13,146","   12,416","   13,726","   60,411","   61,569","   59,239","   52,449","   48,102","   32,675","   24,896","   23,012","   25,931","   38,811","   27,289","   15,717","   11,766","   5,903","   2,868","   1,161",   426,   111,—,—
, 女 ,"   496,380","   11,318","   49,071","   12,401","   12,140","   11,706","   12,824","   57,455","   58,479","   56,889","   53,494","   51,238","   34,215","   25,841","   23,666","   18,497","   15,954","   12,687","   9,179","   6,934","   5,189","   3,345","   1,920",   751,   258,—,—
, 計 ,"   641,937","   14,063","   57,321","   14,863","   14,298","   13,565","   14,595","   63,372","   69,210","   75,845","   70,858","   59,360","   36,840","   30,436","   31,112","   28,822","   30,643","   25,472","   17,937","   12,876","   8,622","   5,332","   2,586",   938,   292,—,—
 新 竹 縣 , 男 ,"   337,963","   7,217","   29,711","   7,675","   7,515","   6,900","   7,621","   32,605","   35,744","   39,300","   36,539","   30,857","   19,077","   15,451","   15,871","   15,304","   18,157","   15,523","   10,767","   7,311","   4,445","   2,523","   1,123",   347,   91,—,—
, 女 ,"   303,974","   6,846","   27,610","   7,188","   6,783","   6,665","   6,974","   30,767","   33,466","   36,545","   34,319","   28,503","   17,763","   14,985","   15,241","   13,518","   12,486","   9,949","   7,170","   5,565","   4,177","   2,809","   1,463",   591,   201,—,—
, 計 ,"   542,745","   11,912","   46,398","   12,526","   11,675","   10,917","   11,280","   51,772","   59,407","   67,642","   63,753","   47,177","   28,647","   24,764","   27,118","   26,212","   25,086","   19,366","   14,560","   11,631","   8,312","   5,122","   2,666",   923,   277,—,—
 苗 栗 縣 , 男 ,"   283,498","   6,109","   23,850","   6,339","   6,009","   5,721","   5,781","   26,944","   30,338","   34,430","   33,438","   25,640","   15,461","   13,042","   14,451","   14,007","   13,864","   10,328","   7,681","   6,087","   3,953","   2,335","   1,111",   342,   87,—,—
, 女 ,"   259,247","   5,803","   22,548","   6,187","   5,666","   5,196","   5,499","   24,828","   29,069","   33,212","   30,315","   21,537","   13,186","   11,722","   12,667","   12,205","   11,222","   9,038","   6,879","   5,544","   4,359","   2,787","   1,555",   581,   190,—,—
, 計 ,"   1,013,176","   24,845","   104,994","   26,787","   26,564","   25,350","   26,293","   109,029","   108,006","   110,288","   106,123","   98,377","   64,719","   49,869","   48,426","   45,425","   44,690","   34,123","   23,585","   17,905","   11,943","   6,552","   3,077",   938,   262,—,—
 臺 中 縣 , 男 ,"   525,192","   12,760","   53,984","   13,883","   13,667","   13,078","   13,356","   55,918","   55,475","   55,994","   53,041","   49,700","   33,755","   26,016","   25,020","   24,770","   26,946","   20,255","   12,757","   9,048","   5,463","   2,718","   1,144",   348,   80,—,—
, 女 ,"   487,984","   12,085","   51,010","   12,904","   12,897","   12,272","   12,937","   53,111","   52,531","   54,294","   53,082","   48,677","   30,964","   23,853","   23,406","   20,655","   17,744","   13,868","   10,828","   8,857","   6,480","   3,834","   1,933",   590,   182,—,—
, 計 ,"   1,166,352","   27,963","   113,700","   29,550","   28,620","   27,360","   28,170","   118,085","   123,329","   136,614","   130,950","   104,302","   67,454","   55,176","   59,443","   56,368","   49,238","   38,204","   29,224","   24,378","   17,000","   9,246","   4,053","   1,293",   332,—,—
 彰 化 縣 , 男 ,"   602,033","   14,387","   58,800","   15,311","   14,847","   14,119","   14,523","   60,933","   63,298","   69,800","   67,678","   55,600","   36,009","   29,316","   31,204","   29,358","   25,984","   19,623","   14,598","   12,082","   7,584","   3,770","   1,506",   425,   78,—,—
, 女 ,"   564,319","   13,576","   54,900","   14,239","   13,773","   13,241","   13,647","   57,152","   60,031","   66,814","   63,272","   48,702","   31,445","   25,860","   28,239","   27,010","   23,254","   18,581","   14,626","   12,296","   9,416","   5,476","   2,547",   868,   254,—,—
, 計 ,"   524,245","   10,945","   43,866","   11,263","   10,945","   10,578","   11,080","   49,352","   58,009","   64,285","   61,136","   46,684","   29,238","   24,768","   27,292","   26,275","   24,246","   18,752","   13,823","   11,535","   7,952","   3,931","   1,577",   449,   130,—,—
 南 投 縣 , 男 ,"   274,260","   5,646","   22,654","   5,815","   5,729","   5,395","   5,715","   25,128","   29,712","   32,904","   32,235","   25,757","   15,784","   13,062","   14,351","   14,062","   13,394","   10,128","   7,223","   5,973","   3,745","   1,669",   629,   159,   45,—,—
, 女 ,"   249,985","   5,299","   21,212","   5,448","   5,216","   5,183","   5,365","   24,224","   28,297","   31,381","   28,901","   20,927","   13,454","   11,706","   12,941","   12,213","   10,852","   8,624","   6,600","   5,562","   4,207","   2,262",   948,   290,   85,—,—
, 計 ,"   796,276","   17,713","   72,360","   19,197","   18,232","   17,448","   17,483","   73,185","   88,247","   100,804","   90,276","   65,947","   42,190","   37,680","   42,453","   40,254","   35,930","   26,660","   21,343","   18,412","   12,089","   6,551","   2,910",   988,   284,—,—
 雲 林 縣 , 男 ,"   413,622","   9,105","   37,124","   9,873","   9,389","   8,950","   8,912","   37,745","   45,194","   51,472","   48,784","   36,905","   23,464","   20,022","   22,277","   20,696","   18,584","   13,325","   10,352","   8,823","   5,419","   2,827","   1,102",   331,   71,—,—
, 女 ,"   382,654","   8,608","   35,236","   9,324","   8,843","   8,498","   8,571","   35,440","   43,053","   49,332","   41,492","   29,042","   18,726","   17,658","   20,176","   19,558","   17,346","   13,335","   10,991","   9,589","   6,670","   3,724","   1,808",   657,   213,—,—
, 計 ,"   825,967","   16,351","   67,724","   17,579","   17,005","   16,202","   16,938","   73,685","   89,066","   105,856","   98,378","   71,217","   44,053","   37,944","   43,364","   43,486","   39,955","   30,440","   22,345","   18,589","   12,513","   6,691","   3,091",   970,   249,—,—
 嘉 義 縣 , 男 ,"   430,201","   8,411","   34,817","   9,069","   8,794","   8,349","   8,605","   37,712","   45,641","   54,370","   53,231","   39,727","   23,514","   19,337","   21,878","   22,243","   21,622","   16,490","   11,727","   9,228","   5,775","   2,906","   1,195",   322,   55,—,—
, 女 ,"   395,766","   7,940","   32,907","   8,510","   8,211","   7,853","   8,333","   35,973","   43,425","   51,486","   45,147","   31,490","   20,539","   18,607","   21,486","   21,243","   18,333","   13,950","   10,618","   9,361","   6,738","   3,785","   1,896",   648,   194,—,—
, 計 ,"   962,827","   19,857","   81,598","   21,122","   20,719","   19,437","   20,320","   83,996","   97,341","   118,518","   115,670","   85,645","   53,157","   43,372","   48,726","   50,915","   47,849","   36,324","   26,090","   23,342","   15,774","   8,610","   4,301","   1,360",   382,—,—
 臺 南 縣 , 男 ,"   503,470","   10,234","   41,985","   10,836","   10,752","   9,876","   10,521","   43,222","   50,049","   61,105","   62,271","   47,093","   28,368","   22,437","   24,823","   26,468","   26,525","   19,814","   13,654","   11,671","   7,381","   4,009","   1,749",   497,   115,—,—
, 女 ,"   459,357","   9,623","   39,613","   10,286","   9,967","   9,561","   9,799","   40,774","   47,292","   57,413","   53,399","   38,552","   24,789","   20,935","   23,903","   24,447","   21,324","   16,510","   12,436","   11,671","   8,393","   4,601","   2,552",   863,   267,—,—
, 計 ,"   1,000,645","   21,087","   93,589","   23,190","   23,330","   22,613","   24,456","   107,246","   111,056","   114,502","   105,765","   94,861","   64,059","   49,815","   47,404","   44,614","   45,755","   36,072","   24,273","   19,320","   11,421","   5,967","   2,717",   894,   228,—,—
 高 雄 縣 , 男 ,"   525,626","   10,846","   48,619","   12,075","   12,033","   11,770","   12,741","   55,005","   56,914","   58,624","   54,659","   48,775","   33,199","   25,917","   24,278","   24,662","   28,548","   21,697","   13,778","   10,297","   5,663","   2,724","   1,025",   332,   64,—,—
, 女 ,"   475,019","   10,241","   44,970","   11,115","   11,297","   10,843","   11,715","   52,241","   54,142","   55,878","   51,106","   46,086","   30,860","   23,898","   23,126","   19,952","   17,207","   14,375","   10,495","   9,023","   5,758","   3,243","   1,692",   562,   164,—,—
, 計 ,"   888,270","   18,057","   76,777","   19,835","   19,034","   18,626","   19,282","   84,253","   98,176","   108,409","   100,468","   80,568","   52,571","   42,779","   44,848","   42,279","   40,518","   32,888","   24,707","   20,010","   11,603","   5,928","   2,419",   787,   225,—,—
 屏 東 縣 , 男 ,"   468,306","   9,249","   39,536","   10,293","   9,760","   9,564","   9,919","   43,361","   50,335","   55,614","   53,390","   44,390","   28,376","   22,746","   23,715","   22,503","   22,984","   18,271","   13,463","   10,861","   5,594","   2,682",   915,   265,   56,—,—
, 女 ,"   419,964","   8,808","   37,241","   9,542","   9,274","   9,062","   9,363","   40,892","   47,841","   52,795","   47,078","   36,178","   24,195","   20,033","   21,133","   19,776","   17,534","   14,617","   11,244","   9,149","   6,009","   3,246","   1,504",   522,   169,—,—
, 計 ,"   281,218","   5,323","   22,862","   5,771","   5,650","   5,461","   5,980","   28,727","   33,498","   36,386","   30,439","   22,144","   14,846","   12,205","   12,854","   12,755","   14,140","   12,310","   8,702","   7,151","   3,855","   1,955",   760,   245,   61,—,—
 臺 東 縣 , 男 ,"   154,566","   2,784","   11,845","   2,979","   2,938","   2,833","   3,095","   14,703","   17,165","   19,002","   17,003","   12,402","   8,012","   6,512","   6,733","   6,957","   9,041","   8,166","   5,650","   4,800","   2,245","   1,050",   369,   106,   21,—,—
, 女 ,"   126,652","   2,539","   11,017","   2,792","   2,712","   2,628","   2,885","   14,024","   16,333","   17,384","   13,436","   9,742","   6,834","   5,693","   6,121","   5,798","   5,099","   4,144","   3,052","   2,351","   1,610",   905,   391,   139,   40,—,—
, 計 ,"   355,178","   6,533","   28,497","   7,096","   6,967","   6,875","   7,559","   35,035","   39,504","   42,895","   38,556","   29,729","   20,195","   16,643","   16,519","   16,188","   18,785","   16,127","   11,588","   8,686","   5,136","   2,800","   1,232",   392,   138,—,—
 花 蓮 縣 , 男 ,"   194,056","   3,398","   14,697","   3,703","   3,624","   3,495","   3,875","   17,979","   20,323","   21,816","   20,725","   16,072","   10,529","   8,647","   8,412","   8,927","   12,438","   11,164","   7,988","   5,686","   2,929","   1,509",   628,   151,   38,—,—
, 女 ,"   161,122","   3,135","   13,800","   3,393","   3,343","   3,380","   3,684","   17,056","   19,181","   21,079","   17,831","   13,657","   9,666","   7,996","   8,107","   7,261","   6,347","   4,963","   3,600","   3,000","   2,207","   1,291",   604,   241,   100,—,—
, 計 ,"   107,043","   1,969","   8,241","   2,016","   2,025","   2,009","   2,191","   10,954","   13,290","   14,447","   12,108","   7,622","   5,124","   4,013","   4,643","   5,374","   5,581","   4,396","   3,041","   2,301","   1,694","   1,190",   684,   269,   102,—,—
 澎 湖 縣 , 男 ,"   56,009","   1,037","   4,303","   1,018","   1,095","   1,033","   1,157","   5,657","   6,803","   7,352","   6,711","   4,043","   2,582","   2,020","   2,435","   2,905","   3,435","   2,504","   1,588","   1,134",   699,   454,   242,   76,   29,—,—
, 女 ,"   51,034",   932,"   3,938",   998,   930,   976,"   1,034","   5,297","   6,487","   7,095","   5,397","   3,579","   2,542","   1,993","   2,208","   2,469","   2,146","   1,892","   1,453","   1,167",   995,   736,   442,   193,   73,—,—
, 計 ,"   344,867","   6,011","   28,109","   6,915","   6,942","   6,757","   7,495","   34,629","   37,649","   39,618","   39,082","   34,215","   21,773","   16,337","   17,186","   15,514","   16,368","   14,104","   9,596","   7,071","   4,002","   2,281",   917,   321,   84,—,—
 基 隆 市 , 男 ,"   181,533","   3,117","   14,408","   3,544","   3,535","   3,487","   3,842","   17,791","   19,379","   20,664","   20,343","   17,452","   11,067","   8,231","   8,514","   8,369","   9,903","   8,785","   5,817","   4,198","   2,017","   1,006",   367,   86,   19,—,—
, 女 ,"   163,334","   2,894","   13,701","   3,371","   3,407","   3,270","   3,653","   16,838","   18,270","   18,954","   18,739","   16,763","   10,706","   8,106","   8,672","   7,145","   6,465","   5,319","   3,779","   2,873","   1,985","   1,275",   550,   235,   65,—,—
, 計 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
 新 竹 市 , 男 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
, 女 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
, 計 ,"   593,427","   11,562","   52,723","   13,136","   12,952","   12,429","   14,206","   63,880","   66,538","   62,541","   60,448","   60,056","   43,697","   33,163","   30,469","   26,116","   26,370","   21,198","   13,914","   10,054","   5,891","   2,970","   1,319",   392,   126,—,—
 臺 中 市 , 男 ,"   305,475","   5,917","   26,968","   6,702","   6,664","   6,352","   7,250","   32,791","   34,544","   31,967","   30,290","   29,496","   21,619","   16,228","   15,213","   13,932","   15,809","   12,770","   7,993","   5,355","   2,761","   1,212",   471,   109,   30,—,—
, 女 ,"   287,952","   5,645","   25,755","   6,434","   6,288","   6,077","   6,956","   31,089","   31,994","   30,574","   30,158","   30,560","   22,078","   16,935","   15,256","   12,184","   10,561","   8,428","   5,921","   4,699","   3,130","   1,758",   848,   283,   96,—,—
, 計 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
 嘉 義 市 , 男 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
, 女 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
, 計 ,"   583,799","   11,520","   53,894","   13,488","   13,401","   12,716","   14,289","   59,624","   61,952","   62,675","   63,242","   60,565","   40,938","   31,283","   29,579","   26,252","   24,309","   19,924","   14,400","   11,165","   6,526","   3,570","   1,673",   563,   145,—,—
 臺 南 市 , 男 ,"   301,638","   5,946","   27,813","   6,954","   6,910","   6,574","   7,375","   30,702","   31,903","   32,122","   31,916","   30,971","   21,079","   15,882","   14,542","   13,400","   13,833","   11,426","   8,094","   6,076","   3,287","   1,709",   690,   205,   42,—,—
, 女 ,"   282,161","   5,574","   26,081","   6,534","   6,491","   6,142","   6,914","   28,922","   30,049","   30,553","   31,326","   29,594","   19,859","   15,401","   15,037","   12,852","   10,476","   8,498","   6,306","   5,089","   3,239","   1,861",   983,   358,   103,—,—
, 計 ,"   2,220,427","   38,791","   177,141","   43,523","   43,059","   42,071","   48,488","   215,942","   226,599","   222,948","   226,263","   242,109","   180,283","   128,879","   114,657","   99,848","   104,731","   90,010","   61,744","   44,080","   24,526","   13,202","   5,840","   2,125",   709,—,—
 臺 北 市 , 男 ,"   1,149,660","   20,322","   92,658","   22,691","   22,687","   21,891","   25,389","   112,054","   117,489","   113,624","   110,908","   115,761","   87,166","   62,856","   56,030","   53,488","   64,338","   56,555","   38,076","   25,755","   13,032","   6,297","   2,336",   748,   167,—,—
, 女 ,"   1,070,767","   18,469","   84,483","   20,832","   20,372","   20,180","   23,099","   103,888","   109,110","   109,324","   115,355","   126,348","   93,117","   66,023","   58,627","   46,360","   40,393","   33,455","   23,668","   18,325","   11,494","   6,905","   3,504","   1,377",   542,—,—
, 計 ,"   1,202,123","   25,102","   113,735","   27,563","   28,006","   27,146","   31,020","   134,066","   132,128","   124,026","   120,268","   127,617","   94,265","   69,661","   61,028","   51,896","   49,819","   38,924","   24,769","   17,318","   9,850","   4,879","   1,979",   637,   156,—,—
 高 雄 市 , 男 ,"   622,745","   13,115","   58,670","   14,252","   14,332","   13,991","   16,095","   69,046","   68,203","   63,969","   59,376","   61,911","   47,295","   36,086","   30,776","   27,941","   30,933","   23,796","   14,468","   9,382","   4,671","   2,109",   778,   184,   36,—,—
, 女 ,"   579,378","   11,987","   55,065","   13,311","   13,674","   13,155","   14,925","   65,020","   63,925","   60,057","   60,892","   65,706","   46,970","   33,575","   30,252","   23,955","   18,886","   15,128","   10,301","   7,936","   5,179","   2,770","   1,201",   453,   120,—,—
, 計 ,"   60,941","   1,268","   5,831","   1,454","   1,426","   1,446","   1,505","   8,234","   9,619","   6,182","   4,448","   4,197","   2,871","   2,610","   2,893","   3,005","   2,375","   2,035","   1,476","   1,404",   998,   722,   406,   233,   134,—,—
 福 建 省 , 男 ,"   31,906",   661,"   3,007",   723,   746,   712,   826,"   4,247","   4,934","   3,674","   2,645","   2,059","   1,359","   1,380","   1,691","   1,706","   1,165","   1,067",   786,   616,   399,   282,   133,   61,   34,—,—
, 女 ,"   29,035",   607,"   2,824",   731,   680,   734,   679,"   3,987","   4,685","   2,508","   1,803","   2,138","   1,512","   1,230","   1,202","   1,299","   1,210",   968,   690,   788,   599,   440,   273,   172,   100,—,—
, 計 ,"   51,883","   1,087","   4,953","   1,229","   1,225","   1,231","   1,268","   6,967","   8,345","   5,202","   3,561","   3,419","   2,342","   2,291","   2,597","   2,715","   2,054","   1,720","   1,223","   1,166",   892,   639,   361,   220,   129,—,—
 金 門 縣 , 男 ,"   26,662",   568,"   2,570",   617,   641,   620,   692,"   3,595","   4,247","   3,000","   2,030","   1,550","   1,063","   1,186","   1,523","   1,562",   979,   879,   647,   478,   343,   233,   116,   59,   34,—,—
, 女 ,"   25,221",   519,"   2,383",   612,   584,   611,   576,"   3,372","   4,098","   2,202","   1,531","   1,869","   1,279","   1,105","   1,074","   1,153","   1,075",   841,   576,   688,   549,   406,   245,   161,   95,—,—
, 計 ,"   9,058",   181,   878,   225,   201,   215,   237,"   1,267","   1,274",   980,   887,   778,   529,   319,   296,   290,   321,   315,   253,   238,   106,   83,   45,   13,   5,—,—
 連 江 縣 , 男 ,"   5,244",   93,   437,   106,   105,   92,   134,   652,   687,   674,   615,   509,   296,   194,   168,   144,   186,   188,   139,   138,   56,   49,   17,   2,—,—,—
, 女 ,"   3,814",   88,   441,   119,   96,   123,   103,   615,   587,   306,   272,   269,   233,   125,   128,   146,   135,   127,   114,   100,   50,   34,   28,   11,   5,—,—
