 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
             中 華 民 國  91 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 計 ,"   1,792,603","   21,542","   101,704","   23,348","   27,958","   25,682","   24,716","   151,342","   145,219","   138,766","   157,546","   146,824","   157,665","   162,217","   150,814","   127,571","   93,758","   54,170","   48,804","   38,186","   42,654","   30,910","   14,519","   6,085","   1,855",   369,   83
 桃 園 縣 , 男 ,"   918,152","   11,279","   53,134","   12,205","   14,683","   13,361","   12,885","   79,019","   76,011","   71,809","   80,285","   73,774","   78,423","   80,942","   75,673","   63,450","   45,678","   25,880","   22,752","   18,762","   27,856","   20,505","   8,611","   3,257",   885,   141,   26
, 女 ,"   874,451","   10,263","   48,570","   11,143","   13,275","   12,321","   11,831","   72,323","   69,208","   66,957","   77,261","   73,050","   79,242","   81,275","   75,141","   64,121","   48,080","   28,290","   26,052","   19,424","   14,798","   10,405","   5,908","   2,828",   970,   228,   57
, 計 ,"   452,679","   6,353","   27,503","   6,682","   7,546","   6,902","   6,373","   37,341","   34,576","   32,164","   37,381","   36,039","   38,832","   38,881","   35,388","   28,671","   21,757","   14,889","   16,866","   15,293","   13,310","   9,288","   4,881","   2,338",   741,   165,   22
 新 竹 縣 , 男 ,"   236,323","   3,367","   14,458","   3,575","   3,923","   3,606","   3,354","   19,459","   18,103","   16,550","   19,103","   18,187","   20,248","   20,907","   19,381","   15,287","   11,331","   7,596","   8,580","   7,801","   7,203","   4,919","   2,365","   1,099",   312,   58,   9
, 女 ,"   216,356","   2,986","   13,045","   3,107","   3,623","   3,296","   3,019","   17,882","   16,473","   15,614","   18,278","   17,852","   18,584","   17,974","   16,007","   13,384","   10,426","   7,293","   8,286","   7,492","   6,107","   4,369","   2,516","   1,239",   429,   107,   13
, 計 ,"   560,766","   6,669","   28,195","   6,892","   7,755","   7,187","   6,361","   39,824","   40,689","   42,642","   50,189","   44,014","   42,996","   43,473","   43,593","   37,782","   30,496","   21,209","   24,096","   21,484","   18,930","   12,760","   7,179","   3,269","   1,034",   206,   37
 苗 栗 縣 , 男 ,"   294,175","   3,576","   14,769","   3,611","   4,026","   3,770","   3,362","   20,790","   21,123","   21,916","   25,819","   23,353","   23,571","   23,877","   23,752","   20,219","   15,852","   10,866","   12,422","   10,917","   9,651","   6,397","   3,362","   1,466",   397,   69,   11
, 女 ,"   266,591","   3,093","   13,426","   3,281","   3,729","   3,417","   2,999","   19,034","   19,566","   20,726","   24,370","   20,661","   19,425","   19,596","   19,841","   17,563","   14,644","   10,343","   11,674","   10,567","   9,279","   6,363","   3,817","   1,803",   637,   137,   26
, 計 ,"   1,511,789","   17,058","   80,800","   18,834","   21,852","   20,767","   19,347","   119,810","   119,504","   126,057","   147,539","   128,349","   120,410","   125,390","   122,856","   108,989","   83,667","   50,443","   47,487","   38,481","   34,232","   22,997","   11,543","   4,637","   1,281",   234,   25
 臺 中 縣 , 男 ,"   774,564","   8,942","   41,943","   9,726","   11,370","   10,879","   9,968","   62,219","   62,291","   65,068","   75,988","   65,837","   61,484","   63,344","   62,177","   55,028","   42,476","   25,312","   23,433","   18,959","   18,943","   12,981","   5,702","   1,889",   465,   72,   11
, 女 ,"   737,225","   8,116","   38,857","   9,108","   10,482","   9,888","   9,379","   57,591","   57,213","   60,989","   71,551","   62,512","   58,926","   62,046","   60,679","   53,961","   41,191","   25,131","   24,054","   19,522","   15,289","   10,016","   5,841","   2,748",   816,   162,   14
, 計 ,"   1,316,179","   15,400","   68,870","   16,293","   18,759","   17,450","   16,368","   93,780","   96,411","   107,275","   128,030","   112,650","   98,621","   100,653","   101,149","   89,309","   73,056","   47,467","   51,444","   46,581","   38,203","   25,375","   13,917","   5,725","   1,923",   312,   28
 彰 化 縣 , 男 ,"   681,436","   8,116","   36,020","   8,425","   9,942","   9,165","   8,488","   48,950","   50,898","   55,441","   65,889","   58,641","   52,382","   53,590","   53,772","   47,016","   37,982","   24,569","   26,177","   22,792","   18,616","   11,870","   5,803","   2,159",   631,   111,   11
, 女 ,"   634,743","   7,284","   32,850","   7,868","   8,817","   8,285","   7,880","   44,830","   45,513","   51,834","   62,141","   54,009","   46,239","   47,063","   47,377","   42,293","   35,074","   22,898","   25,267","   23,789","   19,587","   13,505","   8,114","   3,566","   1,292",   201,   17
, 計 ,"   541,292","   6,010","   26,702","   6,472","   7,159","   6,663","   6,408","   37,241","   37,818","   40,656","   47,948","   42,109","   41,177","   43,094","   43,502","   38,181","   31,699","   20,774","   23,597","   20,875","   17,929","   11,975","   6,376","   2,649",   836,   127,   17
 南 投 縣 , 男 ,"   282,173","   3,105","   13,873","   3,347","   3,670","   3,508","   3,348","   19,157","   19,791","   20,957","   24,706","   22,024","   22,159","   23,526","   23,434","   20,398","   16,722","   10,578","   11,933","   10,378","   9,051","   6,013","   2,871","   1,108",   329,   53,   7
, 女 ,"   259,119","   2,905","   12,829","   3,125","   3,489","   3,155","   3,060","   18,084","   18,027","   19,699","   23,242","   20,085","   19,018","   19,568","   20,068","   17,783","   14,977","   10,196","   11,664","   10,497","   8,878","   5,962","   3,505","   1,541",   507,   74,   10
, 計 ,"   742,797","   8,882","   38,600","   9,413","   10,755","   9,629","   8,803","   46,791","   45,572","   52,582","   67,186","   62,895","   56,236","   56,852","   54,593","   48,679","   43,251","   32,225","   36,308","   32,944","   27,040","   17,175","   9,480","   4,025","   1,273",   197,   11
 雲 林 縣 , 男 ,"   391,492","   4,605","   20,375","   4,967","   5,666","   5,137","   4,605","   24,494","   23,764","   27,243","   34,198","   33,039","   31,843","   33,400","   31,426","   26,837","   23,592","   16,602","   18,287","   15,901","   12,626","   7,669","   3,715","   1,425",   397,   49,   5
, 女 ,"   351,305","   4,277","   18,225","   4,446","   5,089","   4,492","   4,198","   22,297","   21,808","   25,339","   32,988","   29,856","   24,393","   23,452","   23,167","   21,842","   19,659","   15,623","   18,021","   17,043","   14,414","   9,506","   5,765","   2,600",   876,   148,   6
, 計 ,"   562,394","   6,892","   29,269","   7,179","   8,348","   7,049","   6,693","   34,659","   33,340","   38,449","   48,185","   45,480","   43,295","   44,922","   44,105","   37,914","   32,631","   22,296","   27,080","   25,921","   21,928","   13,834","   7,704","   3,272","   1,051",   153,   14
 嘉 義 縣 , 男 ,"   296,380","   3,616","   15,370","   3,759","   4,466","   3,628","   3,517","   17,989","   17,298","   19,902","   24,492","   23,699","   24,193","   26,251","   25,348","   21,231","   17,583","   11,289","   13,391","   12,518","   10,580","   6,539","   3,354","   1,286",   400,   48,   3
, 女 ,"   266,014","   3,276","   13,899","   3,420","   3,882","   3,421","   3,176","   16,670","   16,042","   18,547","   23,693","   21,781","   19,102","   18,671","   18,757","   16,683","   15,048","   11,007","   13,689","   13,403","   11,348","   7,295","   4,350","   1,986",   651,   105,   11
, 計 ,"   1,107,583","   11,038","   51,244","   11,889","   14,367","   12,912","   12,076","   72,713","   73,944","   81,224","   98,692","   88,615","   85,121","   92,372","   94,671","   82,000","   66,022","   40,725","   43,927","   42,875","   37,568","   24,083","   13,054","   5,518","   1,883",   255,   39
 臺 南 縣 , 男 ,"   571,470","   5,737","   26,693","   6,134","   7,468","   6,770","   6,321","   37,735","   38,322","   42,018","   50,811","   45,453","   44,290","   48,948","   50,607","   43,473","   34,447","   20,597","   21,516","   20,681","   19,145","   12,082","   5,878","   2,254",   667,   103,   13
, 女 ,"   536,113","   5,301","   24,551","   5,755","   6,899","   6,142","   5,755","   34,978","   35,622","   39,206","   47,881","   43,162","   40,831","   43,424","   44,064","   38,527","   31,575","   20,128","   22,411","   22,194","   18,423","   12,001","   7,176","   3,264","   1,216",   152,   26
, 計 ,"   1,233,395","   12,995","   59,395","   13,684","   16,738","   14,963","   14,010","   82,955","   82,911","   88,181","   114,258","   110,870","   103,337","   103,072","   102,295","   94,541","   78,263","   47,071","   45,347","   36,231","   32,514","   22,166","   11,407","   4,167","   1,203",   185,   31
 高 雄 縣 , 男 ,"   639,834","   6,776","   30,837","   7,133","   8,751","   7,745","   7,208","   43,333","   43,114","   45,514","   58,820","   57,916","   54,828","   55,257","   53,237","   47,756","   39,059","   23,542","   22,364","   17,913","   18,487","   12,664","   5,887","   1,906",   526,   82,   16
, 女 ,"   593,561","   6,219","   28,558","   6,551","   7,987","   7,218","   6,802","   39,622","   39,797","   42,667","   55,438","   52,954","   48,509","   47,815","   49,058","   46,785","   39,204","   23,529","   22,983","   18,318","   14,027","   9,502","   5,520","   2,261",   677,   103,   15
, 計 ,"   906,178","   9,565","   43,448","   10,196","   11,987","   10,813","   10,452","   62,198","   60,964","   64,873","   81,571","   74,969","   71,205","   73,259","   72,830","   66,297","   55,567","   35,831","   38,077","   33,292","   28,400","   18,556","   10,135","   3,878","   1,092",   154,   17
 屏 東 縣 , 男 ,"   471,880","   4,948","   22,612","   5,265","   6,294","   5,645","   5,408","   32,385","   31,446","   33,499","   41,773","   39,140","   38,360","   39,876","   38,829","   34,314","   28,934","   18,149","   19,396","   16,554","   14,716","   9,683","   4,854","   1,833",   492,   78,   9
, 女 ,"   434,298","   4,617","   20,836","   4,931","   5,693","   5,168","   5,044","   29,813","   29,518","   31,374","   39,798","   35,829","   32,845","   33,383","   34,001","   31,983","   26,633","   17,682","   18,681","   16,738","   13,684","   8,873","   5,281","   2,045",   600,   76,   8
, 計 ,"   243,965","   2,771","   12,408","   2,948","   3,311","   3,141","   3,008","   16,209","   15,762","   17,199","   21,571","   20,306","   19,905","   20,115","   18,866","   16,943","   14,003","   9,796","   9,931","   8,780","   8,075","   6,247","   3,257","   1,345",   398,   65,   13
 臺 東 縣 , 男 ,"   130,337","   1,436","   6,467","   1,547","   1,716","   1,656","   1,548","   8,409","   8,270","   8,944","   11,191","   11,005","   11,328","   11,678","   10,479","   9,044","   7,041","   4,833","   4,829","   4,248","   4,441","   3,772","   1,871",   800,   203,   40,   8
, 女 ,"   113,628","   1,335","   5,941","   1,401","   1,595","   1,485","   1,460","   7,800","   7,492","   8,255","   10,380","   9,301","   8,577","   8,437","   8,387","   7,899","   6,962","   4,963","   5,102","   4,532","   3,634","   2,475","   1,386",   545,   195,   25,   5
, 計 ,"   352,154","   3,635","   16,879","   3,952","   4,514","   4,315","   4,098","   24,815","   23,904","   25,287","   31,313","   29,257","   27,569","   27,753","   28,011","   26,076","   21,078","   14,003","   13,825","   11,795","   11,080","   8,642","   4,566","   1,887",   600,   138,   41
 花 蓮 縣 , 男 ,"   185,554","   1,885","   8,775","   2,042","   2,325","   2,223","   2,185","   12,766","   12,315","   13,045","   16,347","   15,467","   14,978","   15,296","   14,730","   13,743","   10,655","   6,970","   6,697","   5,744","   6,384","   5,456","   2,774","   1,106",   320,   73,   28
, 女 ,"   166,600","   1,750","   8,104","   1,910","   2,189","   2,092","   1,913","   12,049","   11,589","   12,242","   14,966","   13,790","   12,591","   12,457","   13,281","   12,333","   10,423","   7,033","   7,128","   6,051","   4,696","   3,186","   1,792",   781,   280,   65,   13
, 計 ,"   92,446","   1,036","   4,458","   1,101","   1,260","   1,078","   1,019","   5,595","   5,639","   6,380","   8,009","   7,950","   7,257","   7,053","   6,966","   6,112","   5,232","   3,650","   3,780","   4,165","   3,976","   2,764","   1,544",   611,   233,   34,   2
 澎 湖 縣 , 男 ,"   48,132",   532,"   2,342",   578,   668,   569,   527,"   2,921","   2,872","   3,336","   4,100","   4,175","   3,964","   3,970","   3,778","   3,258","   2,662","   1,793","   1,887","   2,080","   2,077","   1,386",   672,   234,   80,   13,—
, 女 ,"   44,314",   504,"   2,116",   523,   592,   509,   492,"   2,674","   2,767","   3,044","   3,909","   3,775","   3,293","   3,083","   3,188","   2,854","   2,570","   1,857","   1,893","   2,085","   1,899","   1,378",   872,   377,   153,   21,   2
, 計 ,"   391,450","   3,605","   17,748","   3,880","   4,949","   4,538","   4,381","   27,512","   28,683","   27,118","   32,920","   32,153","   33,287","   34,621","   34,668","   30,948","   24,212","   13,308","   14,325","   11,763","   10,311","   7,790","   4,158","   1,636",   546,   117,   21
 基 隆 市 , 男 ,"   200,060","   1,858","   9,248","   2,058","   2,568","   2,363","   2,259","   14,232","   15,022","   14,060","   16,904","   16,466","   17,136","   17,808","   17,770","   15,641","   11,980","   6,463","   6,710","   5,543","   5,526","   4,329","   2,255",   815,   243,   42,   9
, 女 ,"   191,390","   1,747","   8,500","   1,822","   2,381","   2,175","   2,122","   13,280","   13,661","   13,058","   16,016","   15,687","   16,151","   16,813","   16,898","   15,307","   12,232","   6,845","   7,615","   6,220","   4,785","   3,461","   1,903",   821,   303,   75,   12
, 計 ,"   378,797","   4,784","   21,199","   5,058","   5,784","   5,374","   4,983","   30,450","   29,063","   27,221","   31,293","   29,998","   34,095","   33,771","   31,747","   27,110","   20,888","   12,734","   11,915","   9,523","   9,245","   7,476","   4,045","   1,595",   478,   121,   46
 新 竹 市 , 男 ,"   192,464","   2,542","   11,160","   2,680","   3,013","   2,826","   2,641","   15,656","   15,263","   14,085","   16,136","   14,842","   16,864","   17,142","   16,026","   13,525","   10,326","   6,158","   5,423","   4,405","   5,015","   4,401","   2,346",   831,   237,   56,   25
, 女 ,"   186,333","   2,242","   10,039","   2,378","   2,771","   2,548","   2,342","   14,794","   13,800","   13,136","   15,157","   15,156","   17,231","   16,629","   15,721","   13,585","   10,562","   6,576","   6,492","   5,118","   4,230","   3,075","   1,699",   764,   241,   65,   21
, 計 ,"   996,706","   10,358","   54,016","   11,905","   14,742","   14,222","   13,147","   84,420","   81,369","   74,243","   81,385","   77,000","   90,754","   95,897","   89,011","   74,665","   56,627","   31,222","   28,109","   21,633","   19,619","   14,614","   7,532","   3,019",   990,   179,   44
 臺 中 市 , 男 ,"   491,069","   5,324","   28,188","   6,198","   7,623","   7,406","   6,961","   43,998","   42,402","   38,193","   41,092","   36,759","   41,335","   44,375","   42,472","   36,341","   27,596","   14,859","   12,893","   10,091","   10,738","   8,484","   4,011","   1,400",   425,   73,   20
, 女 ,"   505,637","   5,034","   25,828","   5,707","   7,119","   6,816","   6,186","   40,422","   38,967","   36,050","   40,293","   40,241","   49,419","   51,522","   46,539","   38,324","   29,031","   16,363","   15,216","   11,542","   8,881","   6,130","   3,521","   1,619",   565,   106,   24
, 計 ,"   267,907","   2,435","   12,857","   2,743","   3,439","   3,363","   3,312","   21,356","   21,020","   19,959","   23,360","   21,326","   21,269","   22,484","   21,720","   19,358","   16,112","   10,057","   10,090","   8,624","   7,065","   4,899","   2,541","   1,002",   313,   51,   9
 嘉 義 市 , 男 ,"   134,289","   1,295","   6,816","   1,435","   1,827","   1,814","   1,740","   11,058","   10,942","   10,169","   12,032","   10,730","   10,362","   11,021","   10,811","   9,669","   7,859","   4,841","   4,763","   3,985","   3,521","   2,581","   1,275",   423,   113,   18,   5
, 女 ,"   133,618","   1,140","   6,041","   1,308","   1,612","   1,549","   1,572","   10,298","   10,078","   9,790","   11,328","   10,596","   10,907","   11,463","   10,909","   9,689","   8,253","   5,216","   5,327","   4,639","   3,544","   2,318","   1,266",   579,   200,   33,   4
, 計 ,"   745,081","   6,526","   32,761","   7,385","   8,904","   8,445","   8,027","   53,280","   57,589","   57,700","   67,070","   61,503","   60,810","   64,347","   65,801","   58,699","   46,634","   27,187","   25,151","   20,390","   17,340","   12,204","   6,519","   2,660",   759,   136,   15
 臺 南 市 , 男 ,"   373,976","   3,480","   17,066","   3,829","   4,599","   4,395","   4,243","   27,589","   29,974","   29,607","   34,390","   30,942","   29,649","   31,021","   32,035","   29,426","   23,519","   13,351","   11,971","   9,448","   9,076","   6,581","   3,283","   1,212",   288,   61,   7
, 女 ,"   371,105","   3,046","   15,695","   3,556","   4,305","   4,050","   3,784","   25,691","   27,615","   28,093","   32,680","   30,561","   31,161","   33,326","   33,766","   29,273","   23,115","   13,836","   13,180","   10,942","   8,264","   5,623","   3,236","   1,448",   471,   75,   8
, 計 ,"   2,641,856","   25,000","   125,084","   27,633","   34,663","   32,398","   30,390","   171,376","   174,504","   178,069","   203,881","   195,124","   211,951","   225,929","   234,983","   228,405","   190,162","   109,508","   97,032","   78,628","   75,333","   60,120","   34,982","   15,071","   5,105","   1,155",   454
 臺 北 市 , 男 ,"   1,301,458","   13,073","   65,133","   14,227","   18,072","   16,955","   15,879","   89,491","   91,834","   91,249","   102,717","   94,297","   97,717","   104,891","   110,783","   109,477","   91,769","   52,602","   44,606","   36,398","   40,823","   34,084","   19,495","   7,792","   2,503",   508,   216
, 女 ,"   1,340,398","   11,927","   59,951","   13,406","   16,591","   15,443","   14,511","   81,885","   82,670","   86,820","   101,164","   100,827","   114,234","   121,038","   124,200","   118,928","   98,393","   56,906","   52,426","   42,230","   34,510","   26,036","   15,487","   7,279","   2,602",   647,   238
, 計 ,"   1,509,510","   13,420","   67,579","   14,984","   18,851","   17,264","   16,480","   104,596","   107,440","   111,554","   135,535","   131,418","   128,823","   128,788","   129,092","   123,877","   102,301","   58,188","   51,653","   39,370","   33,977","   24,354","   11,850","   4,247","   1,207",   193,   48
 高 雄 市 , 男 ,"   760,228","   7,005","   35,168","   7,795","   9,868","   8,950","   8,555","   54,229","   56,039","   57,581","   69,025","   66,124","   63,910","   63,230","   62,752","   60,422","   50,188","   28,829","   24,751","   18,891","   19,013","   14,137","   6,317","   2,010",   509,   77,   21
, 女 ,"   749,282","   6,415","   32,411","   7,189","   8,983","   8,314","   7,925","   50,367","   51,401","   53,973","   66,510","   65,294","   64,913","   65,558","   66,340","   63,455","   52,113","   29,359","   26,902","   20,479","   14,964","   10,217","   5,533","   2,237",   698,   116,   27
, 計 ,"   67,696",   808,"   3,342",   846,   959,   812,   725,"   4,052","   4,370","   5,566","   6,121","   5,910","   5,024","   4,854","   4,611","   5,021","   3,659","   2,655","   2,961","   3,093","   2,269","   1,522",   985,   508,   278,   72,   15
 福 建 省 , 男 ,"   35,747",   440,"   1,739",   438,   505,   426,   370,"   2,076","   2,276","   2,869","   3,193","   3,127","   2,896","   2,805","   2,596","   2,624","   1,813","   1,412","   1,671","   1,781","   1,109",   613,   432,   170,   79,   19,   7
, 女 ,"   31,949",   368,"   1,603",   408,   454,   386,   355,"   1,976","   2,094","   2,697","   2,928","   2,783","   2,128","   2,049","   2,015","   2,397","   1,846","   1,243","   1,290","   1,312","   1,160",   909,   553,   338,   199,   53,   8
, 計 ,"   58,933",   710,"   2,957",   751,   856,   705,   645,"   3,591","   3,844","   4,992","   5,346","   5,094","   4,279","   4,097","   3,810","   4,249","   3,110","   2,288","   2,674","   2,824","   2,044","   1,361",   877,   446,   258,   67,   15
 金 門 縣 , 男 ,"   30,779",   387,"   1,537",   390,   443,   374,   330,"   1,856","   1,986","   2,562","   2,755","   2,670","   2,434","   2,343","   2,101","   2,174","   1,489","   1,184","   1,491","   1,653",   998,   533,   379,   152,   71,   17,   7
, 女 ,"   28,154",   323,"   1,420",   361,   413,   331,   315,"   1,735","   1,858","   2,430","   2,591","   2,424","   1,845","   1,754","   1,709","   2,075","   1,621","   1,104","   1,183","   1,171","   1,046",   828,   498,   294,   187,   50,   8
, 計 ,"   8,763",   98,   385,   95,   103,   107,   80,   461,   526,   574,   775,   816,   745,   757,   801,   772,   549,   367,   287,   269,   225,   161,   108,   62,   20,   5,—
 連 江 縣 , 男 ,"   4,968",   53,   202,   48,   62,   52,   40,   220,   290,   307,   438,   457,   462,   462,   495,   450,   324,   228,   180,   128,   111,   80,   53,   18,   8,   2,—
, 女 ,"   3,795",   45,   183,   47,   41,   55,   40,   241,   236,   267,   337,   359,   283,   295,   306,   322,   225,   139,   107,   141,   114,   81,   55,   44,   12,   3,—
