區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 女 ,"   257,456","   5,439","   22,035","   5,579","   5,383","   5,446","   5,627","   30,328","   34,361","   34,216","   28,660","   15,907","   12,492","   13,203","   12,774","   11,768","   9,737","   7,481","   6,247","   5,204","   3,599","   2,290","   1,121",   440,   154,—,—
, 計 ,"   861,606","   20,548","   82,834","   20,820","   20,924","   20,576","   20,514","   103,906","   104,405","   100,686","   95,727","   62,577","   47,678","   46,498","   43,610","   43,725","   34,526","   24,529","   19,786","   14,024","   8,872","   4,947","   1,898",   629,   201,—,—
 臺 中 縣 , 男 ,"   449,662","   10,565","   42,560","   10,748","   10,792","   10,561","   10,459","   53,296","   53,312","   51,095","   48,212","   32,490","   24,993","   24,323","   23,897","   26,405","   20,829","   13,588","   10,409","   6,799","   3,921","   1,997",   716,   206,   49,—,—
, 女 ,"   411,944","   9,983","   40,274","   10,072","   10,132","   10,015","   10,055","   50,610","   51,093","   49,591","   47,515","   30,087","   22,685","   22,175","   19,713","   17,320","   13,697","   10,941","   9,377","   7,225","   4,951","   2,950","   1,182",   423,   152,—,—
, 計 ,"   1,102,835","   25,462","   99,990","   25,461","   25,060","   24,567","   24,902","   126,919","   137,967","   137,757","   125,113","   77,266","   58,284","   61,465","   58,212","   51,072","   40,248","   31,367","   27,694","   20,719","   12,662","   6,762","   2,693",   901,   282,—,—
 彰 化 縣 , 男 ,"   568,229","   13,341","   51,390","   13,104","   12,851","   12,606","   12,829","   65,287","   70,740","   70,139","   65,074","   41,592","   31,183","   32,357","   30,344","   27,061","   20,727","   15,749","   14,105","   9,663","   5,479","   2,690",   957,   273,   78,—,—
, 女 ,"   534,606","   12,121","   48,600","   12,357","   12,209","   11,961","   12,073","   61,632","   67,227","   67,618","   60,039","   35,674","   27,101","   29,108","   27,868","   24,011","   19,521","   15,618","   13,589","   11,056","   7,183","   4,072","   1,736",   628,   204,—,—
, 計 ,"   517,927","   10,317","   42,895","   10,243","   10,627","   10,789","   11,236","   60,604","   67,548","   67,041","   58,052","   34,792","   26,712","   28,815","   27,562","   25,493","   20,174","   15,333","   13,138","   9,735","   5,525","   2,723",   994,   355,   119,—,—
 南 投 縣 , 男 ,"   271,031","   5,345","   21,818","   5,193","   5,341","   5,521","   5,763","   30,988","   34,583","   34,305","   31,171","   19,312","   14,306","   15,181","   14,742","   14,028","   11,006","   8,227","   7,002","   4,817","   2,507","   1,176",   360,   123,   34,—,—
, 女 ,"   246,896","   4,972","   21,077","   5,050","   5,286","   5,268","   5,473","   29,616","   32,965","   32,736","   26,881","   15,480","   12,406","   13,634","   12,820","   11,465","   9,168","   7,106","   6,136","   4,918","   3,018","   1,547",   634,   232,   85,—,—
, 計 ,"   801,422","   17,590","   67,363","   17,086","   16,810","   16,572","   16,895","   93,714","   105,054","   103,409","   90,634","   52,890","   40,763","   44,477","   42,192","   37,911","   28,725","   23,487","   20,902","   15,071","   9,219","   4,848","   2,151",   782,   240,—,—
 雲 林 縣 , 男 ,"   415,822","   9,218","   34,765","   8,848","   8,677","   8,548","   8,692","   48,105","   53,611","   53,017","   49,797","   30,157","   21,953","   23,379","   21,679","   19,699","   14,508","   11,451","   10,166","   7,042","   4,210","   1,991",   793,   222,   59,—,—
, 女 ,"   385,600","   8,372","   32,598","   8,238","   8,133","   8,024","   8,203","   45,609","   51,443","   50,392","   40,837","   22,733","   18,810","   21,098","   20,513","   18,212","   14,217","   12,036","   10,736","   8,029","   5,009","   2,857","   1,358",   560,   181,—,—
, 計 ,"   840,664","   16,293","   66,394","   16,557","   16,455","   16,372","   17,010","   94,373","   110,464","   112,261","   96,811","   54,841","   41,292","   45,894","   45,904","   42,812","   33,099","   25,020","   21,882","   15,627","   9,296","   5,324","   2,127",   749,   201,—,—
 嘉 義 縣 , 男 ,"   436,853","   8,432","   34,026","   8,490","   8,448","   8,442","   8,646","   48,370","   56,503","   57,637","   52,660","   30,271","   21,290","   23,235","   23,578","   23,327","   18,003","   13,373","   11,187","   7,484","   4,246","   2,217",   765,   207,   42,—,—
, 女 ,"   403,811","   7,861","   32,368","   8,067","   8,007","   7,930","   8,364","   46,003","   53,961","   54,624","   44,151","   24,570","   20,002","   22,659","   22,326","   19,485","   15,096","   11,647","   10,695","   8,143","   5,050","   3,107","   1,362",   542,   159,—,—
, 計 ,"   943,075","   18,736","   72,743","   18,555","   18,282","   17,585","   18,321","   100,291","   120,837","   126,766","   109,500","   62,374","   45,321","   49,892","   52,342","   49,539","   37,967","   27,885","   26,609","   19,060","   11,741","   7,176","   2,917","   1,081",   298,—,—
 臺 南 縣 , 男 ,"   492,418","   9,583","   37,569","   9,613","   9,430","   8,981","   9,545","   51,553","   62,047","   65,342","   59,412","   34,348","   23,722","   25,519","   27,385","   27,551","   20,616","   14,526","   13,610","   9,236","   5,705","   3,118","   1,133",   365,   78,—,—
, 女 ,"   450,657","   9,153","   35,174","   8,942","   8,852","   8,604","   8,776","   48,738","   58,790","   61,424","   50,088","   28,026","   21,599","   24,373","   24,957","   21,988","   17,351","   13,359","   12,999","   9,824","   6,036","   4,058","   1,784",   716,   220,—,—
, 計 ,"   943,650","   21,503","   90,399","   22,176","   22,419","   22,525","   23,279","   117,014","   118,468","   112,216","   100,470","   67,251","   52,263","   49,721","   46,925","   48,325","   38,747","   27,030","   22,413","   14,641","   8,591","   4,747","   2,070",   686,   170,—,—
 高 雄 縣 , 男 ,"   495,513","   11,056","   46,422","   11,483","   11,509","   11,572","   11,858","   60,001","   60,337","   57,045","   51,454","   34,520","   27,094","   25,742","   26,122","   30,111","   23,287","   15,542","   12,113","   7,498","   4,131","   1,994",   779,   229,   36,—,—
, 女 ,"   448,137","   10,447","   43,977","   10,693","   10,910","   10,953","   11,421","   57,013","   58,131","   55,171","   49,016","   32,731","   25,169","   23,979","   20,803","   18,214","   15,460","   11,488","   10,300","   7,143","   4,460","   2,753","   1,291",   457,   134,—,—
, 計 ,"   857,089","   17,232","   71,744","   17,498","   17,727","   17,771","   18,748","   101,668","   111,945","   108,357","   94,967","   59,144","   44,944","   46,116","   43,966","   42,044","   34,987","   27,103","   22,691","   14,568","   8,571","   4,345","   1,882",   665,   150,—,—
 屏 東 縣 , 男 ,"   451,884","   8,983","   36,986","   8,983","   9,147","   9,209","   9,647","   52,258","   57,384","   55,741","   51,487","   32,528","   24,151","   24,486","   23,464","   23,726","   19,608","   14,860","   12,208","   7,259","   4,046","   1,827",   659,   189,   34,—,—
, 女 ,"   405,205","   8,249","   34,758","   8,515","   8,580","   8,562","   9,101","   49,410","   54,561","   52,616","   43,480","   26,616","   20,793","   21,630","   20,502","   18,318","   15,379","   12,243","   10,483","   7,309","   4,525","   2,518","   1,223",   476,   116,—,—
, 計 ,"   291,111","   5,873","   26,257","   6,082","   6,526","   6,686","   6,963","   36,815","   39,638","   36,286","   28,714","   17,340","   13,485","   13,944","   14,036","   16,074","   14,300","   10,267","   8,027","   5,016","   2,965","   1,305",   560,   151,   58,—,—
 臺 東 縣 , 男 ,"   158,905","   3,074","   13,476","   3,161","   3,359","   3,497","   3,459","   18,911","   20,324","   18,685","   15,690","   9,343","   7,101","   7,207","   7,669","   10,369","   9,557","   6,728","   5,176","   2,965","   1,625",   670,   263,   57,   15,—,—
, 女 ,"   132,206","   2,799","   12,781","   2,921","   3,167","   3,189","   3,504","   17,904","   19,314","   17,601","   13,024","   7,997","   6,384","   6,737","   6,367","   5,705","   4,743","   3,539","   2,851","   2,051","   1,340",   635,   297,   94,   43,—,—
, 計 ,"   346,914","   6,570","   29,079","   7,048","   7,092","   7,287","   7,652","   40,641","   44,229","   42,587","   34,615","   21,909","   17,291","   17,273","   17,181","   20,173","   17,843","   13,184","   10,514","   6,447","   3,984","   2,094",   845,   330,   125,—,—
 花 蓮 縣 , 男 ,"   191,322","   3,372","   14,892","   3,665","   3,643","   3,657","   3,927","   20,922","   22,433","   21,987","   18,652","   11,620","   8,965","   8,823","   9,615","   13,599","   12,427","   9,227","   7,066","   3,864","   2,254","   1,102",   356,   117,   29,—,—
, 女 ,"   155,592","   3,198","   14,187","   3,383","   3,449","   3,630","   3,725","   19,719","   21,796","   20,600","   15,963","   10,289","   8,326","   8,450","   7,566","   6,574","   5,416","   3,957","   3,448","   2,583","   1,730",   992,   489,   213,   96,—,—
, 計 ,"   114,700","   2,341","   10,049","   2,474","   2,471","   2,455","   2,649","   14,598","   15,790","   15,031","   11,308","   6,416","   4,567","   5,056","   5,876","   6,493","   5,127","   3,448","   2,770","   2,125","   1,642","   1,067",   599,   299,   98,—,—
 澎 湖 縣 , 男 ,"   60,010","   1,202","   5,203","   1,293","   1,292","   1,284","   1,334","   7,510","   7,999","   7,787","   6,052","   3,305","   2,287","   2,625","   3,233","   4,201","   3,051","   1,857","   1,401",   937,   669,   396,   188,   89,   18,—,—
, 女 ,"   54,690","   1,139","   4,846","   1,181","   1,179","   1,171","   1,315","   7,088","   7,791","   7,244","   5,256","   3,111","   2,280","   2,431","   2,643","   2,292","   2,076","   1,591","   1,369","   1,188",   973,   671,   411,   210,   80,—,—
, 計 ,"   341,383","   6,390","   29,802","   6,999","   7,288","   7,463","   8,052","   41,042","   42,791","   41,752","   36,541","   23,892","   18,205","   18,963","   16,929","   18,019","   15,892","   11,295","   8,800","   5,233","   3,294","   1,587",   681,   195,   80,—,—
 基 隆 市 , 男 ,"   180,612","   3,292","   15,388","   3,630","   3,691","   3,855","   4,212","   21,124","   22,389","   21,584","   18,470","   11,807","   9,097","   9,473","   9,185","   10,922","   10,017","   6,985","   5,520","   2,805","   1,597",   653,   231,   60,   13,—,—
, 女 ,"   160,771","   3,098","   14,414","   3,369","   3,597","   3,608","   3,840","   19,918","   20,402","   20,168","   18,071","   12,085","   9,108","   9,490","   7,744","   7,097","   5,875","   4,310","   3,280","   2,428","   1,697",   934,   450,   135,   67,—,—
, 計 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
 新 竹 市 , 男 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
, 女 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
, 計 ,"   546,838","   10,874","   50,433","   12,251","   12,604","   12,705","   12,873","   66,962","   67,563","   60,271","   58,884","   44,683","   34,054","   31,861","   27,668","   28,598","   23,311","   15,410","   11,597","   7,178","   4,149","   2,152",   843,   270,   77,—,—
 臺 中 市 , 男 ,"   283,395","   5,544","   25,849","   6,352","   6,445","   6,409","   6,643","   34,659","   35,014","   30,891","   28,926","   21,749","   16,465","   15,681","   14,810","   17,295","   14,410","   9,130","   6,426","   3,565","   1,831",   799,   269,   64,   18,—,—
, 女 ,"   263,443","   5,330","   24,584","   5,899","   6,159","   6,296","   6,230","   32,303","   32,549","   29,380","   29,958","   22,934","   17,589","   16,180","   12,858","   11,303","   8,901","   6,280","   5,171","   3,613","   2,318","   1,353",   574,   206,   59,—,—
, 計 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
 嘉 義 市 , 男 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
, 女 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
, 計 ,"   523,568","   10,312","   45,987","   11,342","   11,478","   11,328","   11,839","   61,449","   63,772","   60,814","   58,345","   41,390","   31,937","   30,346","   27,162","   25,416","   21,429","   15,780","   12,275","   7,839","   4,833","   2,766","   1,202",   405,   109,—,—
 臺 南 市 , 男 ,"   271,587","   5,290","   23,747","   5,837","   5,903","   5,852","   6,155","   31,667","   33,060","   31,445","   29,571","   21,019","   16,123","   14,900","   13,797","   14,505","   12,512","   9,012","   6,688","   4,029","   2,411","   1,226",   438,   123,   24,—,—
, 女 ,"   251,981","   5,022","   22,240","   5,505","   5,575","   5,476","   5,684","   29,782","   30,712","   29,369","   28,774","   20,371","   15,814","   15,446","   13,365","   10,911","   8,917","   6,768","   5,587","   3,810","   2,422","   1,540",   764,   282,   85,—,—
, 計 ,"   2,043,318","   36,307","   170,583","   40,848","   42,075","   42,894","   44,766","   228,064","   232,361","   218,264","   218,179","   179,695","   134,182","   121,409","   107,231","   113,779","   100,092","   68,429","   51,401","   30,183","   17,779","   9,245","   3,961","   1,610",   564,—,—
 臺 北 市 , 男 ,"   1,072,231","   18,816","   87,648","   21,155","   21,726","   21,898","   22,869","   117,678","   119,688","   111,746","   105,307","   86,017","   65,447","   59,132","   57,787","   71,529","   64,573","   43,338","   31,439","   16,915","   9,121","   3,939","   1,483",   490,   138,—,—
, 女 ,"   971,087","   17,491","   82,935","   19,693","   20,349","   20,996","   21,897","   110,386","   112,673","   106,518","   112,872","   93,678","   68,735","   62,277","   49,444","   42,250","   35,519","   25,091","   19,962","   13,268","   8,658","   5,306","   2,478","   1,120",   426,—,—
, 計 ,"   998,919","   22,268","   98,684","   23,655","   24,843","   24,962","   25,224","   125,355","   121,055","   107,940","   105,252","   83,620","   66,503","   59,471","   52,164","   51,550","   40,035","   25,375","   18,411","   10,577","   5,956","   2,936","   1,236",   430,   101,—,—
 高 雄 市 , 男 ,"   523,186","   11,478","   51,342","   12,276","   12,849","   12,961","   13,256","   65,207","   62,815","   55,544","   51,012","   40,598","   33,920","   29,673","   28,197","   32,565","   25,193","   15,302","   10,524","   5,339","   2,739","   1,164",   416,   130,   28,—,—
, 女 ,"   475,733","   10,790","   47,342","   11,379","   11,994","   12,001","   11,968","   60,148","   58,240","   52,396","   54,240","   43,022","   32,583","   29,798","   23,967","   18,985","   14,842","   10,073","   7,887","   5,238","   3,217","   1,772",   820,   300,   73,—,—
, 計 ,"   73,387","   1,579","   7,875","   1,761","   1,882","   2,059","   2,173","   11,576","   11,737","   8,266","   5,214","   3,493","   3,151","   3,544","   3,698","   3,012","   2,625","   2,025","   1,826","   1,357","   1,016",   657,   448,   213,   75,—,—
 福 建 省 , 男 ,"   37,915",   833,"   4,140",   932,"   1,020","   1,071","   1,117","   5,957","   6,099","   4,592","   2,665","   1,657","   1,652","   2,028","   2,057","   1,444","   1,353","   1,088",   861,   612,   432,   235,   129,   65,   16,—,—
, 女 ,"   35,472",   746,"   3,735",   829,   862,   988,"   1,056","   5,619","   5,638","   3,674","   2,549","   1,836","   1,499","   1,516","   1,641","   1,568","   1,272",   937,   965,   745,   584,   422,   319,   148,   59,—,—
, 計 ,"   59,668","   1,235","   6,287","   1,400","   1,473","   1,645","   1,769","   9,392","   9,501","   6,869","   4,256","   2,711","   2,622","   2,995","   3,137","   2,421","   2,069","   1,566","   1,420","   1,154",   827,   558,   386,   190,   72,—,—
 金 門 縣 , 男 ,"   30,547",   662,"   3,308",   737,   798,   864,   909,"   4,800","   4,901","   3,779","   2,125","   1,256","   1,360","   1,723","   1,802","   1,145","   1,038",   826,   619,   498,   316,   198,   113,   62,   16,—,—
, 女 ,"   29,121",   573,"   2,979",   663,   675,   781,   860,"   4,592","   4,600","   3,090","   2,131","   1,455","   1,262","   1,272","   1,335","   1,276","   1,031",   740,   801,   656,   511,   360,   273,   128,   56,—,—
, 計 ,"   13,719",   344,"   1,588",   361,   409,   414,   404,"   2,184","   2,236","   1,397",   958,   782,   529,   549,   561,   591,   556,   459,   406,   203,   189,   99,   62,   23,   3,—,—
 連 江 縣 , 男 ,"   7,368",   171,   832,   195,   222,   207,   208,"   1,157","   1,198",   813,   540,   401,   292,   305,   255,   299,   315,   262,   242,   114,   116,   37,   16,   3,—,—,—
, 女 ,"   6,351",   173,   756,   166,   187,   207,   196,"   1,027","   1,038",   584,   418,   381,   237,   244,   306,   292,   241,   197,   164,   89,   73,   62,   46,   20,   3,—,—
說明：高雄市尚未改直轄市，仍隸屬臺灣省。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
