 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  84 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 女 ,"   193,337","   3,574","   14,453","   3,766","   3,620","   3,604","   3,463","   15,530","   16,689","   17,105","   16,130","   17,863","   17,447","   14,410","   12,340","   8,345","   7,619","   8,141","   7,148","   6,187","   4,522","   2,876","   1,772",   827,   295,   54,   10
, 計 ,"   560,128","   8,687","   36,142","   9,080","   9,221","   9,064","   8,777","   41,277","   47,664","   50,058","   47,872","   50,213","   48,480","   42,922","   36,836","   26,010","   23,373","   25,175","   23,297","   20,514","   14,155","   8,934","   5,472","   2,267",   663,   108,   9
 苗 栗 縣 , 男 ,"   294,230","   4,511","   19,030","   4,861","   4,829","   4,731","   4,609","   21,312","   24,643","   25,629","   24,979","   26,847","   26,806","   23,510","   19,622","   13,643","   12,135","   13,150","   12,148","   10,945","   7,157","   4,408","   2,578",   901,   234,   41,   1
, 女 ,"   265,898","   4,176","   17,112","   4,219","   4,392","   4,333","   4,168","   19,965","   23,021","   24,429","   22,893","   23,366","   21,674","   19,412","   17,214","   12,367","   11,238","   12,025","   11,149","   9,569","   6,998","   4,526","   2,894","   1,366",   429,   67,   8
, 計 ,"   1,404,729","   21,657","   92,193","   22,743","   23,350","   23,183","   22,917","   117,323","   136,336","   143,587","   118,752","   123,426","   128,531","   118,582","   104,347","   68,229","   51,450","   48,274","   42,073","   38,759","   25,491","   14,159","   7,811","   2,876",   736,   126,   11
 臺 中 縣 , 男 ,"   722,874","   11,141","   48,220","   11,903","   12,134","   12,121","   12,062","   60,980","   70,101","   73,631","   60,554","   62,675","   64,925","   60,737","   53,430","   35,051","   26,100","   24,272","   22,080","   22,674","   14,385","   7,039","   3,506","   1,108",   236,   25,   4
, 女 ,"   681,855","   10,516","   43,973","   10,840","   11,216","   11,062","   10,855","   56,343","   66,235","   69,956","   58,198","   60,751","   63,606","   57,845","   50,917","   33,178","   25,350","   24,002","   19,993","   16,085","   11,106","   7,120","   4,305","   1,768",   500,   101,   7
, 計 ,"   1,288,447","   19,386","   81,193","   20,255","   20,659","   20,443","   19,836","   99,383","   120,174","   129,418","   111,922","   110,673","   108,832","   99,560","   88,281","   62,116","   51,196","   54,340","   49,777","   40,918","   28,310","   17,366","   10,260","   4,180","   1,021",   129,   12
 彰 化 縣 , 男 ,"   667,958","   10,024","   42,338","   10,532","   10,728","   10,696","   10,382","   52,174","   62,072","   66,626","   57,467","   58,112","   58,211","   53,184","   46,650","   32,777","   26,821","   27,899","   25,183","   20,785","   13,624","   7,748","   4,326","   1,561",   329,   41,   6
, 女 ,"   620,489","   9,362","   38,855","   9,723","   9,931","   9,747","   9,454","   47,209","   58,102","   62,792","   54,455","   52,561","   50,621","   46,376","   41,631","   29,339","   24,375","   26,441","   24,594","   20,133","   14,686","   9,618","   5,934","   2,619",   692,   88,   6
, 計 ,"   546,517","   8,289","   34,651","   8,981","   8,849","   8,498","   8,323","   38,963","   45,385","   48,753","   45,192","   49,484","   47,994","   43,158","   38,174","   27,075","   23,024","   24,996","   22,902","   19,842","   13,494","   8,024","   4,735","   1,889",   423,   67,   3
 南 投 縣 , 男 ,"   286,042","   4,277","   18,038","   4,695","   4,569","   4,432","   4,342","   20,303","   23,352","   25,109","   23,219","   26,234","   26,134","   23,449","   20,648","   14,229","   11,929","   12,857","   11,851","   10,545","   6,948","   3,830","   2,141",   772,   153,   23,   1
, 女 ,"   260,475","   4,012","   16,613","   4,286","   4,280","   4,066","   3,981","   18,660","   22,033","   23,644","   21,973","   23,250","   21,860","   19,709","   17,526","   12,846","   11,095","   12,139","   11,051","   9,297","   6,546","   4,194","   2,594","   1,117",   270,   44,   2
, 計 ,"   753,998","   11,523","   43,962","   11,666","   11,440","   10,723","   10,133","   47,248","   60,038","   70,265","   66,551","   69,044","   61,865","   53,946","   49,828","   38,366","   34,978","   38,681","   35,454","   29,386","   19,478","   12,552","   7,402","   2,726",   619,   82,   4
 雲 林 縣 , 男 ,"   397,317","   6,072","   22,871","   6,025","   5,896","   5,595","   5,355","   24,555","   31,031","   35,840","   34,247","   38,541","   36,179","   30,819","   27,655","   20,827","   18,291","   19,799","   17,553","   14,476","   9,005","   5,392","   2,986",   940,   212,   25,   1
, 女 ,"   356,681","   5,451","   21,091","   5,641","   5,544","   5,128","   4,778","   22,693","   29,007","   34,425","   32,304","   30,503","   25,686","   23,127","   22,173","   17,539","   16,687","   18,882","   17,901","   14,910","   10,473","   7,160","   4,416","   1,786",   407,   57,   3
, 計 ,"   565,804","   8,851","   35,150","   9,124","   9,035","   8,653","   8,338","   34,991","   40,929","   48,270","   48,203","   52,708","   50,134","   42,468","   37,214","   26,973","   24,938","   28,965","   28,089","   23,865","   15,865","   9,455","   5,839","   2,297",   509,   79,   12
 嘉 義 縣 , 男 ,"   298,567","   4,566","   18,114","   4,639","   4,735","   4,450","   4,290","   18,037","   21,206","   24,651","   24,656","   29,022","   29,344","   24,641","   20,859","   14,395","   12,706","   14,576","   13,892","   12,039","   7,816","   4,391","   2,542",   894,   192,   21,   7
, 女 ,"   267,237","   4,285","   17,036","   4,485","   4,300","   4,203","   4,048","   16,954","   19,723","   23,619","   23,547","   23,686","   20,790","   17,827","   16,355","   12,578","   12,232","   14,389","   14,197","   11,826","   8,049","   5,064","   3,297","   1,403",   317,   58,   5
, 計 ,"   1,081,801","   14,750","   62,519","   15,500","   16,147","   15,484","   15,388","   76,563","   88,094","   98,292","   86,233","   95,099","   100,118","   91,552","   78,150","   53,371","   43,384","   46,865","   46,978","   41,185","   27,670","   16,086","   10,229","   3,663",   857,   131,   12
 臺 南 縣 , 男 ,"   561,101","   7,691","   32,338","   8,063","   8,241","   8,035","   7,999","   39,716","   45,349","   50,714","   43,975","   49,417","   53,560","   49,468","   41,607","   27,748","   21,982","   23,359","   23,666","   22,030","   14,420","   7,747","   4,496","   1,450",   322,   41,   5
, 女 ,"   520,700","   7,059","   30,181","   7,437","   7,906","   7,449","   7,389","   36,847","   42,745","   47,578","   42,258","   45,682","   46,558","   42,084","   36,543","   25,623","   21,402","   23,506","   23,312","   19,155","   13,250","   8,339","   5,733","   2,213",   535,   90,   7
, 計 ,"   1,193,912","   17,358","   71,541","   17,983","   18,096","   17,850","   17,612","   84,041","   96,333","   116,275","   108,616","   110,446","   108,550","   100,205","   92,008","   63,267","   49,313","   45,857","   40,461","   37,805","   26,508","   14,247","   7,781","   2,602",   595,   94,   9
 高 雄 縣 , 男 ,"   622,578","   9,066","   37,298","   9,352","   9,393","   9,297","   9,256","   43,424","   49,593","   59,920","   56,250","   58,377","   57,556","   52,283","   46,832","   32,012","   25,030","   22,849","   21,524","   22,602","   15,272","   7,599","   3,704","   1,089",   265,   31,   2
, 女 ,"   571,334","   8,292","   34,243","   8,631","   8,703","   8,553","   8,356","   40,617","   46,740","   56,355","   52,366","   52,069","   50,994","   47,922","   45,176","   31,255","   24,283","   23,008","   18,937","   15,203","   11,236","   6,648","   4,077","   1,513",   330,   63,   7
, 計 ,"   911,843","   13,376","   54,581","   14,060","   13,862","   13,382","   13,277","   63,502","   74,112","   85,801","   78,770","   83,604","   80,109","   72,184","   65,740","   47,022","   39,725","   40,299","   36,053","   31,708","   22,443","   13,228","   6,948","   2,128",   448,   58,   4
 屏 東 縣 , 男 ,"   477,631","   6,983","   28,541","   7,384","   7,308","   6,977","   6,872","   32,558","   37,663","   44,172","   40,596","   44,683","   43,691","   38,764","   34,874","   24,568","   20,663","   20,816","   18,623","   17,312","   11,963","   6,669","   3,366",   912,   185,   27,   2
, 女 ,"   434,212","   6,393","   26,040","   6,676","   6,554","   6,405","   6,405","   30,944","   36,449","   41,629","   38,174","   38,921","   36,418","   33,420","   30,866","   22,454","   19,062","   19,483","   17,430","   14,396","   10,480","   6,559","   3,582","   1,216",   263,   31,   2
, 計 ,"   254,375","   3,633","   15,263","   3,883","   3,846","   3,932","   3,602","   16,085","   20,013","   23,378","   24,123","   24,066","   21,863","   19,135","   17,110","   12,543","   10,578","   10,665","   10,051","   10,148","   7,826","   4,450","   2,438",   783,   188,   29,   7
 臺 東 縣 , 男 ,"   137,978","   1,915","   8,040","   2,065","   1,992","   2,070","   1,913","   8,504","   10,267","   12,056","   12,775","   13,785","   12,828","   10,726","   8,986","   6,437","   5,396","   5,311","   5,197","   6,137","   4,927","   2,715","   1,495",   381,   82,   15,   3
, 女 ,"   116,397","   1,718","   7,223","   1,818","   1,854","   1,862","   1,689","   7,581","   9,746","   11,322","   11,348","   10,281","   9,035","   8,409","   8,124","   6,106","   5,182","   5,354","   4,854","   4,011","   2,899","   1,735",   943,   402,   106,   14,   4
, 計 ,"   358,981","   5,204","   21,808","   5,516","   5,631","   5,394","   5,267","   24,045","   29,180","   32,938","   31,940","   31,969","   30,561","   28,698","   25,781","   18,492","   15,015","   14,589","   13,421","   14,071","   10,461","   5,940","   3,352","   1,143",   298,   65,   10
 花 蓮 縣 , 男 ,"   191,900","   2,630","   11,247","   2,862","   2,926","   2,798","   2,661","   12,350","   15,070","   17,048","   16,560","   17,557","   16,719","   15,378","   13,548","   9,484","   7,587","   7,230","   7,142","   8,930","   6,860","   3,833","   2,005",   543,   138,   37,   4
, 女 ,"   167,081","   2,574","   10,561","   2,654","   2,705","   2,596","   2,606","   11,695","   14,110","   15,890","   15,380","   14,412","   13,842","   13,320","   12,233","   9,008","   7,428","   7,359","   6,279","   5,141","   3,601","   2,107","   1,347",   600,   160,   28,   6
, 計 ,"   90,937","   1,199","   4,719","   1,175","   1,225","   1,186","   1,133","   5,690","   7,127","   8,474","   8,545","   7,953","   7,101","   6,543","   5,734","   4,452","   3,552","   4,107","   4,680","   4,293","   3,122","   1,922","   1,119",   446,   138,   20,   1
 澎 湖 縣 , 男 ,"   47,704",   619,"   2,461",   618,   653,   604,   586,"   2,892","   3,689","   4,394","   4,539","   4,427","   3,978","   3,606","   3,007","   2,229","   1,779","   2,116","   2,400","   2,395","   1,603",   902,   468,   151,   43,   6,—
, 女 ,"   43,233",   580,"   2,258",   557,   572,   582,   547,"   2,798","   3,438","   4,080","   4,006","   3,526","   3,123","   2,937","   2,727","   2,223","   1,773","   1,991","   2,280","   1,898","   1,519","   1,020",   651,   295,   95,   14,   1
, 計 ,"   368,771","   5,188","   21,571","   5,413","   5,489","   5,227","   5,442","   26,373","   30,065","   32,718","   32,128","   34,216","   34,980","   33,170","   29,141","   18,931","   14,042","   14,568","   12,399","   11,659","   8,874","   4,838","   2,602",   946,   298,   52,   12
 基 隆 市 , 男 ,"   190,760","   2,713","   11,272","   2,789","   2,881","   2,747","   2,855","   13,751","   15,548","   16,739","   16,600","   17,595","   18,207","   17,072","   14,743","   9,502","   6,863","   6,985","   6,443","   6,766","   5,311","   2,738","   1,399",   385,   110,   15,   3
, 女 ,"   178,011","   2,475","   10,299","   2,624","   2,608","   2,480","   2,587","   12,622","   14,517","   15,979","   15,528","   16,621","   16,773","   16,098","   14,398","   9,429","   7,179","   7,583","   5,956","   4,893","   3,563","   2,100","   1,203",   561,   188,   37,   9
, 計 ,"   340,255","   5,154","   21,712","   5,320","   5,531","   5,430","   5,431","   27,021","   30,250","   30,941","   27,111","   29,634","   31,829","   29,950","   26,415","   16,984","   13,047","   11,887","   10,338","   10,878","   8,656","   4,775","   2,428",   873,   289,   65,   18
 新 竹 市 , 男 ,"   175,155","   2,688","   11,252","   2,767","   2,794","   2,853","   2,838","   14,187","   15,738","   15,985","   13,812","   14,902","   16,070","   15,045","   13,349","   8,506","   6,306","   5,605","   5,144","   6,422","   5,412","   2,851","   1,335",   403,   117,   21,   5
, 女 ,"   165,100","   2,466","   10,460","   2,553","   2,737","   2,577","   2,593","   12,834","   14,512","   14,956","   13,299","   14,732","   15,759","   14,905","   13,066","   8,478","   6,741","   6,282","   5,194","   4,456","   3,244","   1,924","   1,093",   470,   172,   44,   13
, 計 ,"   853,221","   11,565","   54,502","   13,535","   13,311","   13,698","   13,958","   73,973","   83,305","   77,772","   64,415","   75,023","   85,667","   81,025","   70,606","   44,165","   30,333","   27,070","   22,319","   21,284","   15,273","   8,245","   4,523","   1,628",   426,   84,   18
 臺 中 市 , 男 ,"   426,516","   6,116","   28,351","   7,077","   6,920","   7,109","   7,245","   38,369","   42,869","   39,678","   32,298","   35,967","   40,062","   38,615","   34,606","   22,004","   14,561","   12,806","   11,299","   12,407","   9,005","   4,481","   2,184",   652,   155,   25,   6
, 女 ,"   426,705","   5,449","   26,151","   6,458","   6,391","   6,589","   6,713","   35,604","   40,436","   38,094","   32,117","   39,056","   45,605","   42,410","   36,000","   22,161","   15,772","   14,264","   11,020","   8,877","   6,268","   3,764","   2,339",   976,   271,   59,   12
, 計 ,"   261,391","   3,394","   14,315","   3,595","   3,629","   3,551","   3,540","   20,093","   24,198","   25,014","   21,668","   22,755","   23,009","   21,697","   19,947","   13,803","   10,872","   10,817","   9,838","   8,233","   5,830","   3,322","   1,759",   648,   154,   24,   1
 嘉 義 市 , 男 ,"   132,279","   1,761","   7,504","   1,878","   1,906","   1,854","   1,866","   10,358","   12,378","   12,863","   11,033","   11,566","   11,519","   10,868","   9,964","   6,814","   5,275","   5,168","   4,871","   4,424","   3,151","   1,672",   781,   242,   62,   4,   1
, 女 ,"   129,112","   1,633","   6,811","   1,717","   1,723","   1,697","   1,674","   9,735","   11,820","   12,151","   10,635","   11,189","   11,490","   10,829","   9,983","   6,989","   5,597","   5,649","   4,967","   3,809","   2,679","   1,650",   978,   406,   92,   20,—
, 計 ,"   706,811","   8,847","   38,929","   9,439","   9,832","   9,605","   10,053","   54,328","   66,989","   68,928","   57,511","   60,760","   65,115","   65,135","   58,324","   38,163","   28,056","   25,736","   22,062","   19,266","   14,030","   8,287","   4,397","   1,494",   380,   60,   14
 臺 南 市 , 男 ,"   359,510","   4,638","   20,335","   4,898","   5,079","   5,060","   5,298","   28,446","   34,732","   35,512","   29,472","   30,159","   31,830","   32,209","   29,444","   19,408","   14,100","   12,358","   10,963","   10,865","   7,762","   4,368","   2,079",   638,   157,   27,   8
, 女 ,"   347,301","   4,209","   18,594","   4,541","   4,753","   4,545","   4,755","   25,882","   32,257","   33,416","   28,039","   30,601","   33,285","   32,926","   28,880","   18,755","   13,956","   13,378","   11,099","   8,401","   6,268","   3,919","   2,318",   856,   223,   33,   6
, 計 ,"   2,632,863","   31,650","   136,753","   33,593","   33,954","   34,438","   34,768","   180,577","   219,140","   223,628","   197,212","   217,124","   243,522","   256,651","   246,480","   168,334","   111,176","   96,148","   82,234","   83,531","   66,174","   39,191","   21,914","   8,055","   2,598",   576,   195
 臺 北 市 , 男 ,"   1,317,406","   16,647","   71,941","   17,582","   17,792","   18,076","   18,491","   94,522","   113,766","   114,285","   99,469","   104,360","   114,385","   120,300","   118,371","   82,323","   53,717","   45,182","   41,759","   48,103","   38,815","   22,480","   11,792","   3,798","   1,108",   217,   66
, 女 ,"   1,315,457","   15,003","   64,812","   16,011","   16,162","   16,362","   16,277","   86,055","   105,374","   109,343","   97,743","   112,764","   129,137","   136,351","   128,109","   86,011","   57,459","   50,966","   40,475","   35,428","   27,359","   16,711","   10,122","   4,257","   1,490",   359,   129
, 計 ,"   1,426,035","   18,021","   78,310","   19,105","   19,827","   19,456","   19,922","   104,506","   131,392","   141,653","   123,377","   124,764","   128,757","   130,425","   125,738","   84,652","   59,134","   50,493","   40,678","   36,637","   25,423","   12,922","   6,403","   2,143",   507,   78,   22
 高 雄 市 , 男 ,"   727,489","   9,362","   40,897","   10,052","   10,304","   10,151","   10,390","   54,664","   67,900","   72,771","   63,055","   63,006","   63,674","   63,432","   62,055","   42,656","   29,966","   24,498","   21,247","   22,106","   14,886","   7,090","   3,107",   889,   202,   22,   4
, 女 ,"   698,546","   8,659","   37,413","   9,053","   9,523","   9,305","   9,532","   49,842","   63,492","   68,882","   60,322","   61,758","   65,083","   66,993","   63,683","   41,996","   29,168","   25,995","   19,431","   14,531","   10,537","   5,832","   3,296","   1,254",   305,   56,   18
, 計 ,"   53,250",   671,"   2,819",   699,   710,   679,   731,"   4,575","   5,551","   5,877","   4,679","   3,121","   3,385","   3,634","   3,449","   2,414","   2,354","   2,609","   2,563","   1,831","   1,490",   984,   705,   349,   154,   29,   7
 福 建 省 , 男 ,"   28,067",   342,"   1,451",   366,   344,   348,   393,"   2,371","   2,893","   2,997","   2,723","   1,884","   1,867","   1,832","   1,654","   1,223","   1,337","   1,548","   1,480",   880,   711,   460,   243,   107,   55,   7,   2
, 女 ,"   25,183",   329,"   1,368",   333,   366,   331,   338,"   2,204","   2,658","   2,880","   1,956","   1,237","   1,518","   1,802","   1,795","   1,191","   1,017","   1,061","   1,083",   951,   779,   524,   462,   242,   99,   22,   5
, 計 ,"   47,394",   603,"   2,520",   631,   626,   616,   647,"   4,183","   5,043","   5,198","   4,036","   2,720","   2,900","   3,110","   3,052","   2,100","   2,139","   2,379","   2,363","   1,656","   1,359",   885,   639,   332,   143,   28,   6
 金 門 縣 , 男 ,"   24,822",   309,"   1,287",   330,   306,   317,   334,"   2,174","   2,624","   2,661","   2,359","   1,632","   1,588","   1,537","   1,420","   1,058","   1,189","   1,412","   1,373",   781,   635,   412,   215,   99,   48,   7,   2
, 女 ,"   22,572",   294,"   1,233",   301,   320,   299,   313,"   2,009","   2,419","   2,537","   1,677","   1,088","   1,312","   1,573","   1,632","   1,042",   950,   967,   990,   875,   724,   473,   424,   233,   95,   21,   4
, 計 ,"   5,856",   68,   299,   68,   84,   63,   84,   392,   508,   679,   643,   401,   485,   524,   397,   314,   215,   230,   200,   175,   131,   99,   66,   17,   11,   1,   1
 連 江 縣 , 男 ,"   3,245",   33,   164,   36,   38,   31,   59,   197,   269,   336,   364,   252,   279,   295,   234,   165,   148,   136,   107,   99,   76,   48,   28,   8,   7,—,—
, 女 ,"   2,611",   35,   135,   32,   46,   32,   25,   195,   239,   343,   279,   149,   206,   229,   163,   149,   67,   94,   93,   76,   55,   51,   38,   9,   4,   1,   1
