 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  77 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
 雲 林 縣 , 男 ,"   399,465","   6,396","   26,775","   6,641","   6,310","   6,818","   7,006","   34,884","   35,898","   37,835","   45,056","   40,129","   29,937","   25,623","   18,358","   20,898","   20,125","   18,542","   14,655","   10,032","   7,153","   4,571","   1,896",   570,   132,—,—
, 女 ,"   365,978","   6,087","   25,021","   6,147","   5,854","   6,470","   6,550","   32,793","   34,184","   36,014","   40,425","   31,764","   23,651","   20,803","   16,131","   18,918","   18,932","   17,841","   14,157","   10,816","   8,194","   6,064","   2,881",   994,   308,—,—
, 計 ,"   554,537","   9,325","   36,011","   9,035","   8,544","   9,105","   9,327","   44,774","   45,247","   51,999","   63,854","   57,162","   40,159","   32,873","   22,953","   27,790","   29,641","   28,697","   22,794","   16,376","   11,316","   8,253","   3,714","   1,208",   391,—,—
 嘉 義 縣 , 男 ,"   291,422","   4,820","   18,661","   4,667","   4,399","   4,762","   4,833","   22,932","   23,018","   26,503","   33,883","   32,442","   23,240","   18,219","   11,916","   14,167","   15,020","   14,837","   11,971","   8,371","   5,579","   3,728","   1,519",   454,   142,—,—
, 女 ,"   263,115","   4,505","   17,350","   4,368","   4,145","   4,343","   4,494","   21,842","   22,229","   25,496","   29,971","   24,720","   16,919","   14,654","   11,037","   13,623","   14,621","   13,860","   10,823","   8,005","   5,737","   4,525","   2,195",   754,   249,—,—
, 計 ,"   1,009,287","   16,524","   64,909","   15,789","   15,101","   16,495","   17,524","   92,383","   89,304","   87,727","   104,135","   104,579","   83,855","   67,672","   42,874","   46,548","   49,021","   48,193","   39,883","   28,991","   19,170","   14,394","   6,244","   2,246",   635,—,—
 臺 南 縣 , 男 ,"   528,839","   8,680","   33,546","   8,216","   7,809","   8,392","   9,129","   47,481","   45,834","   45,206","   54,252","   56,941","   45,805","   36,424","   22,283","   23,679","   24,773","   25,720","   22,303","   15,841","   9,590","   6,612","   2,680",   975,   214,—,—
, 女 ,"   480,448","   7,844","   31,363","   7,573","   7,292","   8,103","   8,395","   44,902","   43,470","   42,521","   49,883","   47,638","   38,050","   31,248","   20,591","   22,869","   24,248","   22,473","   17,580","   13,150","   9,580","   7,782","   3,564","   1,271",   421,—,—
, 計 ,"   1,095,330","   17,398","   69,701","   16,525","   16,176","   17,925","   19,075","   106,380","   108,449","   108,759","   111,345","   106,627","   95,318","   82,028","   51,270","   50,181","   44,483","   43,653","   38,710","   27,175","   16,834","   10,842","   4,339","   1,453",   385,—,—
 高 雄 縣 , 男 ,"   573,382","   9,019","   35,789","   8,482","   8,282","   9,231","   9,794","   54,599","   55,713","   55,541","   58,067","   55,997","   49,544","   42,571","   26,352","   25,879","   22,755","   25,256","   23,585","   15,734","   9,054","   5,341","   1,882",   559,   145,—,—
, 女 ,"   521,948","   8,379","   33,912","   8,043","   7,894","   8,694","   9,281","   51,781","   52,736","   53,218","   53,278","   50,630","   45,774","   39,457","   24,918","   24,302","   21,728","   18,397","   15,125","   11,441","   7,780","   5,501","   2,457",   894,   240,—,—
, 計 ,"   892,057","   13,970","   55,517","   13,316","   12,979","   14,182","   15,040","   81,541","   82,965","   85,371","   96,493","   88,127","   72,305","   61,442","   40,720","   42,633","   40,820","   39,100","   32,789","   25,051","   16,898","   10,580","   4,185","   1,260",   290,—,—
 屏 東 縣 , 男 ,"   469,323","   7,248","   28,757","   6,916","   6,834","   7,245","   7,762","   41,757","   42,572","   43,872","   50,553","   47,870","   38,686","   32,811","   21,393","   22,312","   21,321","   21,197","   18,649","   13,572","   9,086","   5,240","   1,855",   481,   91,—,—
, 女 ,"   422,734","   6,722","   26,760","   6,400","   6,145","   6,937","   7,278","   39,784","   40,393","   41,499","   45,940","   40,257","   33,619","   28,631","   19,327","   20,321","   19,499","   17,903","   14,140","   11,479","   7,812","   5,340","   2,330",   779,   199,—,—
, 計 ,"   260,073","   3,595","   15,048","   3,427","   3,637","   3,873","   4,111","   22,590","   23,938","   28,596","   29,780","   24,141","   19,141","   15,906","   10,943","   11,567","   11,272","   11,469","   11,823","   8,807","   5,901","   3,584","   1,397",   454,   121,—,—
 臺 東 縣 , 男 ,"   142,548","   1,885","   7,901","   1,842","   1,896","   2,017","   2,146","   11,472","   12,364","   14,644","   16,560","   14,038","   10,856","   8,296","   5,666","   5,932","   5,750","   6,585","   7,698","   5,771","   3,897","   2,262",   710,   208,   53,—,—
, 女 ,"   117,525","   1,710","   7,147","   1,585","   1,741","   1,856","   1,965","   11,118","   11,574","   13,952","   13,220","   10,103","   8,285","   7,610","   5,277","   5,635","   5,522","   4,884","   4,125","   3,036","   2,004","   1,322",   687,   246,   68,—,—
, 計 ,"   352,577","   4,759","   20,766","   4,787","   4,953","   5,370","   5,656","   31,383","   32,993","   35,706","   36,939","   33,167","   28,308","   23,649","   15,822","   16,144","   14,884","   15,710","   15,855","   11,567","   7,401","   4,508","   2,057",   747,   212,—,—
 花 蓮 縣 , 男 ,"   191,080","   2,460","   10,662","   2,513","   2,530","   2,743","   2,876","   16,298","   17,003","   18,134","   19,782","   18,148","   15,427","   12,408","   8,103","   8,275","   7,558","   9,307","   10,684","   7,739","   4,885","   2,686","   1,066",   374,   81,—,—
, 女 ,"   161,497","   2,299","   10,104","   2,274","   2,423","   2,627","   2,780","   15,085","   15,990","   17,572","   17,157","   15,019","   12,881","   11,241","   7,719","   7,869","   7,326","   6,403","   5,171","   3,828","   2,516","   1,822",   991,   373,   131,—,—
, 計 ,"   97,744","   1,359","   5,549","   1,341","   1,269","   1,368","   1,571","   8,244","   9,369","   10,584","   11,579","   9,000","   6,787","   5,766","   3,937","   3,969","   4,536","   4,949","   4,260","   3,222","   1,902","   1,491",   791,   317,   133,—,—
 澎 湖 縣 , 男 ,"   51,491",   670,"   2,877",   694,   665,   686,   832,"   4,189","   4,899","   5,443","   6,338","   5,083","   3,776","   2,940","   1,951","   2,013","   2,386","   2,790","   2,482","   1,710",   905,   617,   295,   96,   31,—,—
, 女 ,"   46,253",   689,"   2,672",   647,   604,   682,   739,"   4,055","   4,470","   5,141","   5,241","   3,917","   3,011","   2,826","   1,986","   1,956","   2,150","   2,159","   1,778","   1,512",   997,   874,   496,   221,   102,—,—
, 計 ,"   348,672","   5,054","   20,504","   4,864","   4,812","   5,213","   5,615","   31,700","   32,527","   34,066","   35,286","   35,743","   32,217","   26,817","   14,993","   16,288","   14,339","   14,001","   13,507","   9,554","   6,000","   3,681","   1,595",   630,   170,—,—
 基 隆 市 , 男 ,"   181,469","   2,623","   10,651","   2,559","   2,456","   2,661","   2,975","   16,296","   16,632","   17,403","   18,327","   18,744","   16,616","   13,486","   7,507","   8,060","   7,109","   7,875","   8,147","   5,716","   3,448","   1,911",   669,   206,   43,—,—
, 女 ,"   167,203","   2,431","   9,853","   2,305","   2,356","   2,552","   2,640","   15,404","   15,895","   16,663","   16,959","   16,999","   15,601","   13,331","   7,486","   8,228","   7,230","   6,126","   5,360","   3,838","   2,552","   1,770",   926,   424,   127,—,—
, 計 ,"   314,626","   5,197","   21,534","   5,041","   5,042","   5,487","   5,964","   32,539","   29,844","   28,610","   29,420","   30,737","   28,406","   23,757","   14,375","   13,884","   11,729","   11,850","   12,230","   9,572","   5,569","   3,187","   1,500",   531,   155,—,—
 新 竹 市 , 男 ,"   163,318","   2,700","   11,122","   2,596","   2,614","   2,825","   3,087","   17,050","   15,498","   14,760","   14,989","   15,292","   14,185","   11,934","   7,126","   6,725","   5,619","   6,539","   7,481","   6,173","   3,342","   1,782",   712,   231,   58,—,—
, 女 ,"   151,308","   2,497","   10,412","   2,445","   2,428","   2,662","   2,877","   15,489","   14,346","   13,850","   14,431","   15,445","   14,221","   11,823","   7,249","   7,159","   6,110","   5,311","   4,749","   3,399","   2,227","   1,405",   788,   300,   97,—,—
, 計 ,"   730,376","   10,625","   48,419","   11,040","   10,826","   12,727","   13,826","   81,015","   75,562","   64,318","   64,616","   71,880","   71,951","   63,178","   36,813","   32,693","   26,511","   24,906","   22,988","   15,805","   9,718","   5,783","   2,504",   859,   232,—,—
 臺 中 市 , 男 ,"   369,353","   5,606","   24,812","   5,697","   5,544","   6,437","   7,134","   41,811","   39,064","   32,566","   32,463","   34,397","   34,527","   30,833","   18,127","   16,065","   12,980","   13,870","   13,823","   9,178","   5,097","   2,756","   1,000",   304,   74,—,—
, 女 ,"   361,023","   5,019","   23,607","   5,343","   5,282","   6,290","   6,692","   39,204","   36,498","   31,752","   32,153","   37,483","   37,424","   32,345","   18,686","   16,628","   13,531","   11,036","   9,165","   6,627","   4,621","   3,027","   1,504",   555,   158,—,—
, 計 ,"   255,994","   3,384","   15,056","   3,468","   3,383","   3,870","   4,335","   25,096","   26,168","   23,934","   25,706","   24,512","   21,920","   19,226","   12,359","   12,373","   11,447","   10,926","   8,945","   6,479","   4,104","   2,674","   1,213",   387,   85,—,—
 嘉 義 市 , 男 ,"   130,768","   1,764","   7,722","   1,821","   1,680","   1,960","   2,261","   12,999","   13,465","   12,243","   13,252","   12,698","   11,138","   9,575","   6,166","   6,028","   5,555","   5,712","   4,982","   3,512","   2,087","   1,215",   485,   145,   25,—,—
, 女 ,"   125,226","   1,620","   7,334","   1,647","   1,703","   1,910","   2,074","   12,097","   12,703","   11,691","   12,454","   11,814","   10,782","   9,651","   6,193","   6,345","   5,892","   5,214","   3,963","   2,967","   2,017","   1,459",   728,   242,   60,—,—
, 計 ,"   667,622","   9,861","   43,527","   10,059","   9,740","   11,259","   12,469","   70,143","   68,112","   59,549","   61,703","   66,685","   64,536","   55,216","   32,867","   30,613","   26,067","   23,608","   20,382","   15,043","   9,662","   6,230","   2,613",   916,   289,—,—
 臺 南 市 , 男 ,"   341,252","   5,131","   22,474","   5,124","   5,087","   5,849","   6,414","   36,362","   35,158","   30,505","   31,017","   32,833","   32,627","   28,073","   16,605","   15,276","   12,689","   12,619","   11,592","   8,422","   5,120","   3,072","   1,176",   391,   110,—,—
, 女 ,"   326,370","   4,730","   21,053","   4,935","   4,653","   5,410","   6,055","   33,781","   32,954","   29,044","   30,686","   33,852","   31,909","   27,143","   16,262","   15,337","   13,378","   10,989","   8,790","   6,621","   4,542","   3,158","   1,437",   525,   179,—,—
, 計 ,"   2,681,857","   37,022","   163,983","   38,515","   38,903","   41,848","   44,717","   248,919","   240,787","   225,028","   233,328","   269,204","   282,159","   248,287","   153,307","   129,696","   105,476","   97,259","   91,064","   68,692","   44,678","   25,349","   11,516","   4,640","   1,463",—,—
 臺 北 市 , 男 ,"   1,359,935","   19,230","   85,294","   20,041","   20,293","   21,715","   23,245","   128,753","   124,136","   114,967","   116,076","   129,509","   135,426","   120,588","   76,090","   63,813","   51,964","   54,034","   53,446","   40,120","   25,035","   13,514","   5,465","   1,983",   492,—,—
, 女 ,"   1,321,922","   17,792","   78,689","   18,474","   18,610","   20,133","   21,472","   120,166","   116,651","   110,061","   117,252","   139,695","   146,733","   127,699","   77,217","   65,883","   53,512","   43,225","   37,618","   28,572","   19,643","   11,835","   6,051","   2,657",   971,—,—
, 計 ,"   1,362,086","   19,729","   83,538","   18,912","   18,642","   21,875","   24,109","   141,638","   145,043","   128,841","   123,943","   130,099","   135,007","   123,078","   73,267","   64,082","   51,220","   45,616","   40,171","   26,878","   15,574","   9,216","   3,606","   1,216",   324,—,—
 高 雄 市 , 男 ,"   697,775","   10,292","   43,551","   9,955","   9,730","   11,442","   12,424","   73,358","   74,764","   66,312","   62,598","   63,928","   65,910","   60,955","   37,392","   32,478","   25,689","   25,858","   24,529","   15,434","   8,332","   4,310","   1,518",   481,   86,—,—
, 女 ,"   664,311","   9,437","   39,987","   8,957","   8,912","   10,433","   11,685","   68,280","   70,279","   62,529","   61,345","   66,171","   69,097","   62,123","   35,875","   31,604","   25,531","   19,758","   15,642","   11,444","   7,242","   4,906","   2,088",   735,   238,—,—
, 計 ,"   50,585",   899,"   3,869",   875,   933,   999,"   1,062","   5,869","   6,494","   5,386","   3,344","   3,211","   3,559","   2,843","   2,255","   2,206","   2,561","   2,300","   1,749","   1,265","   1,018",   810,   527,   291,   129,—,—
 福 建 省 , 男 ,"   26,285",   467,"   1,989",   446,   481,   523,   539,"   3,039","   3,285","   3,017","   1,965","   1,695","   1,667","   1,295","   1,157","   1,255","   1,507","   1,286",   871,   664,   468,   325,   205,   100,   28,—,—
, 女 ,"   24,300",   432,"   1,880",   429,   452,   476,   523,"   2,830","   3,209","   2,369","   1,379","   1,516","   1,892","   1,548","   1,098",   951,"   1,054","   1,014",   878,   601,   550,   485,   322,   191,   101,—,—
, 計 ,"   44,427",   815,"   3,505",   789,   875,   894,   947,"   5,149","   5,649","   4,644","   2,889","   2,770","   3,048","   2,464","   1,959","   1,980","   2,347","   2,072","   1,550","   1,091",   889,   721,   491,   271,   123,—,—
 金 門 縣 , 男 ,"   22,928",   425,"   1,800",   403,   452,   459,   486,"   2,668","   2,859","   2,621","   1,679","   1,431","   1,403","   1,088",   993,"   1,110","   1,392","   1,159",   752,   555,   407,   276,   192,   91,   27,—,—
, 女 ,"   21,499",   390,"   1,705",   386,   423,   435,   461,"   2,481","   2,790","   2,023","   1,210","   1,339","   1,645","   1,376",   966,   870,   955,   913,   798,   536,   482,   445,   299,   180,   96,—,—
, 計 ,"   6,158",   84,   364,   86,   58,   105,   115,   720,   845,   742,   455,   441,   511,   379,   296,   226,   214,   228,   199,   174,   129,   89,   36,   20,   6,—,—
 連 江 縣 , 男 ,"   3,357",   42,   189,   43,   29,   64,   53,   371,   426,   396,   286,   264,   264,   207,   164,   145,   115,   127,   119,   109,   61,   49,   13,   9,   1,—,—
, 女 ,"   2,801",   42,   175,   43,   29,   41,   62,   349,   419,   346,   169,   177,   247,   172,   132,   81,   99,   101,   80,   65,   68,   40,   23,   11,   5,—,—
