 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               中 華 民 國  89 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 女 ,"   1,766,123","   20,605","   84,698","   19,503","   18,729","   22,837","   23,629","   129,062","   129,294","   153,463","   163,483","   143,688","   157,794","   171,807","   163,706","   143,782","   89,193","   59,971","   51,718","   37,282","   28,862","   19,706","   10,624","   5,262","   1,628",   398,   97
, 計 ,"   465,186","   6,083","   25,211","   5,773","   5,658","   6,973","   6,807","   33,801","   33,069","   38,646","   41,674","   37,401","   37,946","   38,103","   35,180","   30,949","   20,622","   18,976","   20,098","   17,008","   14,000","   8,905","   4,742","   2,059",   590,   102,   21
 宜 蘭 縣 , 男 ,"   240,691","   3,197","   13,281","   3,054","   2,911","   3,661","   3,655","   17,501","   17,291","   19,719","   21,427","   19,389","   20,379","   20,196","   18,200","   15,738","   10,501","   9,501","   10,093","   8,673","   7,694","   4,570","   2,234",   882,   186,   27,   12
, 女 ,"   224,495","   2,886","   11,930","   2,719","   2,747","   3,312","   3,152","   16,300","   15,778","   18,927","   20,247","   18,012","   17,567","   17,907","   16,980","   15,211","   10,121","   9,475","   10,005","   8,335","   6,306","   4,335","   2,508","   1,177",   404,   75,   9
, 計 ,"   1,732,617","   26,021","   105,758","   24,766","   23,605","   28,589","   28,798","   146,858","   136,961","   151,177","   151,072","   140,137","   156,390","   159,657","   141,530","   117,647","   72,645","   52,127","   45,427","   39,639","   43,899","   26,311","   12,160","   5,269","   1,556",   315,   61
 桃 園 縣 , 男 ,"   890,755","   13,702","   55,251","   12,911","   12,294","   14,905","   15,141","   76,929","   71,429","   77,918","   77,061","   70,214","   77,808","   79,962","   71,160","   58,248","   35,293","   24,694","   21,248","   22,118","   29,977","   17,053","   7,024","   2,861",   677,   112,   16
, 女 ,"   841,862","   12,319","   50,507","   11,855","   11,311","   13,684","   13,657","   69,929","   65,532","   73,259","   74,011","   69,923","   78,582","   79,695","   70,370","   59,399","   37,352","   27,433","   24,179","   17,521","   13,922","   9,258","   5,136","   2,408",   879,   203,   45
, 計 ,"   439,713","   7,375","   28,618","   6,964","   6,446","   7,658","   7,550","   36,190","   32,352","   35,056","   36,525","   34,800","   38,477","   38,608","   32,524","   26,839","   17,591","   15,620","   16,545","   14,500","   12,784","   8,098","   4,356","   2,011",   677,   152,   15
 新 竹 縣 , 男 ,"   230,167","   3,861","   15,012","   3,634","   3,393","   4,010","   3,975","   18,877","   16,783","   18,060","   18,715","   17,755","   20,367","   20,935","   17,798","   14,187","   9,109","   8,011","   8,479","   7,536","   7,052","   4,233","   2,154",   915,   274,   50,   4
, 女 ,"   209,546","   3,514","   13,606","   3,330","   3,053","   3,648","   3,575","   17,313","   15,569","   16,996","   17,810","   17,045","   18,110","   17,673","   14,726","   12,652","   8,482","   7,609","   8,066","   6,964","   5,732","   3,865","   2,202","   1,096",   403,   102,   11
, 計 ,"   559,703","   7,781","   30,495","   7,392","   6,664","   8,209","   8,230","   40,289","   40,118","   47,661","   49,254","   43,835","   43,832","   45,077","   41,829","   36,107","   25,367","   22,633","   23,991","   21,470","   18,060","   11,519","   6,246","   3,054",   889,   175,   21
 苗 栗 縣 , 男 ,"   293,952","   4,034","   15,916","   3,880","   3,519","   4,316","   4,201","   21,070","   20,719","   24,611","   25,310","   23,579","   24,079","   24,809","   22,822","   19,052","   13,192","   11,659","   12,410","   10,995","   9,364","   5,641","   2,968","   1,323",   336,   57,   6
, 女 ,"   265,751","   3,747","   14,579","   3,512","   3,145","   3,893","   4,029","   19,219","   19,399","   23,050","   23,944","   20,256","   19,753","   20,268","   19,007","   17,055","   12,175","   10,974","   11,581","   10,475","   8,696","   5,878","   3,278","   1,731",   553,   118,   15
, 計 ,"   1,494,308","   20,685","   87,315","   20,698","   19,244","   23,543","   23,830","   119,229","   118,331","   139,408","   145,325","   120,246","   123,692","   128,037","   118,715","   103,929","   67,199","   49,633","   45,499","   38,189","   33,575","   20,212","   9,626","   4,213","   1,035",   194,   21
 臺 中 縣 , 男 ,"   766,922","   10,766","   45,524","   10,873","   9,889","   12,412","   12,350","   62,035","   61,394","   71,735","   74,801","   61,459","   63,057","   64,625","   60,372","   52,620","   34,267","   24,897","   22,454","   19,654","   19,427","   11,104","   4,557","   1,749",   350,   72,   3
, 女 ,"   727,386","   9,919","   41,791","   9,825","   9,355","   11,131","   11,480","   57,194","   56,937","   67,673","   70,524","   58,787","   60,635","   63,412","   58,343","   51,309","   32,932","   24,736","   23,045","   18,535","   14,148","   9,108","   5,069","   2,464",   685,   122,   18
, 計 ,"   1,310,531","   18,464","   73,259","   17,822","   16,724","   19,530","   19,183","   94,127","   97,665","   119,873","   128,121","   105,507","   100,747","   103,751","   97,629","   86,559","   60,500","   49,250","   51,617","   45,857","   35,739","   22,753","   11,920","   5,358","   1,580",   232,   23
 彰 化 縣 , 男 ,"   679,393","   9,771","   38,204","   9,348","   8,647","   10,144","   10,065","   49,268","   51,333","   61,757","   65,891","   55,212","   53,733","   55,395","   51,879","   45,431","   31,672","   25,491","   26,021","   22,649","   17,669","   10,474","   4,929","   2,004",   527,   78,   5
, 女 ,"   631,138","   8,693","   35,055","   8,474","   8,077","   9,386","   9,118","   44,859","   46,332","   58,116","   62,230","   50,295","   47,014","   48,356","   45,750","   41,128","   28,828","   23,759","   25,596","   23,208","   18,070","   12,279","   6,991","   3,354","   1,053",   154,   18
, 計 ,"   541,537","   7,131","   28,999","   6,930","   6,633","   7,780","   7,656","   37,507","   37,235","   45,393","   47,827","   41,319","   43,003","   44,889","   41,785","   37,160","   26,318","   22,012","   23,573","   20,834","   17,156","   10,727","   5,396","   2,460",   700,   98,   15
 南 投 縣 , 男 ,"   282,873","   3,677","   15,067","   3,654","   3,461","   4,010","   3,942","   19,465","   19,395","   23,315","   24,760","   21,659","   23,326","   24,441","   22,554","   19,915","   13,694","   11,238","   11,897","   10,547","   8,898","   5,269","   2,386","   1,062",   272,   33,   3
, 女 ,"   258,664","   3,454","   13,932","   3,276","   3,172","   3,770","   3,714","   18,042","   17,840","   22,078","   23,067","   19,660","   19,677","   20,448","   19,231","   17,245","   12,624","   10,774","   11,676","   10,287","   8,258","   5,458","   3,010","   1,398",   428,   65,   12
, 計 ,"   743,368","   10,790","   40,630","   10,172","   9,436","   10,880","   10,142","   45,494","   46,635","   59,471","   69,836","   59,769","   58,087","   57,316","   52,435","   48,904","   37,384","   33,662","   36,667","   32,456","   25,377","   15,177","   8,362","   3,764","   1,019",   121,   12
 雲 林 縣 , 男 ,"   392,911","   5,736","   21,477","   5,407","   4,917","   5,781","   5,372","   23,726","   24,356","   30,767","   35,469","   32,043","   33,854","   33,621","   29,833","   26,962","   20,108","   17,329","   18,393","   15,627","   12,004","   6,609","   3,263","   1,361",   328,   41,   4
, 女 ,"   350,457","   5,054","   19,153","   4,765","   4,519","   5,099","   4,770","   21,768","   22,279","   28,704","   34,367","   27,726","   24,233","   23,695","   22,602","   21,942","   17,276","   16,333","   18,274","   16,829","   13,373","   8,568","   5,099","   2,403",   691,   80,   8
, 計 ,"   562,305","   8,495","   30,734","   7,484","   7,349","   8,262","   7,639","   33,852","   33,381","   42,888","   49,560","   44,666","   45,376","   45,916","   41,724","   37,061","   26,893","   24,278","   27,715","   25,859","   20,751","   12,610","   6,509","   3,101",   817,   106,   13
 嘉 義 縣 , 男 ,"   296,936","   4,547","   16,017","   3,847","   3,860","   4,325","   3,985","   17,510","   17,267","   22,118","   25,138","   23,693","   25,964","   27,047","   23,972","   20,548","   14,179","   12,139","   13,707","   12,512","   10,202","   5,975","   2,803","   1,257",   304,   34,   3
, 女 ,"   265,369","   3,948","   14,717","   3,637","   3,489","   3,937","   3,654","   16,342","   16,114","   20,770","   24,422","   20,973","   19,412","   18,869","   17,752","   16,513","   12,714","   12,139","   14,008","   13,347","   10,549","   6,635","   3,706","   1,844",   513,   72,   10
, 計 ,"   1,107,687","   14,215","   56,088","   13,370","   12,567","   15,292","   14,859","   74,023","   74,310","   90,314","   99,382","   84,443","   90,001","   96,972","   90,804","   77,920","   52,940","   42,425","   44,730","   43,248","   35,919","   21,902","   10,940","   5,415","   1,452",   227,   17
 臺 南 縣 , 男 ,"   572,550","   7,421","   29,423","   6,990","   6,605","   8,097","   7,731","   38,210","   38,492","   46,474","   51,001","   43,380","   47,083","   51,862","   48,692","   41,232","   27,332","   21,304","   21,954","   21,362","   18,699","   10,874","   4,952","   2,180",   534,   81,   8
, 女 ,"   535,137","   6,794","   26,665","   6,380","   5,962","   7,195","   7,128","   35,813","   35,818","   43,840","   48,381","   41,063","   42,918","   45,110","   42,112","   36,688","   25,608","   21,121","   22,776","   21,886","   17,220","   11,028","   5,988","   3,235",   918,   146,   9
, 計 ,"   1,234,707","   16,655","   64,720","   15,545","   14,650","   17,340","   17,185","   84,278","   81,801","   99,539","   118,935","   106,918","   105,866","   105,928","   100,153","   92,540","   62,911","   47,899","   43,438","   36,294","   32,039","   20,281","   9,398","   4,000",   941,   155,   18
 高 雄 縣 , 男 ,"   641,615","   8,709","   33,545","   8,027","   7,541","   9,077","   8,900","   43,865","   42,395","   51,381","   61,344","   55,966","   56,560","   56,344","   51,616","   46,580","   31,494","   24,184","   21,303","   19,050","   18,896","   11,329","   4,784","   1,817",   370,   77,   6
, 女 ,"   593,092","   7,946","   31,175","   7,518","   7,109","   8,263","   8,285","   40,413","   39,406","   48,158","   57,591","   50,952","   49,306","   49,584","   48,537","   45,960","   31,417","   23,715","   22,135","   17,244","   13,143","   8,952","   4,614","   2,183",   571,   78,   12
, 計 ,"   907,590","   11,847","   47,792","   11,079","   10,823","   12,874","   13,016","   61,718","   60,553","   73,175","   84,221","   72,404","   73,564","   75,062","   70,804","   64,876","   45,900","   37,378","   37,555","   32,789","   27,556","   17,284","   8,732","   3,475",   765,   130,   10
 屏 東 縣 , 男 ,"   473,928","   6,202","   25,038","   5,808","   5,609","   6,759","   6,862","   32,060","   31,198","   37,641","   43,188","   38,232","   40,135","   40,505","   37,412","   34,017","   23,654","   19,119","   19,157","   16,454","   14,772","   8,872","   4,275","   1,612",   324,   57,   4
, 女 ,"   433,662","   5,645","   22,754","   5,271","   5,214","   6,115","   6,154","   29,658","   29,355","   35,534","   41,033","   34,172","   33,429","   34,557","   33,392","   30,859","   22,246","   18,259","   18,398","   16,335","   12,784","   8,412","   4,457","   1,863",   441,   73,   6
, 計 ,"   245,312","   3,183","   13,406","   3,214","   3,164","   3,555","   3,473","   16,070","   15,401","   19,702","   22,319","   20,677","   20,319","   20,113","   18,282","   16,449","   11,961","   9,932","   9,845","   8,857","   8,379","   5,958","   2,845","   1,236",   317,   54,   7
 臺 東 縣 , 男 ,"   131,806","   1,661","   6,970","   1,697","   1,651","   1,844","   1,778","   8,438","   8,153","   10,146","   11,619","   11,353","   11,927","   11,621","   10,087","   8,475","   5,975","   4,974","   4,802","   4,404","   4,941","   3,681","   1,662",   737,   144,   33,   3
, 女 ,"   113,506","   1,522","   6,436","   1,517","   1,513","   1,711","   1,695","   7,632","   7,248","   9,556","   10,700","   9,324","   8,392","   8,492","   8,195","   7,974","   5,986","   4,958","   5,043","   4,453","   3,438","   2,277","   1,183",   499,   173,   21,   4
, 計 ,"   353,630","   4,340","   18,757","   4,366","   4,191","   5,073","   5,127","   24,632","   23,220","   28,907","   32,040","   28,812","   28,066","   28,599","   27,758","   25,055","   17,794","   14,157","   13,531","   11,909","   11,769","   7,956","   3,933","   1,781",   488,   96,   30
 花 蓮 縣 , 男 ,"   187,174","   2,249","   9,766","   2,266","   2,253","   2,591","   2,656","   12,601","   11,966","   14,919","   16,690","   15,358","   15,558","   15,523","   14,671","   13,018","   8,977","   7,015","   6,584","   6,198","   7,237","   5,066","   2,426","   1,046",   231,   52,   23
, 女 ,"   166,456","   2,091","   8,991","   2,100","   1,938","   2,482","   2,471","   12,031","   11,254","   13,988","   15,350","   13,454","   12,508","   13,076","   13,087","   12,037","   8,817","   7,142","   6,947","   5,711","   4,532","   2,890","   1,507",   735,   257,   44,   7
, 計 ,"   89,496","   1,198","   4,367","   1,077","   1,006","   1,232","   1,052","   5,445","   5,601","   7,077","   8,121","   7,310","   6,840","   6,717","   6,414","   5,700","   4,356","   3,488","   3,978","   4,469","   3,760","   2,518","   1,326",   600,   165,   42,   4
 澎 湖 縣 , 男 ,"   46,877",   644,"   2,296",   569,   532,   647,   548,"   2,815","   2,872","   3,663","   4,281","   3,980","   3,784","   3,761","   3,521","   2,964","   2,171","   1,744","   2,020","   2,245","   2,015","   1,214",   583,   238,   48,   16,   2
, 女 ,"   42,619",   554,"   2,071",   508,   474,   585,   504,"   2,630","   2,729","   3,414","   3,840","   3,330","   3,056","   2,956","   2,893","   2,736","   2,185","   1,744","   1,958","   2,224","   1,745","   1,304",   743,   362,   117,   26,   2
, 計 ,"   388,425","   4,762","   19,314","   4,514","   4,333","   5,113","   5,354","   27,924","   27,569","   30,224","   33,299","   31,924","   34,070","   35,403","   33,635","   29,723","   18,881","   13,709","   13,781","   11,407","   10,291","   7,134","   3,384","   1,471",   408,   91,   21
 基 隆 市 , 男 ,"   199,061","   2,491","   10,103","   2,348","   2,244","   2,647","   2,864","   14,500","   14,323","   15,627","   17,065","   16,451","   17,572","   18,165","   17,118","   14,912","   9,393","   6,579","   6,489","   5,775","   5,721","   4,075","   1,775",   738,   151,   29,   9
, 女 ,"   189,364","   2,271","   9,211","   2,166","   2,089","   2,466","   2,490","   13,424","   13,246","   14,597","   16,234","   15,473","   16,498","   17,238","   16,517","   14,811","   9,488","   7,130","   7,292","   5,632","   4,570","   3,059","   1,609",   733,   257,   62,   12
, 計 ,"   368,439","   5,300","   21,471","   5,074","   4,712","   5,809","   5,876","   29,465","   27,644","   29,849","   30,807","   28,973","   33,595","   33,430","   30,024","   26,068","   16,734","   12,600","   11,302","   9,472","   9,548","   6,916","   3,350","   1,392",   364,   103,   32
 新 竹 市 , 男 ,"   187,972","   2,787","   11,236","   2,670","   2,506","   3,016","   3,044","   15,242","   14,477","   15,445","   15,768","   14,303","   16,900","   16,976","   15,057","   13,117","   8,299","   5,961","   5,217","   4,622","   5,528","   4,176","   1,906",   723,   167,   52,   13
, 女 ,"   180,467","   2,513","   10,235","   2,404","   2,206","   2,793","   2,832","   14,223","   13,167","   14,404","   15,039","   14,670","   16,695","   16,454","   14,967","   12,951","   8,435","   6,639","   6,085","   4,850","   4,020","   2,740","   1,444",   669,   197,   51,   19
, 計 ,"   965,790","   12,921","   58,533","   13,504","   12,516","   16,059","   16,454","   81,863","   76,979","   80,118","   77,991","   75,003","   92,269","   94,256","   82,937","   70,349","   44,104","   29,783","   26,006","   20,861","   19,428","   12,819","   6,059","   2,647",   692,   141,   31
 臺 中 市 , 男 ,"   477,183","   6,637","   30,616","   7,043","   6,669","   8,353","   8,551","   42,583","   40,126","   41,076","   39,100","   35,165","   42,289","   44,081","   39,818","   34,438","   21,609","   14,032","   12,031","   10,289","   11,210","   7,383","   3,147","   1,210",   280,   49,   14
, 女 ,"   488,607","   6,284","   27,917","   6,461","   5,847","   7,706","   7,903","   39,280","   36,853","   39,042","   38,891","   39,838","   49,980","   50,175","   43,119","   35,911","   22,495","   15,751","   13,975","   10,572","   8,218","   5,436","   2,912","   1,437",   412,   92,   17
, 計 ,"   266,183","   3,120","   13,873","   3,152","   3,010","   3,784","   3,927","   20,865","   20,571","   22,414","   23,572","   20,417","   21,952","   22,676","   21,110","   19,212","   13,137","   10,179","   10,005","   8,547","   6,800","   4,411","   2,135",   906,   236,   38,   7
 嘉 義 市 , 男 ,"   133,793","   1,653","   7,234","   1,712","   1,575","   1,915","   2,032","   10,907","   10,624","   11,413","   12,164","   10,243","   10,845","   11,065","   10,508","   9,566","   6,480","   4,894","   4,704","   4,123","   3,545","   2,314","   1,031",   376,   84,   17,   3
, 女 ,"   132,390","   1,467","   6,639","   1,440","   1,435","   1,869","   1,895","   9,958","   9,947","   11,001","   11,408","   10,174","   11,107","   11,611","   10,602","   9,646","   6,657","   5,285","   5,301","   4,424","   3,255","   2,097","   1,104",   530,   152,   21,   4
, 計 ,"   734,650","   8,304","   34,939","   8,025","   7,511","   9,687","   9,716","   52,611","   56,986","   64,409","   67,353","   57,683","   61,779","   65,570","   64,261","   56,479","   36,934","   26,752","   24,103","   19,991","   16,738","   11,173","   5,602","   2,314",   547,   99,   23
 臺 南 市 , 男 ,"   369,942","   4,289","   18,230","   4,165","   3,979","   5,009","   5,077","   27,303","   29,536","   32,933","   34,473","   28,886","   30,221","   31,723","   31,789","   28,389","   18,648","   13,193","   11,368","   9,674","   9,196","   5,969","   2,825","   1,020",   221,   46,   10
, 女 ,"   364,708","   4,015","   16,709","   3,860","   3,532","   4,678","   4,639","   25,308","   27,450","   31,476","   32,880","   28,797","   31,558","   33,847","   32,472","   28,090","   18,286","   13,559","   12,735","   10,317","   7,542","   5,204","   2,777","   1,294",   326,   53,   13
, 計 ,"   2,646,474","   32,919","   140,723","   33,513","   32,089","   38,177","   36,944","   171,935","   174,096","   199,915","   205,047","   194,627","   220,807","   235,291","   239,294","   226,694","   155,183","   103,701","   90,323","   77,734","   75,324","   55,441","   28,910","   13,391","   3,789",   984,   346
 臺 北 市 , 男 ,"   1,309,308","   17,153","   73,154","   17,505","   16,731","   19,814","   19,104","   90,537","   91,137","   102,357","   102,902","   93,065","   101,910","   110,302","   113,137","   109,554","   75,473","   49,296","   41,382","   38,481","   42,529","   31,760","   15,995","   6,862","   1,748",   430,   144
, 女 ,"   1,337,166","   15,766","   67,569","   16,008","   15,358","   18,363","   17,840","   81,398","   82,959","   97,558","   102,145","   101,562","   118,897","   124,989","   126,157","   117,140","   79,710","   54,405","   48,941","   39,253","   32,795","   23,681","   12,915","   6,529","   2,041",   554,   202
, 計 ,"   1,490,560","   17,351","   72,475","   16,626","   15,834","   19,752","   20,263","   103,816","   106,151","   127,547","   137,684","   124,870","   128,881","   129,959","   128,372","   121,792","   81,410","   56,316","   47,239","   38,192","   33,222","   21,168","   9,271","   3,741",   897,   180,   26
 高 雄 市 , 男 ,"   752,776","   9,102","   37,379","   8,590","   8,151","   10,147","   10,491","   54,092","   55,341","   65,405","   70,133","   62,604","   64,193","   63,672","   62,304","   59,809","   40,470","   27,954","   22,390","   19,453","   19,498","   11,982","   4,820","   1,745",   349,   73,   8
, 女 ,"   737,784","   8,249","   35,096","   8,036","   7,683","   9,605","   9,772","   49,724","   50,810","   62,142","   67,551","   62,266","   64,688","   66,287","   66,068","   61,983","   40,940","   28,362","   24,849","   18,739","   13,724","   9,186","   4,451","   1,996",   548,   107,   18
, 計 ,"   60,565",   855,"   3,001",   751,   691,   787,   772,"   3,853","   4,569","   5,737","   5,877","   4,940","   3,907","   3,991","   4,233","   3,941","   2,594","   2,441","   2,868","   2,818","   1,887","   1,430",   828,   508,   210,   64,   13
 福 建 省 , 男 ,"   31,692",   441,"   1,563",   404,   364,   386,   409,"   1,988","   2,352","   2,988","   3,073","   2,741","   2,221","   2,255","   2,221","   1,900","   1,304","   1,362","   1,668","   1,590",   825,   598,   354,   155,   66,   24,   3
, 女 ,"   28,873",   414,"   1,438",   347,   327,   401,   363,"   1,865","   2,217","   2,749","   2,804","   2,199","   1,686","   1,736","   2,012","   2,041","   1,290","   1,079","   1,200","   1,228","   1,062",   832,   474,   353,   144,   40,   10
, 計 ,"   53,832",   763,"   2,676",   665,   619,   699,   693,"   3,406","   4,102","   5,148","   5,238","   4,338","   3,435","   3,485","   3,647","   3,487","   2,243","   2,218","   2,632","   2,591","   1,688","   1,287",   723,   454,   199,   60,   12
 金 門 縣 , 男 ,"   27,901",   388,"   1,397",   359,   327,   347,   364,"   1,751","   2,113","   2,665","   2,718","   2,389","   1,924","   1,957","   1,877","   1,620","   1,103","   1,212","   1,532","   1,476",   722,   527,   307,   139,   60,   21,   3
, 女 ,"   25,931",   375,"   1,279",   306,   292,   352,   329,"   1,655","   1,989","   2,483","   2,520","   1,949","   1,511","   1,528","   1,770","   1,867","   1,140","   1,006","   1,100","   1,115",   966,   760,   416,   315,   139,   39,   9
, 計 ,"   6,733",   92,   325,   86,   72,   88,   79,   447,   467,   589,   639,   602,   472,   506,   586,   454,   351,   223,   236,   227,   199,   143,   105,   54,   11,   4,   1
 連 江 縣 , 男 ,"   3,791",   53,   166,   45,   37,   39,   45,   237,   239,   323,   355,   352,   297,   298,   344,   280,   201,   150,   136,   114,   103,   71,   47,   16,   6,   3,—
, 女 ,"   2,942",   39,   159,   41,   35,   49,   34,   210,   228,   266,   284,   250,   175,   208,   242,   174,   150,   73,   100,   113,   96,   72,   58,   38,   5,   1,   1
