 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  79 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 女 ,"   216,682","   3,471","   13,577","   3,453","   3,670","   3,348","   3,106","   18,962","   20,412","   20,114","   22,918","   21,223","   17,666","   15,321","   10,242","   9,911","   10,641","   9,236","   7,518","   5,780","   4,165","   2,994","   1,652",   695,   184,—,—
, 計 ,"   1,355,175","   22,293","   91,011","   22,335","   24,468","   22,185","   22,023","   140,784","   142,511","   123,531","   126,601","   129,431","   125,038","   110,075","   69,940","   52,030","   46,824","   43,762","   52,322","   36,659","   21,326","   12,127","   5,726","   2,363",   821,—,—
 桃 園 縣 , 男 ,"   708,492","   11,633","   47,298","   11,577","   12,752","   11,505","   11,464","   72,629","   73,102","   63,220","   64,851","   64,806","   62,533","   55,057","   34,732","   25,394","   22,930","   25,245","   36,338","   24,652","   13,298","   6,891","   2,669",   956,   258,—,—
, 女 ,"   646,683","   10,660","   43,713","   10,758","   11,716","   10,680","   10,559","   68,155","   69,409","   60,311","   61,750","   64,625","   62,505","   55,018","   35,208","   26,636","   23,894","   18,517","   15,984","   12,007","   8,028","   5,236","   3,057","   1,407",   563,—,—
, 計 ,"   374,492","   7,125","   26,116","   6,703","   6,987","   6,238","   6,188","   33,556","   34,528","   32,939","   37,243","   37,813","   31,171","   25,588","   17,322","   15,651","   16,979","   15,737","   15,353","   11,099","   7,310","   4,801","   2,623","   1,132",   406,—,—
 新 竹 縣 , 男 ,"   197,465","   3,724","   13,528","   3,466","   3,609","   3,249","   3,204","   17,167","   17,847","   16,854","   19,255","   20,360","   17,173","   13,638","   9,023","   8,115","   8,889","   8,457","   8,953","   6,207","   3,929","   2,496","   1,220",   481,   149,—,—
, 女 ,"   177,027","   3,401","   12,588","   3,237","   3,378","   2,989","   2,984","   16,389","   16,681","   16,085","   17,988","   17,453","   13,998","   11,950","   8,299","   7,536","   8,090","   7,280","   6,400","   4,892","   3,381","   2,305","   1,403",   651,   257,—,—
, 計 ,"   547,609","   9,696","   36,151","   9,226","   9,749","   8,820","   8,356","   48,781","   49,929","   48,974","   55,676","   54,762","   44,443","   36,373","   25,676","   23,544","   25,649","   24,225","   22,254","   16,179","   11,072","   7,758","   4,164","   1,778",   525,—,—
 苗 栗 縣 , 男 ,"   286,438","   5,079","   18,764","   4,809","   5,106","   4,534","   4,315","   25,175","   25,531","   25,348","   28,606","   29,632","   24,545","   19,367","   13,474","   12,202","   13,494","   12,734","   11,994","   8,372","   5,622","   3,829","   1,790",   704,   176,—,—
, 女 ,"   261,171","   4,617","   17,387","   4,417","   4,643","   4,286","   4,041","   23,606","   24,398","   23,626","   27,070","   25,130","   19,898","   17,006","   12,202","   11,342","   12,155","   11,491","   10,260","   7,807","   5,450","   3,929","   2,374","   1,074",   349,—,—
, 計 ,"   1,258,157","   21,367","   87,034","   21,088","   22,982","   21,602","   21,362","   131,287","   135,989","   114,268","   115,256","   119,347","   113,209","   101,140","   66,351","   50,985","   48,378","   44,220","   42,017","   29,509","   18,081","   11,541","   5,581","   2,058",   539,—,—
 臺 中 縣 , 男 ,"   649,206","   11,042","   44,910","   10,936","   11,879","   11,143","   10,952","   67,533","   69,696","   58,230","   58,767","   59,792","   57,882","   52,354","   34,554","   26,251","   24,623","   23,598","   25,028","   16,951","   9,298","   5,469","   2,306",   752,   170,—,—
, 女 ,"   608,951","   10,325","   42,124","   10,152","   11,103","   10,459","   10,410","   63,754","   66,293","   56,038","   56,489","   59,555","   55,327","   48,786","   31,797","   24,734","   23,755","   20,622","   16,989","   12,558","   8,783","   6,072","   3,275","   1,306",   369,—,—
, 計 ,"   1,245,288","   21,736","   85,436","   20,923","   22,353","   21,113","   21,047","   121,708","   128,649","   113,192","   118,453","   117,504","   101,986","   88,284","   62,280","   52,425","   56,186","   52,074","   44,328","   32,301","   22,207","   15,310","   7,841","   2,713",   675,—,—
 彰 化 縣 , 男 ,"   643,121","   11,332","   44,537","   10,963","   11,714","   11,025","   10,835","   62,738","   66,190","   58,162","   60,624","   61,601","   54,312","   46,661","   32,892","   27,581","   29,190","   26,684","   23,083","   15,952","   10,423","   6,954","   3,077",   924,   204,—,—
, 女 ,"   602,167","   10,404","   40,899","   9,960","   10,639","   10,088","   10,212","   58,970","   62,459","   55,030","   57,829","   55,903","   47,674","   41,623","   29,388","   24,844","   26,996","   25,390","   21,245","   16,349","   11,784","   8,356","   4,764","   1,789",   471,—,—
, 計 ,"   536,479","   9,190","   36,229","   9,085","   9,329","   8,799","   9,016","   47,523","   48,340","   46,874","   53,754","   53,071","   44,071","   37,322","   26,776","   24,373","   26,009","   24,125","   21,211","   15,442","   10,197","   6,960","   3,589","   1,193",   230,—,—
 南 投 縣 , 男 ,"   280,403","   4,785","   18,853","   4,734","   4,890","   4,551","   4,678","   24,486","   25,079","   23,695","   27,567","   28,283","   24,003","   20,073","   14,116","   12,793","   13,614","   12,830","   11,625","   8,137","   5,031","   3,367","   1,546",   441,   79,—,—
, 女 ,"   256,076","   4,405","   17,376","   4,351","   4,439","   4,248","   4,338","   23,037","   23,261","   23,179","   26,187","   24,788","   20,068","   17,249","   12,660","   11,580","   12,395","   11,295","   9,586","   7,305","   5,166","   3,593","   2,043",   752,   151,—,—
, 計 ,"   753,639","   12,030","   46,136","   11,315","   12,342","   11,589","   10,890","   60,538","   70,174","   67,619","   79,805","   71,330","   55,096","   49,275","   38,110","   35,551","   39,949","   37,297","   32,342","   22,750","   16,377","   11,405","   5,501","   1,889",   465,—,—
 雲 林 縣 , 男 ,"   393,890","   6,364","   23,937","   5,944","   6,325","   6,024","   5,644","   31,247","   35,796","   34,718","   42,054","   40,059","   31,165","   27,037","   20,581","   18,705","   20,743","   18,772","   16,341","   10,976","   7,502","   4,943","   2,117",   685,   148,—,—
, 女 ,"   359,749","   5,666","   22,199","   5,371","   6,017","   5,565","   5,246","   29,291","   34,378","   32,901","   37,751","   31,271","   23,931","   22,238","   17,529","   16,846","   19,206","   18,525","   16,001","   11,774","   8,875","   6,462","   3,384","   1,204",   317,—,—
, 計 ,"   552,277","   9,214","   33,538","   8,412","   9,109","   8,328","   7,689","   41,296","   45,388","   47,290","   58,703","   56,877","   43,105","   35,418","   26,273","   24,721","   29,504","   29,208","   25,906","   18,271","   12,310","   8,818","   4,502","   1,492",   443,—,—
 嘉 義 縣 , 男 ,"   290,090","   4,789","   17,216","   4,348","   4,686","   4,257","   3,925","   21,334","   23,057","   24,012","   30,875","   32,234","   25,046","   19,816","   14,006","   12,585","   14,988","   14,668","   13,485","   9,333","   6,009","   4,046","   1,865",   583,   143,—,—
, 女 ,"   262,187","   4,425","   16,322","   4,064","   4,423","   4,071","   3,764","   19,962","   22,331","   23,278","   27,828","   24,643","   18,059","   15,602","   12,267","   12,136","   14,516","   14,540","   12,421","   8,938","   6,301","   4,772","   2,637",   909,   300,—,—
, 計 ,"   1,026,983","   15,746","   62,585","   15,348","   17,045","   15,483","   14,709","   86,767","   94,497","   84,623","   97,920","   103,970","   90,145","   75,379","   52,036","   43,401","   47,795","   48,849","   44,534","   32,161","   20,492","   15,191","   7,570","   2,587",   735,—,—
 臺 南 縣 , 男 ,"   536,881","   8,253","   32,508","   7,948","   8,875","   8,059","   7,626","   44,557","   48,627","   43,450","   50,924","   56,055","   49,317","   40,560","   27,257","   22,266","   24,173","   25,043","   24,429","   17,408","   10,430","   7,123","   3,158","   1,084",   259,—,—
, 女 ,"   490,102","   7,493","   30,077","   7,400","   8,170","   7,424","   7,083","   42,210","   45,870","   41,173","   46,996","   47,915","   40,828","   34,819","   24,779","   21,135","   23,622","   23,806","   20,105","   14,753","   10,062","   8,068","   4,412","   1,503",   476,—,—
, 計 ,"   1,119,263","   17,868","   68,077","   16,902","   18,365","   16,553","   16,257","   97,935","   110,749","   106,403","   111,304","   108,816","   98,971","   90,197","   62,126","   49,405","   46,598","   42,325","   40,707","   30,518","   18,346","   11,819","   5,038","   1,668",   393,—,—
 高 雄 縣 , 男 ,"   585,197","   9,349","   35,012","   8,612","   9,556","   8,464","   8,380","   50,244","   56,789","   54,518","   57,848","   57,374","   51,600","   46,679","   31,864","   25,459","   23,571","   22,972","   24,701","   17,928","   10,202","   6,007","   2,232",   714,   134,—,—
, 女 ,"   534,066","   8,519","   33,065","   8,290","   8,809","   8,089","   7,877","   47,691","   53,960","   51,885","   53,456","   51,442","   47,371","   43,518","   30,262","   23,946","   23,027","   19,353","   16,006","   12,590","   8,144","   5,812","   2,806",   954,   259,—,—
, 計 ,"   893,282","   13,732","   52,901","   13,021","   14,389","   12,925","   12,566","   74,553","   85,576","   80,046","   91,317","   88,184","   74,611","   66,524","   47,413","   40,056","   41,478","   38,397","   35,563","   26,981","   18,071","   11,441","   4,696","   1,430",   312,—,—
 屏 東 縣 , 男 ,"   468,577","   7,048","   27,359","   6,681","   7,403","   6,693","   6,582","   38,067","   43,734","   41,150","   47,549","   47,698","   40,062","   35,457","   24,989","   20,948","   21,620","   20,087","   19,902","   14,752","   9,545","   5,820","   2,118",   562,   110,—,—
, 女 ,"   424,705","   6,684","   25,542","   6,340","   6,986","   6,232","   5,984","   36,486","   41,842","   38,896","   43,768","   40,486","   34,549","   31,067","   22,424","   19,108","   19,858","   18,310","   15,661","   12,229","   8,526","   5,621","   2,578",   868,   202,—,—
, 計 ,"   256,803","   3,586","   13,953","   3,491","   3,732","   3,273","   3,457","   20,214","   23,236","   25,579","   28,731","   25,029","   20,025","   17,247","   12,657","   10,713","   11,225","   10,837","   11,512","   9,740","   6,232","   3,976","   1,621",   558,   132,—,—
 臺 東 縣 , 男 ,"   141,062","   1,894","   7,417","   1,857","   1,961","   1,773","   1,826","   10,341","   11,919","   13,206","   15,939","   14,871","   11,562","   9,233","   6,525","   5,529","   5,673","   5,712","   7,137","   6,390","   3,997","   2,555",   842,   257,   63,—,—
, 女 ,"   115,741","   1,692","   6,536","   1,634","   1,771","   1,500","   1,631","   9,873","   11,317","   12,373","   12,792","   10,158","   8,463","   8,014","   6,132","   5,184","   5,552","   5,125","   4,375","   3,350","   2,235","   1,421",   779,   301,   69,—,—
, 計 ,"   352,233","   4,963","   20,043","   5,003","   5,187","   4,859","   4,994","   29,042","   32,887","   32,977","   35,489","   33,165","   28,849","   25,643","   18,635","   15,478","   15,482","   14,587","   15,958","   12,678","   8,015","   5,109","   2,177",   810,   246,—,—
 花 蓮 縣 , 男 ,"   189,957","   2,540","   10,260","   2,535","   2,644","   2,529","   2,552","   14,917","   17,013","   16,869","   18,928","   18,230","   15,746","   13,577","   9,622","   7,908","   7,854","   7,901","   10,255","   8,355","   5,211","   3,164","   1,091",   408,   108,—,—
, 女 ,"   162,276","   2,423","   9,783","   2,468","   2,543","   2,330","   2,442","   14,125","   15,874","   16,108","   16,561","   14,935","   13,103","   12,066","   9,013","   7,570","   7,628","   6,686","   5,703","   4,323","   2,804","   1,945","   1,086",   402,   138,—,—
, 計 ,"   95,932","   1,252","   4,984","   1,155","   1,356","   1,274","   1,199","   7,405","   8,802","   9,632","   10,827","   8,853","   7,260","   6,054","   4,573","   3,694","   4,293","   4,874","   4,639","   3,522","   2,290","   1,547",   903,   398,   130,—,—
 澎 湖 縣 , 男 ,"   50,664",   669,"   2,515",   575,   681,   644,   615,"   3,779","   4,548","   4,995","   5,852","   5,075","   4,141","   3,192","   2,312","   1,871","   2,249","   2,560","   2,690","   1,891","   1,120",   697,   341,   129,   38,—,—
, 女 ,"   45,268",   583,"   2,469",   580,   675,   630,   584,"   3,626","   4,254","   4,637","   4,975","   3,778","   3,119","   2,862","   2,261","   1,823","   2,044","   2,314","   1,949","   1,631","   1,170",   850,   562,   269,   92,—,—
, 計 ,"   352,919","   5,331","   20,483","   5,119","   5,637","   4,878","   4,849","   29,523","   32,937","   32,102","   34,651","   35,264","   33,268","   29,492","   19,180","   14,471","   15,247","   13,462","   13,525","   10,807","   6,450","   4,029","   1,807",   677,   213,—,—
 基 隆 市 , 男 ,"   183,403","   2,783","   10,702","   2,734","   2,934","   2,554","   2,480","   15,225","   16,932","   16,422","   17,792","   18,436","   17,217","   14,982","   9,674","   7,138","   7,465","   7,118","   7,988","   6,515","   3,699","   2,226",   781,   255,   53,—,—
, 女 ,"   169,516","   2,548","   9,781","   2,385","   2,703","   2,324","   2,369","   14,298","   16,005","   15,680","   16,859","   16,828","   16,051","   14,510","   9,506","   7,333","   7,782","   6,344","   5,537","   4,292","   2,751","   1,803","   1,026",   422,   160,—,—
, 計 ,"   324,426","   5,552","   21,805","   5,417","   5,817","   5,367","   5,204","   30,722","   31,854","   28,208","   29,116","   31,216","   29,936","   26,915","   17,482","   13,507","   12,431","   11,049","   12,119","   10,401","   6,103","   3,651","   1,595",   612,   152,—,—
 新 竹 市 , 男 ,"   168,061","   2,946","   11,565","   2,854","   3,075","   2,855","   2,781","   16,073","   16,548","   14,728","   14,775","   15,602","   14,927","   13,520","   8,786","   6,535","   5,878","   5,603","   7,163","   6,563","   3,715","   2,059",   770,   256,   49,—,—
, 女 ,"   156,365","   2,606","   10,240","   2,563","   2,742","   2,512","   2,423","   14,649","   15,306","   13,480","   14,341","   15,614","   15,009","   13,395","   8,696","   6,972","   6,553","   5,446","   4,956","   3,838","   2,388","   1,592",   825,   356,   103,—,—
, 計 ,"   761,802","   11,745","   47,715","   11,399","   12,572","   11,951","   11,793","   79,695","   82,780","   64,333","   65,687","   72,997","   73,826","   69,447","   45,285","   32,434","   28,630","   23,858","   23,954","   18,086","   10,750","   6,387","   2,947","   1,001",   245,—,—
 臺 中 市 , 男 ,"   385,094","   6,112","   24,892","   6,013","   6,579","   6,222","   6,078","   40,840","   42,492","   32,839","   33,168","   35,434","   35,329","   33,644","   22,457","   15,814","   13,838","   12,469","   14,228","   10,784","   5,876","   3,169","   1,250",   391,   68,—,—
, 女 ,"   376,708","   5,633","   22,823","   5,386","   5,993","   5,729","   5,715","   38,855","   40,288","   31,494","   32,519","   37,563","   38,497","   35,803","   22,828","   16,620","   14,792","   11,389","   9,726","   7,302","   4,874","   3,218","   1,697",   610,   177,—,—
, 計 ,"   257,597","   3,383","   14,219","   3,396","   3,759","   3,566","   3,498","   23,838","   27,193","   23,088","   24,549","   24,441","   22,195","   20,772","   14,557","   11,516","   11,554","   10,839","   9,383","   6,964","   4,435","   2,765","   1,347",   444,   115,—,—
 嘉 義 市 , 男 ,"   131,237","   1,773","   7,295","   1,750","   1,964","   1,840","   1,741","   12,269","   14,003","   11,814","   12,626","   12,576","   11,247","   10,387","   7,292","   5,648","   5,548","   5,461","   5,111","   3,838","   2,308","   1,289",   548,   179,   25,—,—
, 女 ,"   126,360","   1,610","   6,924","   1,646","   1,795","   1,726","   1,757","   11,569","   13,190","   11,274","   11,923","   11,865","   10,948","   10,385","   7,265","   5,868","   6,006","   5,378","   4,272","   3,126","   2,127","   1,476",   799,   265,   90,—,—
, 計 ,"   683,251","   9,830","   42,065","   10,006","   11,332","   10,500","   10,227","   67,012","   72,368","   58,857","   60,841","   66,085","   66,895","   60,578","   39,852","   29,408","   27,299","   23,665","   21,046","   16,174","   10,539","   6,586","   2,867",   987,   297,—,—
 臺 南 市 , 男 ,"   347,935","   5,085","   21,840","   5,224","   5,875","   5,420","   5,321","   34,424","   37,288","   30,123","   30,586","   32,409","   33,314","   30,679","   20,440","   14,874","   13,222","   11,878","   11,881","   9,083","   5,674","   3,287","   1,296",   436,   116,—,—
, 女 ,"   335,316","   4,745","   20,225","   4,782","   5,457","   5,080","   4,906","   32,588","   35,080","   28,734","   30,255","   33,676","   33,581","   29,899","   19,412","   14,534","   14,077","   11,787","   9,165","   7,091","   4,865","   3,299","   1,571",   551,   181,—,—
, 計 ,"   2,719,659","   38,927","   156,356","   38,039","   40,946","   38,347","   39,024","   232,764","   246,006","   214,701","   226,147","   261,323","   281,991","   269,497","   189,045","   129,680","   111,603","   94,685","   92,053","   75,820","   48,674","   30,125","   13,108","   5,520","   1,634",—,—
 臺 北 市 , 男 ,"   1,372,234","   20,345","   80,566","   19,553","   21,076","   19,849","   20,088","   120,234","   126,878","   109,209","   112,136","   125,604","   135,507","   130,735","   93,413","   63,852","   54,260","   48,890","   52,955","   43,900","   27,688","   16,493","   6,490","   2,496",   583,—,—
, 女 ,"   1,347,425","   18,582","   75,790","   18,486","   19,870","   18,498","   18,936","   112,530","   119,128","   105,492","   114,011","   135,719","   146,484","   138,762","   95,632","   65,828","   57,343","   45,795","   39,098","   31,920","   20,986","   13,632","   6,618","   3,024","   1,051",—,—
, 計 ,"   1,386,723","   20,613","   82,293","   19,748","   22,377","   20,224","   19,944","   130,076","   148,671","   127,945","   124,970","   128,453","   132,974","   131,670","   90,067","   63,899","   55,085","   45,275","   41,609","   30,419","   17,054","   9,929","   4,077","   1,300",   344,—,—
 高 雄 市 , 男 ,"   709,716","   10,629","   42,407","   10,095","   11,552","   10,448","   10,312","   66,954","   76,818","   65,536","   63,935","   63,957","   64,959","   64,762","   45,726","   32,772","   27,257","   24,012","   25,275","   17,876","   9,505","   4,962","   1,763",   508,   103,—,—
, 女 ,"   677,007","   9,984","   39,886","   9,653","   10,825","   9,776","   9,632","   63,122","   71,853","   62,409","   61,035","   64,496","   68,015","   66,908","   44,341","   31,127","   27,828","   21,263","   16,334","   12,543","   7,549","   4,967","   2,314",   792,   241,—,—
, 計 ,"   48,339",   698,"   3,509",   799,   897,   900,   913,"   5,492","   6,029","   5,022","   2,885","   3,026","   3,323","   3,036","   2,253","   2,068","   2,380","   2,447","   1,817","   1,432","   1,066",   885,   536,   288,   147,—,—
 福 建 省 , 男 ,"   25,050",   366,"   1,783",   418,   450,   453,   462,"   2,863","   3,018","   2,698","   1,756","   1,683","   1,627","   1,380","   1,113","   1,159","   1,393","   1,424",   927,   706,   502,   331,   181,   95,   45,—,—
, 女 ,"   23,289",   332,"   1,726",   381,   447,   447,   451,"   2,629","   3,011","   2,324","   1,129","   1,343","   1,696","   1,656","   1,140",   909,   987,"   1,023",   890,   726,   564,   554,   355,   193,   102,—,—
, 計 ,"   42,754",   619,"   3,228",   732,   811,   826,   859,"   4,938","   5,287","   4,290","   2,415","   2,626","   2,838","   2,667","   1,951","   1,888","   2,192","   2,263","   1,622","   1,277",   956,   782,   501,   273,   141,—,—
 金 門 縣 , 男 ,"   22,006",   325,"   1,646",   383,   406,   418,   439,"   2,576","   2,660","   2,328","   1,477","   1,432","   1,365","   1,179",   953,"   1,036","   1,280","   1,330",   806,   603,   440,   275,   166,   86,   43,—,—
, 女 ,"   20,748",   294,"   1,582",   349,   405,   408,   420,"   2,362","   2,627","   1,962",   938,"   1,194","   1,473","   1,488",   998,   852,   912,   933,   816,   674,   516,   507,   335,   187,   98,—,—
, 計 ,"   5,585",   79,   281,   67,   86,   74,   54,   554,   742,   732,   470,   400,   485,   369,   302,   180,   188,   184,   195,   155,   110,   103,   35,   15,   6,—,—
 連 江 縣 , 男 ,"   3,044",   41,   137,   35,   44,   35,   23,   287,   358,   370,   279,   251,   262,   201,   160,   123,   113,   94,   121,   103,   62,   56,   15,   9,   2,—,—
, 女 ,"   2,541",   38,   144,   32,   42,   39,   31,   267,   384,   362,   191,   149,   223,   168,   142,   57,   75,   90,   74,   52,   48,   47,   20,   6,   4,—,—
