 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  68 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 女 ,"   397,783","   8,351","   32,641","   8,560","   8,124","   8,668","   7,289","   37,388","   45,630","   52,609","   45,101","   30,400","   19,281","   20,253","   21,515","   21,187","   17,428","   13,684","   10,407","   9,415","   6,463","   3,477","   1,794",   582,   177,—,—
, 計 ,"   957,811","   20,700","   79,486","   21,311","   19,884","   20,756","   17,535","   85,479","   101,038","   122,411","   114,422","   82,367","   47,369","   46,274","   49,251","   51,482","   45,485","   34,858","   25,310","   23,517","   14,901","   7,852","   4,012","   1,229",   368,—,—
 臺 南 縣 , 男 ,"   500,291","   10,670","   40,925","   11,086","   10,102","   10,776","   8,961","   44,143","   51,710","   62,972","   61,433","   45,409","   25,226","   23,755","   25,176","   27,040","   25,433","   18,745","   13,179","   11,683","   6,996","   3,639","   1,625",   429,   103,—,—
, 女 ,"   457,520","   10,030","   38,561","   10,225","   9,782","   9,980","   8,574","   41,336","   49,328","   59,439","   52,989","   36,958","   22,143","   22,519","   24,075","   24,442","   20,052","   16,113","   12,131","   11,834","   7,905","   4,213","   2,387",   800,   265,—,—
, 計 ,"   975,754","   21,448","   91,022","   22,966","   22,340","   24,272","   21,444","   107,337","   110,450","   114,092","   103,721","   89,849","   56,708","   50,660","   46,197","   45,418","   44,184","   33,698","   22,526","   18,630","   10,760","   5,446","   2,587",   794,   227,—,—
 高 雄 縣 , 男 ,"   512,603","   11,206","   47,025","   11,875","   11,586","   12,594","   10,970","   55,078","   56,522","   58,379","   53,626","   46,378","   29,378","   26,266","   23,801","   25,951","   27,668","   19,926","   12,540","   9,827","   5,289","   2,424",   977,   285,   57,—,—
, 女 ,"   463,151","   10,242","   43,997","   11,091","   10,754","   11,678","   10,474","   52,259","   53,928","   55,713","   50,095","   43,471","   27,330","   24,394","   22,396","   19,467","   16,516","   13,772","   9,986","   8,803","   5,471","   3,022","   1,610",   509,   170,—,—
, 計 ,"   884,311","   19,201","   75,422","   19,540","   19,013","   19,695","   17,174","   87,068","   101,550","   110,276","   99,558","   77,772","   47,552","   45,053","   44,401","   42,569","   39,175","   31,788","   23,570","   19,583","   11,098","   5,383","   2,302",   775,   215,—,—
 屏 東 縣 , 男 ,"   466,199","   10,013","   38,861","   10,030","   9,768","   10,157","   8,906","   44,677","   52,061","   56,684","   52,876","   42,834","   25,661","   23,991","   23,397","   23,051","   22,382","   17,569","   12,756","   10,517","   5,313","   2,382",   868,   249,   57,—,—
, 女 ,"   418,112","   9,188","   36,561","   9,510","   9,245","   9,538","   8,268","   42,391","   49,489","   53,592","   46,682","   34,938","   21,891","   21,062","   21,004","   19,518","   16,793","   14,219","   10,814","   9,066","   5,785","   3,001","   1,434",   526,   158,—,—
, 計 ,"   281,582","   5,473","   22,984","   5,840","   5,519","   6,089","   5,536","   30,203","   34,455","   36,293","   30,292","   20,814","   13,810","   12,889","   13,017","   13,177","   14,655","   11,795","   8,438","   6,840","   3,663","   1,783",   701,   236,   64,—,—
 臺 東 縣 , 男 ,"   154,332","   2,839","   11,814","   3,025","   2,826","   3,137","   2,826","   15,495","   17,650","   18,880","   16,820","   11,486","   7,345","   6,871","   6,813","   7,491","   9,573","   7,703","   5,479","   4,540","   2,143",   949,   308,   114,   19,—,—
, 女 ,"   127,250","   2,634","   11,170","   2,815","   2,693","   2,952","   2,710","   14,708","   16,805","   17,413","   13,472","   9,328","   6,465","   6,018","   6,204","   5,686","   5,082","   4,092","   2,959","   2,300","   1,520",   834,   393,   122,   45,—,—
, 計 ,"   352,968","   6,757","   28,575","   7,035","   7,040","   7,612","   6,888","   36,380","   40,317","   42,902","   38,085","   28,381","   18,229","   17,278","   16,326","   16,833","   18,733","   15,539","   11,177","   8,183","   5,021","   2,631","   1,110",   369,   142,—,—
 花 蓮 縣 , 男 ,"   193,400","   3,494","   14,727","   3,664","   3,576","   3,927","   3,560","   18,559","   20,759","   22,046","   20,527","   15,382","   9,447","   8,991","   8,337","   9,696","   12,645","   10,771","   7,726","   5,258","   2,878","   1,431",   534,   148,   44,—,—
, 女 ,"   159,568","   3,263","   13,848","   3,371","   3,464","   3,685","   3,328","   17,821","   19,558","   20,856","   17,558","   12,999","   8,782","   8,287","   7,989","   7,137","   6,088","   4,768","   3,451","   2,925","   2,143","   1,200",   576,   221,   98,—,—
, 計 ,"   108,784","   2,037","   8,515","   2,095","   2,085","   2,258","   2,077","   11,528","   13,921","   14,768","   12,049","   7,681","   4,695","   4,266","   4,820","   5,607","   5,584","   4,308","   2,747","   2,363","   1,718","   1,119",   694,   269,   95,—,—
 澎 湖 縣 , 男 ,"   56,866","   1,047","   4,468","   1,133","   1,078","   1,181","   1,076","   5,932","   7,096","   7,555","   6,694","   4,017","   2,348","   2,145","   2,520","   3,171","   3,418","   2,414","   1,423","   1,130",   737,   416,   238,   71,   26,—,—
, 女 ,"   51,918",   990,"   4,047",   962,"   1,007","   1,077","   1,001","   5,596","   6,825","   7,213","   5,355","   3,664","   2,347","   2,121","   2,300","   2,436","   2,166","   1,894","   1,324","   1,233",   981,   703,   456,   198,   69,—,—
, 計 ,"   345,392","   6,372","   28,382","   7,020","   6,944","   7,605","   6,813","   36,369","   38,330","   40,723","   39,048","   32,895","   19,158","   18,066","   16,670","   15,916","   16,662","   13,489","   9,230","   6,835","   3,859","   2,163",   854,   283,   88,—,—
 基 隆 市 , 男 ,"   181,976","   3,315","   14,548","   3,595","   3,582","   3,907","   3,464","   18,769","   19,716","   21,241","   20,220","   16,674","   9,655","   9,169","   8,232","   8,835","   10,262","   8,415","   5,618","   4,023","   1,907",   953,   325,   78,   21,—,—
, 女 ,"   163,416","   3,057","   13,834","   3,425","   3,362","   3,698","   3,349","   17,600","   18,614","   19,482","   18,828","   16,221","   9,503","   8,897","   8,438","   7,081","   6,400","   5,074","   3,612","   2,812","   1,952","   1,210",   529,   205,   67,—,—
, 計 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
 新 竹 市 , 男 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
, 女 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
, 計 ,"   585,205","   11,797","   51,978","   13,032","   12,393","   14,125","   12,428","   64,578","   66,589","   63,343","   59,834","   58,850","   38,967","   34,358","   29,303","   26,402","   26,474","   19,844","   13,227","   9,422","   5,648","   2,909","   1,198",   384,   100,—,—
 臺 中 市 , 男 ,"   301,679","   6,101","   26,834","   6,731","   6,421","   7,267","   6,415","   33,355","   34,630","   32,438","   29,755","   28,771","   19,184","   16,612","   14,523","   14,531","   16,160","   11,905","   7,564","   5,003","   2,545","   1,220",   422,   103,   23,—,—
, 女 ,"   283,526","   5,696","   25,144","   6,301","   5,972","   6,858","   6,013","   31,223","   31,959","   30,905","   30,079","   30,079","   19,783","   17,746","   14,780","   11,871","   10,314","   7,939","   5,663","   4,419","   3,103","   1,689",   776,   281,   77,—,—
, 計 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
 嘉 義 市 , 男 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
, 女 ,—,,—,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—
, 計 ,"   572,590","   12,103","   51,746","   13,255","   12,513","   14,225","   11,753","   59,713","   62,359","   62,934","   62,425","   58,166","   36,874","   32,499","   28,805","   26,048","   23,691","   19,077","   13,738","   10,673","   6,188","   3,335","   1,545",   541,   130,—,—
 臺 南 市 , 男 ,"   296,668","   6,332","   26,667","   6,812","   6,513","   7,321","   6,021","   30,653","   32,172","   32,390","   31,887","   29,898","   18,914","   16,325","   14,172","   13,603","   13,664","   10,995","   7,693","   5,780","   3,085","   1,575",   656,   171,   36,—,—
, 女 ,"   275,922","   5,771","   25,079","   6,443","   6,000","   6,904","   5,732","   29,060","   30,187","   30,544","   30,538","   28,268","   17,960","   16,174","   14,633","   12,445","   10,027","   8,082","   6,045","   4,893","   3,103","   1,760",   889,   370,   94,—,—
, 計 ,"   2,196,237","   38,079","   178,199","   44,067","   42,068","   49,441","   42,623","   222,929","   226,786","   225,036","   227,621","   237,490","   160,490","   131,857","   110,169","   101,830","   106,033","   86,588","   57,840","   41,781","   23,047","   12,426","   5,392","   1,976",   668,—,—
 臺 北 市 , 男 ,"   1,139,966","   19,713","   91,965","   22,914","   21,580","   25,640","   21,831","   115,459","   117,400","   115,115","   111,362","   113,171","   78,029","   64,415","   53,641","   57,099","   66,362","   54,936","   35,729","   24,441","   12,318","   5,869","   2,132",   654,   156,—,—
, 女 ,"   1,056,271","   18,366","   86,234","   21,153","   20,488","   23,801","   20,792","   107,470","   109,386","   109,921","   116,259","   124,319","   82,461","   67,442","   56,528","   44,731","   39,671","   31,652","   22,111","   17,340","   10,729","   6,557","   3,260","   1,322",   512,—,—
, 計 ,"   1,172,977","   24,973","   112,421","   27,598","   26,966","   30,804","   27,053","   135,389","   131,364","   123,672","   118,446","   122,428","   83,339","   71,390","   58,702","   51,251","   48,745","   36,158","   22,606","   16,310","   8,734","   4,478","   1,820",   587,   164,—,—
 高 雄 市 , 男 ,"   608,602","   13,000","   58,123","   14,169","   13,962","   16,029","   13,963","   70,108","   68,068","   63,764","   58,236","   59,223","   41,954","   36,705","   29,544","   28,745","   30,531","   21,947","   13,172","   8,538","   4,115","   1,914",   672,   195,   48,—,—
, 女 ,"   564,375","   11,973","   54,298","   13,429","   13,004","   14,775","   13,090","   65,281","   63,296","   59,908","   60,210","   63,205","   41,385","   34,685","   29,158","   22,506","   18,214","   14,211","   9,434","   7,772","   4,619","   2,564","   1,148",   392,   116,—,—
, 計 ,"   63,753","   1,365","   6,118","   1,527","   1,511","   1,578","   1,502","   8,894","   10,270","   6,272","   4,612","   4,213","   2,831","   2,862","   3,124","   3,147","   2,452","   2,073","   1,498","   1,481",   986,   788,   413,   250,   104,—,—
 福 建 省 , 男 ,"   33,314",   675,"   3,179",   793,   765,   852,   769,"   4,649","   5,236","   3,761","   2,646","   2,044","   1,344","   1,538","   1,826","   1,769","   1,175","   1,108",   793,   650,   393,   299,   138,   68,   23,—,—
, 女 ,"   30,439",   690,"   2,939",   734,   746,   726,   733,"   4,245","   5,034","   2,511","   1,966","   2,169","   1,487","   1,324","   1,298","   1,378","   1,277",   965,   705,   831,   593,   489,   275,   182,   81,—,—
, 計 ,"   53,944","   1,145","   5,101","   1,289","   1,275","   1,314","   1,223","   7,494","   8,794","   5,315","   3,717","   3,441","   2,311","   2,500","   2,774","   2,807","   2,092","   1,745","   1,202","   1,250",   866,   689,   369,   234,   98,—,—
 金 門 縣 , 男 ,"   27,785",   575,"   2,656",   672,   660,   699,   625,"   3,910","   4,448","   3,133","   2,061","   1,555","   1,077","   1,325","   1,633","   1,607",   971,   913,   619,   519,   329,   242,   125,   64,   23,—,—
, 女 ,"   26,159",   570,"   2,445",   617,   615,   615,   598,"   3,584","   4,346","   2,182","   1,656","   1,886","   1,234","   1,175","   1,141","   1,200","   1,121",   832,   583,   731,   537,   447,   244,   170,   75,—,—
, 計 ,"   9,809",   220,"   1,017",   238,   236,   264,   279,"   1,400","   1,476",   957,   895,   772,   520,   362,   350,   340,   360,   328,   296,   231,   120,   99,   44,   16,   6,—,—
 連 江 縣 , 男 ,"   5,529",   100,   523,   121,   105,   153,   144,   739,   788,   628,   585,   489,   267,   213,   193,   162,   204,   195,   174,   131,   64,   57,   13,   4,—,—,—
, 女 ,"   4,280",   120,   494,   117,   131,   111,   135,   661,   688,   329,   310,   283,   253,   149,   157,   178,   156,   133,   122,   100,   56,   42,   31,   12,   6,—,—
