 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  86 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 計 ,"   3,420,535","   44,461","   197,047","   46,832","   48,634","   49,605","   51,976","   273,297","   279,695","   336,083","   296,997","   290,041","   317,526","   327,140","   296,688","   227,979","   127,584","   112,568","   85,657","   78,451","   61,770","   37,856","   18,716","   7,987","   2,322",   520,   150
 臺 北 縣 , 男 ,"   1,733,428","   23,208","   102,196","   24,293","   25,037","   25,679","   27,187","   142,647","   143,829","   173,611","   152,326","   145,254","   153,189","   159,440","   146,098","   113,540","   64,070","   54,740","   42,044","   45,083","   36,179","   21,366","   9,670","   3,688",   968,   213,   69
, 女 ,"   1,687,107","   21,253","   94,851","   22,539","   23,597","   23,926","   24,789","   130,650","   135,866","   162,472","   144,671","   144,787","   164,337","   167,700","   150,590","   114,439","   63,514","   57,828","   43,613","   33,368","   25,591","   16,490","   9,046","   4,299","   1,354",   307,   81
, 計 ,"   466,603","   7,028","   29,043","   7,232","   7,315","   7,134","   7,362","   34,365","   34,660","   42,024","   40,832","   40,974","   39,473","   37,664","   33,015","   25,980","   17,880","   21,408","   19,193","   16,618","   12,293","   7,709","   4,198","   1,739",   435,   63,   9
 宜 蘭 縣 , 男 ,"   241,958","   3,680","   15,107","   3,916","   3,788","   3,673","   3,730","   18,024","   17,825","   21,525","   20,954","   21,495","   21,140","   19,689","   17,035","   13,232","   9,070","   10,842","   9,859","   9,044","   6,775","   3,866","   1,948",   675,   152,   16,   5
, 女 ,"   224,645","   3,348","   13,936","   3,316","   3,527","   3,461","   3,632","   16,341","   16,835","   20,499","   19,878","   19,479","   18,333","   17,975","   15,980","   12,748","   8,810","   10,566","   9,334","   7,574","   5,518","   3,843","   2,250","   1,064",   283,   47,   4
, 計 ,"   1,614,471","   25,702","   107,895","   26,716","   26,989","   27,044","   27,146","   139,022","   135,508","   152,600","   133,740","   141,151","   151,788","   145,422","   124,771","   92,413","   54,136","   50,030","   40,715","   47,206","   37,045","   19,819","   9,985","   4,083","   1,135",   269,   36
 桃 園 縣 , 男 ,"   834,135","   13,348","   56,325","   14,044","   13,902","   14,264","   14,115","   72,820","   70,241","   78,444","   68,305","   70,759","   75,680","   73,132","   62,438","   45,406","   26,162","   23,638","   20,413","   31,271","   25,246","   12,226","   5,674","   2,072",   443,   83,   9
, 女 ,"   780,336","   12,354","   51,570","   12,672","   13,087","   12,780","   13,031","   66,202","   65,267","   74,156","   65,435","   70,392","   76,108","   72,290","   62,333","   47,007","   27,974","   26,392","   20,302","   15,935","   11,799","   7,593","   4,311","   2,011",   692,   186,   27
, 計 ,"   421,721","   7,377","   30,237","   7,669","   7,516","   7,627","   7,425","   34,574","   31,578","   36,449","   33,890","   36,696","   38,679","   35,603","   28,706","   21,810","   14,977","   16,965","   15,624","   14,630","   11,064","   6,657","   3,785","   1,738",   541,   127,   14
 新 竹 縣 , 男 ,"   221,796","   3,834","   15,698","   4,016","   3,844","   3,937","   3,901","   18,099","   16,241","   18,887","   17,470","   19,125","   20,848","   19,599","   15,441","   11,465","   7,696","   8,723","   8,116","   8,082","   6,115","   3,444","   1,879",   796,   196,   39,   3
, 女 ,"   199,925","   3,543","   14,539","   3,653","   3,672","   3,690","   3,524","   16,475","   15,337","   17,562","   16,420","   17,571","   17,831","   16,004","   13,265","   10,345","   7,281","   8,242","   7,508","   6,548","   4,949","   3,213","   1,906",   942,   345,   88,   11
, 計 ,"   560,344","   8,427","   34,964","   8,901","   8,684","   8,672","   8,707","   41,556","   42,738","   50,766","   47,134","   47,867","   46,230","   44,790","   38,546","   31,200","   21,860","   25,221","   23,163","   21,345","   15,521","   9,871","   5,715","   2,510",   746,   154,   20
 苗 栗 縣 , 男 ,"   294,720","   4,440","   18,243","   4,563","   4,531","   4,605","   4,544","   21,547","   22,013","   26,087","   24,559","   25,809","   25,573","   24,672","   20,798","   16,396","   11,317","   13,135","   11,967","   11,192","   8,053","   4,852","   2,692","   1,058",   261,   51,   5
, 女 ,"   265,624","   3,987","   16,721","   4,338","   4,153","   4,067","   4,163","   20,009","   20,725","   24,679","   22,575","   22,058","   20,657","   20,118","   17,748","   14,804","   10,543","   12,086","   11,196","   10,153","   7,468","   5,019","   3,023","   1,452",   485,   103,   15
, 計 ,"   1,447,761","   22,247","   93,741","   23,530","   23,083","   23,186","   23,942","   119,977","   124,921","   147,537","   128,298","   121,726","   127,384","   124,320","   110,575","   85,250","   52,143","   50,065","   42,147","   39,371","   28,805","   16,510","   8,416","   3,279",   893,   143,   13
 臺 中 縣 , 男 ,"   744,377","   11,667","   48,581","   12,170","   11,893","   12,110","   12,408","   62,491","   64,469","   75,997","   65,750","   62,014","   64,193","   63,362","   56,340","   43,746","   26,416","   25,066","   21,236","   22,310","   16,739","   8,553","   3,780","   1,303",   319,   41,   4
, 女 ,"   703,384","   10,580","   45,160","   11,360","   11,190","   11,076","   11,534","   57,486","   60,452","   71,540","   62,548","   59,712","   63,191","   60,958","   54,235","   41,504","   25,727","   24,999","   20,911","   17,061","   12,066","   7,957","   4,636","   1,976",   574,   102,   9
, 計 ,"   1,297,744","   19,418","   79,030","   20,150","   19,707","   19,453","   19,720","   97,695","   107,612","   129,240","   117,869","   107,096","   105,491","   103,573","   91,210","   75,088","   49,262","   54,144","   50,375","   43,282","   30,983","   19,758","   10,419","   4,797","   1,231",   150,   21
 彰 化 縣 , 男 ,"   673,396","   10,099","   41,295","   10,606","   10,291","   10,128","   10,270","   51,400","   55,672","   66,603","   60,747","   56,373","   56,286","   55,548","   48,356","   39,392","   25,824","   28,053","   25,288","   21,788","   15,128","   8,870","   4,405","   1,797",   418,   47,   7
, 女 ,"   624,348","   9,319","   37,735","   9,544","   9,416","   9,325","   9,450","   46,295","   51,940","   62,637","   57,122","   50,723","   49,205","   48,025","   42,854","   35,696","   23,438","   26,091","   25,087","   21,494","   15,855","   10,888","   6,014","   3,000",   813,   103,   14
, 計 ,"   546,707","   8,044","   33,499","   8,386","   8,345","   8,437","   8,331","   39,007","   40,814","   48,670","   45,473","   46,310","   45,971","   44,989","   39,269","   32,631","   21,677","   24,952","   22,924","   20,779","   14,955","   9,107","   4,896","   2,121",   530,   85,   4
 南 投 縣 , 男 ,"   286,080","   4,197","   17,338","   4,340","   4,282","   4,375","   4,341","   20,417","   21,018","   25,018","   23,360","   24,590","   25,149","   24,458","   21,201","   17,345","   11,157","   12,801","   11,652","   10,857","   7,808","   4,373","   2,234",   876,   193,   37,   1
, 女 ,"   260,627","   3,847","   16,161","   4,046","   4,063","   4,062","   3,990","   18,590","   19,796","   23,652","   22,113","   21,720","   20,822","   20,531","   18,068","   15,286","   10,520","   12,151","   11,272","   9,922","   7,147","   4,734","   2,662","   1,245",   337,   48,   3
, 計 ,"   751,913","   11,536","   44,394","   11,631","   11,478","   10,890","   10,395","   46,184","   53,026","   67,463","   67,738","   64,411","   61,233","   56,293","   49,890","   44,585","   33,479","   38,286","   35,582","   30,994","   21,457","   13,676","   7,533","   3,328",   746,   73,   6
 雲 林 縣 , 男 ,"   397,292","   6,082","   23,182","   6,136","   6,052","   5,641","   5,353","   24,156","   27,406","   34,554","   34,853","   35,504","   36,053","   32,673","   27,717","   24,610","   17,581","   19,671","   17,707","   15,095","   10,125","   5,811","   3,057","   1,184",   246,   22,   3
, 女 ,"   354,621","   5,454","   21,212","   5,495","   5,426","   5,249","   5,042","   22,028","   25,620","   32,909","   32,885","   28,907","   25,180","   23,620","   22,173","   19,975","   15,898","   18,615","   17,875","   15,899","   11,332","   7,865","   4,476","   2,144",   500,   51,   3
, 計 ,"   567,695","   8,755","   33,987","   8,841","   8,644","   8,419","   8,083","   35,108","   37,031","   47,275","   48,368","   49,165","   48,967","   45,653","   38,550","   33,113","   22,852","   28,264","   28,018","   24,953","   17,243","   10,994","   5,903","   2,773",   631,   80,   12
 嘉 義 縣 , 男 ,"   299,791","   4,542","   17,688","   4,629","   4,508","   4,333","   4,218","   18,257","   19,258","   24,147","   24,640","   26,653","   28,520","   26,591","   21,792","   18,037","   11,688","   14,178","   13,805","   12,460","   8,484","   5,163","   2,542","   1,088",   227,   27,   4
, 女 ,"   267,904","   4,213","   16,299","   4,212","   4,136","   4,086","   3,865","   16,851","   17,773","   23,128","   23,728","   22,512","   20,447","   19,062","   16,758","   15,076","   11,164","   14,086","   14,213","   12,493","   8,759","   5,831","   3,361","   1,685",   404,   53,   8
, 計 ,"   1,096,251","   15,333","   62,186","   15,492","   15,558","   15,369","   15,767","   76,744","   79,363","   98,254","   90,539","   89,428","   96,414","   96,456","   82,740","   66,917","   41,901","   45,994","   46,410","   42,886","   29,917","   18,821","   10,023","   4,695","   1,043",   169,   18
 臺 南 縣 , 男 ,"   568,164","   8,136","   32,185","   8,067","   8,090","   8,001","   8,027","   39,728","   40,997","   50,617","   46,318","   46,327","   51,115","   52,093","   44,248","   35,147","   21,383","   22,917","   22,876","   22,394","   15,726","   9,207","   4,416","   1,854",   411,   63,   6
, 女 ,"   528,087","   7,197","   30,001","   7,425","   7,468","   7,368","   7,740","   37,016","   38,366","   47,637","   44,221","   43,101","   45,299","   44,363","   38,492","   31,770","   20,518","   23,077","   23,534","   20,492","   14,191","   9,614","   5,607","   2,841",   632,   106,   12
, 計 ,"   1,227,160","   17,494","   72,636","   18,255","   18,285","   18,048","   18,048","   86,849","   86,514","   113,251","   114,334","   110,574","   109,038","   105,510","   96,129","   80,153","   49,184","   48,406","   40,851","   38,353","   28,630","   17,094","   8,065","   3,261",   704,   120,   10
 高 雄 縣 , 男 ,"   638,557","   9,122","   37,737","   9,481","   9,490","   9,382","   9,384","   45,150","   44,551","   58,466","   59,051","   58,006","   58,234","   55,368","   49,032","   40,329","   24,887","   24,213","   20,536","   22,158","   16,813","   9,226","   3,942","   1,395",   286,   52,   3
, 女 ,"   588,603","   8,372","   34,899","   8,774","   8,795","   8,666","   8,664","   41,699","   41,963","   54,785","   55,283","   52,568","   50,804","   50,142","   47,097","   39,824","   24,297","   24,193","   20,315","   16,195","   11,817","   7,868","   4,123","   1,866",   418,   68,   7
, 計 ,"   913,764","   13,142","   54,326","   13,787","   13,721","   13,620","   13,198","   62,454","   65,542","   82,898","   80,307","   78,794","   77,799","   75,322","   68,193","   57,396","   37,391","   40,483","   36,490","   33,143","   23,854","   15,210","   7,467","   2,865",   587,   88,   13
 屏 東 縣 , 男 ,"   478,226","   6,926","   28,368","   7,278","   7,139","   7,085","   6,866","   32,224","   33,773","   42,493","   41,337","   41,976","   42,654","   40,532","   35,706","   30,174","   19,164","   20,927","   18,515","   17,646","   12,848","   7,721","   3,667","   1,289",   241,   42,   3
, 女 ,"   435,538","   6,216","   25,958","   6,509","   6,582","   6,535","   6,332","   30,230","   31,769","   40,405","   38,970","   36,818","   35,145","   34,790","   32,487","   27,222","   18,227","   19,556","   17,975","   15,497","   11,006","   7,489","   3,800","   1,576",   346,   46,   10
, 計 ,"   253,002","   3,613","   15,069","   3,834","   3,774","   3,776","   3,685","   16,512","   17,427","   22,449","   23,244","   22,928","   21,900","   19,885","   17,700","   14,762","   10,346","   10,658","   9,855","   9,611","   8,269","   4,984","   2,537",   982,   223,   40,   8
 臺 東 縣 , 男 ,"   136,396","   1,866","   7,839","   1,967","   1,971","   1,997","   1,904","   8,620","   9,066","   11,513","   12,166","   12,900","   12,852","   11,275","   9,582","   7,523","   5,201","   5,274","   4,880","   5,446","   5,167","   2,999","   1,543",   555,   107,   18,   4
, 女 ,"   116,606","   1,747","   7,230","   1,867","   1,803","   1,779","   1,781","   7,892","   8,361","   10,936","   11,078","   10,028","   9,048","   8,610","   8,118","   7,239","   5,145","   5,384","   4,975","   4,165","   3,102","   1,985",   994,   427,   116,   22,   4
, 計 ,"   358,077","   5,057","   21,660","   5,426","   5,425","   5,386","   5,423","   24,450","   25,512","   32,233","   31,882","   30,721","   29,515","   29,074","   26,928","   21,846","   14,755","   14,831","   13,193","   13,100","   11,214","   6,776","   3,472","   1,380",   384,   81,   13
 花 蓮 縣 , 男 ,"   190,728","   2,611","   11,184","   2,836","   2,772","   2,771","   2,805","   12,551","   13,130","   16,709","   16,601","   16,524","   16,459","   15,447","   14,402","   11,182","   7,473","   7,317","   6,604","   7,784","   7,327","   4,340","   2,116",   727,   189,   41,   10
, 女 ,"   167,349","   2,446","   10,476","   2,590","   2,653","   2,615","   2,618","   11,899","   12,382","   15,524","   15,281","   14,197","   13,056","   13,627","   12,526","   10,664","   7,282","   7,514","   6,589","   5,316","   3,887","   2,436","   1,356",   653,   195,   40,   3
, 計 ,"   91,169","   1,226","   4,663","   1,112","   1,206","   1,164","   1,181","   5,616","   6,352","   7,994","   8,393","   7,711","   7,009","   6,913","   6,093","   5,269","   3,672","   3,911","   4,452","   4,456","   3,373","   2,218","   1,126",   559,   140,   22,   1
 澎 湖 縣 , 男 ,"   47,783",   646,"   2,449",   589,   616,   622,   622,"   2,860","   3,315","   4,118","   4,448","   4,256","   3,974","   3,758","   3,263","   2,693","   1,810","   1,963","   2,268","   2,404","   1,775","   1,044",   483,   201,   50,   5,—
, 女 ,"   43,386",   580,"   2,214",   523,   590,   542,   559,"   2,756","   3,037","   3,876","   3,945","   3,455","   3,035","   3,155","   2,830","   2,576","   1,862","   1,948","   2,184","   2,052","   1,598","   1,174",   643,   358,   90,   17,   1
, 計 ,"   379,370","   4,909","   21,853","   5,370","   5,474","   5,404","   5,605","   27,990","   27,101","   32,751","   32,459","   34,014","   35,125","   34,975","   31,168","   24,450","   13,746","   15,100","   12,523","   11,622","   9,454","   5,771","   2,797","   1,143",   329,   82,   8
 基 隆 市 , 男 ,"   195,483","   2,545","   11,369","   2,876","   2,851","   2,754","   2,888","   14,634","   14,005","   16,817","   16,738","   17,528","   18,101","   18,060","   15,872","   12,220","   6,741","   7,224","   6,113","   6,506","   5,576","   3,261","   1,501",   522,   117,   30,   3
, 女 ,"   183,887","   2,364","   10,484","   2,494","   2,623","   2,650","   2,717","   13,356","   13,096","   15,934","   15,721","   16,486","   17,024","   16,915","   15,296","   12,230","   7,005","   7,876","   6,410","   5,116","   3,878","   2,510","   1,296",   621,   212,   52,   5
, 計 ,"   351,800","   5,288","   22,350","   5,545","   5,608","   5,458","   5,739","   28,517","   27,711","   31,708","   28,064","   29,780","   32,161","   31,703","   27,701","   21,336","   13,097","   12,599","   10,311","   10,425","   9,207","   5,711","   2,699",   998,   345,   65,   24
 新 竹 市 , 男 ,"   180,465","   2,732","   11,556","   2,911","   2,900","   2,845","   2,900","   14,975","   14,379","   16,427","   14,339","   14,823","   16,274","   16,064","   13,925","   10,655","   6,401","   5,864","   4,897","   5,799","   5,641","   3,521","   1,509",   497,   148,   31,   8
, 女 ,"   171,335","   2,556","   10,794","   2,634","   2,708","   2,613","   2,839","   13,542","   13,332","   15,281","   13,725","   14,957","   15,887","   15,639","   13,776","   10,681","   6,696","   6,735","   5,414","   4,626","   3,566","   2,190","   1,190",   501,   197,   34,   16
, 計 ,"   901,961","   13,238","   56,909","   14,144","   14,049","   14,327","   14,389","   78,130","   76,323","   81,088","   69,056","   77,641","   89,039","   87,382","   74,995","   57,246","   32,042","   29,184","   23,090","   21,656","   17,296","   10,038","   4,944","   2,044",   489,   103,   28
 臺 中 市 , 男 ,"   448,268","   6,936","   29,679","   7,344","   7,347","   7,513","   7,475","   40,806","   39,528","   41,347","   34,513","   36,344","   41,265","   41,427","   36,680","   28,189","   15,428","   13,706","   10,969","   12,037","   10,234","   5,590","   2,464",   890,   188,   37,   11
, 女 ,"   453,693","   6,302","   27,230","   6,800","   6,702","   6,814","   6,914","   37,324","   36,795","   39,741","   34,543","   41,297","   47,774","   45,955","   38,315","   29,057","   16,614","   15,478","   12,121","   9,619","   7,062","   4,448","   2,480","   1,154",   301,   66,   17
, 計 ,"   262,822","   3,434","   14,708","   3,601","   3,671","   3,698","   3,738","   20,249","   21,331","   24,629","   22,292","   21,820","   22,398","   22,169","   20,089","   16,953","   10,656","   10,996","   9,728","   8,379","   6,319","   3,775","   1,853",   807,   206,   24,   7
 嘉 義 市 , 男 ,"   132,520","   1,748","   7,561","   1,821","   1,869","   1,906","   1,965","   10,521","   10,879","   12,704","   11,285","   10,985","   11,187","   11,073","   10,126","   8,364","   5,198","   5,298","   4,626","   4,316","   3,456","   1,941",   855,   315,   71,   9,   2
, 女 ,"   130,302","   1,686","   7,147","   1,780","   1,802","   1,792","   1,773","   9,728","   10,452","   11,925","   11,007","   10,835","   11,211","   11,096","   9,963","   8,589","   5,458","   5,698","   5,102","   4,063","   2,863","   1,834",   998,   492,   135,   15,   5
, 計 ,"   717,811","   8,731","   38,631","   9,148","   9,645","   9,621","   10,217","   54,296","   60,305","   68,607","   61,656","   59,388","   62,899","   66,150","   60,268","   48,162","   28,359","   26,664","   22,431","   19,759","   15,112","   9,267","   4,681","   1,899",   460,   69,   17
 臺 南 市 , 男 ,"   363,149","   4,525","   20,046","   4,798","   5,037","   4,928","   5,283","   28,376","   31,028","   35,121","   31,406","   29,670","   30,736","   32,220","   30,403","   24,544","   14,164","   12,932","   10,669","   10,658","   8,425","   4,931","   2,277",   800,   184,   26,   8
, 女 ,"   354,662","   4,206","   18,585","   4,350","   4,608","   4,693","   4,934","   25,920","   29,277","   33,486","   30,250","   29,718","   32,163","   33,930","   29,865","   23,618","   14,195","   13,732","   11,762","   9,101","   6,687","   4,336","   2,404","   1,099",   276,   43,   9
, 計 ,"   2,598,493","   34,422","   142,716","   35,888","   36,495","   35,291","   35,042","   175,824","   187,707","   214,254","   194,602","   206,471","   227,358","   242,447","   239,477","   199,954","   115,005","   101,541","   81,534","   82,194","   69,944","   45,542","   23,410","   10,152","   2,959",   727,   253
 臺 北 市 , 男 ,"   1,295,637","   17,895","   74,456","   18,534","   19,180","   18,463","   18,279","   92,731","   97,313","   109,567","   98,440","   98,872","   106,640","   114,120","   114,509","   97,236","   56,050","   47,743","   38,500","   45,363","   40,672","   26,220","   12,619","   5,056","   1,249",   284,   102
, 女 ,"   1,302,856","   16,527","   68,260","   17,354","   17,315","   16,828","   16,763","   83,093","   90,394","   104,687","   96,162","   107,599","   120,718","   128,327","   124,968","   102,718","   58,955","   53,798","   43,034","   36,831","   29,272","   19,322","   10,791","   5,096","   1,710",   443,   151
, 計 ,"   1,436,142","   17,784","   77,176","   18,852","   19,171","   19,162","   19,991","   104,481","   114,172","   138,206","   128,529","   123,608","   125,001","   128,449","   125,806","   104,670","   60,142","   54,214","   41,382","   37,358","   28,613","   15,933","   7,158","   2,717",   620,   103,   20
 高 雄 市 , 男 ,"   730,164","   9,147","   40,072","   9,675","   9,974","   10,057","   10,366","   54,546","   59,315","   70,691","   65,785","   62,580","   61,989","   62,600","   61,774","   52,088","   30,295","   26,558","   20,378","   21,425","   17,104","   8,816","   3,522","   1,194",   238,   43,   4
, 女 ,"   705,978","   8,637","   37,104","   9,177","   9,197","   9,105","   9,625","   49,935","   54,857","   67,515","   62,744","   61,028","   63,012","   65,849","   64,032","   52,582","   29,847","   27,656","   21,004","   15,933","   11,509","   7,117","   3,636","   1,523",   382,   60,   16
, 計 ,"   59,499",   740,"   2,968",   709,   729,   757,   773,"   4,118","   5,228","   5,824","   5,877","   4,355","   4,140","   4,029","   4,363","   3,276","   2,405","   2,610","   2,932","   2,366","   1,666","   1,171",   751,   464,   159,   45,   12
 福 建 省 , 男 ,"   31,251",   367,"   1,518",   377,   371,   392,   378,"   2,142","   2,691","   3,016","   3,217","   2,535","   2,362","   2,139","   2,178","   1,590","   1,295","   1,512","   1,744","   1,204",   714,   548,   270,   145,   49,   14,   1
, 女 ,"   28,248",   373,"   1,450",   332,   358,   365,   395,"   1,976","   2,537","   2,808","   2,660","   1,820","   1,778","   1,890","   2,185","   1,686","   1,110","   1,098","   1,188","   1,162",   952,   623,   481,   319,   110,   31,   11
, 計 ,"   51,080",   648,"   2,623",   630,   643,   672,   678,"   3,663","   4,740","   5,137","   4,929","   3,574","   3,370","   3,208","   3,622","   2,733","   2,020","   2,293","   2,609","   2,091","   1,473","   1,039",   673,   430,   149,   45,   11
 金 門 縣 , 男 ,"   26,499",   320,"   1,344",   332,   332,   346,   334,"   1,892","   2,436","   2,653","   2,684","   2,065","   1,873","   1,664","   1,760","   1,279","   1,061","   1,317","   1,583","   1,051",   609,   480,   240,   130,   43,   14,   1
, 女 ,"   24,581",   328,"   1,279",   298,   311,   326,   344,"   1,771","   2,304","   2,484","   2,245","   1,509","   1,497","   1,544","   1,862","   1,454",   959,   976,"   1,026","   1,040",   864,   559,   433,   300,   106,   31,   10
, 計 ,"   8,419",   92,   345,   79,   86,   85,   95,   455,   488,   687,   948,   781,   770,   821,   741,   543,   385,   317,   323,   275,   193,   132,   78,   34,   10,—,   1
 連 江 縣 , 男 ,"   4,752",   47,   174,   45,   39,   46,   44,   250,   255,   363,   533,   470,   489,   475,   418,   311,   234,   195,   161,   153,   105,   68,   30,   15,   6,—,—
, 女 ,"   3,667",   45,   171,   34,   47,   39,   51,   205,   233,   324,   415,   311,   281,   346,   323,   232,   151,   122,   162,   122,   88,   64,   48,   19,   4,—,   1
