 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
             中 華 民 國  90 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 女 ,"   633,434","   7,691","   34,613","   8,953","   8,399","   8,004","   9,257","   44,908","   45,734","   55,057","   62,025","   52,447","   46,176","   48,170","   46,353","   41,730","   32,616","   22,830","   25,416","   23,609","   18,859","   12,824","   7,587","   3,427","   1,172",   172,   18
, 計 ,"   541,818","   6,321","   28,128","   7,286","   6,764","   6,532","   7,546","   37,452","   37,537","   42,824","   47,729","   41,920","   41,853","   44,493","   42,584","   37,767","   29,262","   21,097","   23,800","   20,646","   17,681","   11,303","   5,985","   2,511",   790,   116,   19
 南 投 縣 , 男 ,"   282,669","   3,267","   14,569","   3,731","   3,555","   3,408","   3,875","   19,351","   19,627","   22,039","   24,557","   21,991","   22,626","   24,276","   22,980","   20,246","   15,250","   10,804","   11,986","   10,346","   9,073","   5,606","   2,637","   1,093",   297,   42,   6
, 女 ,"   259,149","   3,054","   13,559","   3,555","   3,209","   3,124","   3,671","   18,101","   17,910","   20,785","   23,172","   19,929","   19,227","   20,217","   19,604","   17,521","   14,012","   10,293","   11,814","   10,300","   8,608","   5,697","   3,348","   1,418",   493,   74,   13
, 計 ,"   743,562","   9,203","   40,519","   10,984","   9,940","   9,179","   10,416","   46,085","   46,145","   55,659","   68,363","   61,725","   56,350","   58,247","   53,076","   48,526","   41,028","   32,577","   36,906","   32,507","   26,531","   15,937","   9,159","   3,721","   1,143",   142,   13
 雲 林 縣 , 男 ,"   392,581","   4,860","   21,375","   5,774","   5,302","   4,787","   5,512","   24,091","   24,096","   28,924","   34,754","   32,632","   32,452","   34,209","   30,403","   26,755","   22,232","   16,778","   18,487","   15,734","   12,438","   7,054","   3,565","   1,342",   355,   40,   5
, 女 ,"   350,981","   4,343","   19,144","   5,210","   4,638","   4,392","   4,904","   21,994","   22,049","   26,735","   33,609","   29,093","   23,898","   24,038","   22,673","   21,771","   18,796","   15,799","   18,419","   16,773","   14,093","   8,883","   5,594","   2,379",   788,   102,   8
, 計 ,"   563,365","   7,130","   30,902","   8,609","   7,309","   7,070","   7,914","   34,149","   33,661","   40,430","   48,843","   45,095","   44,227","   46,043","   42,880","   37,416","   30,501","   22,661","   27,607","   25,657","   21,678","   12,973","   7,360","   3,102",   926,   109,   15
 嘉 義 縣 , 男 ,"   297,069","   3,733","   16,229","   4,603","   3,762","   3,721","   4,143","   17,681","   17,499","   20,971","   24,721","   23,696","   24,920","   26,970","   24,668","   20,843","   16,199","   11,397","   13,645","   12,390","   10,560","   6,127","   3,198","   1,251",   330,   37,   4
, 女 ,"   266,296","   3,397","   14,673","   4,006","   3,547","   3,349","   3,771","   16,468","   16,162","   19,459","   24,122","   21,399","   19,307","   19,073","   18,212","   16,573","   14,302","   11,264","   13,962","   13,267","   11,118","   6,846","   4,162","   1,851",   596,   72,   11
, 計 ,"   1,107,397","   11,695","   54,989","   14,582","   13,155","   12,315","   14,937","   73,048","   74,405","   85,072","   98,742","   86,838","   86,943","   95,291","   92,904","   79,550","   60,615","   40,119","   44,947","   42,652","   37,181","   22,882","   12,338","   5,303","   1,619",   241,   23
 臺 南 縣 , 男 ,"   571,753","   6,044","   28,851","   7,604","   6,902","   6,458","   7,887","   37,791","   38,545","   43,844","   50,720","   44,518","   45,292","   50,766","   49,821","   42,117","   31,426","   20,184","   22,121","   20,746","   19,122","   11,408","   5,613","   2,119",   601,   99,   5
, 女 ,"   535,644","   5,651","   26,138","   6,978","   6,253","   5,857","   7,050","   35,257","   35,860","   41,228","   48,022","   42,320","   41,651","   44,525","   43,083","   37,433","   29,189","   19,935","   22,826","   21,906","   18,059","   11,474","   6,725","   3,184","   1,018",   142,   18
, 計 ,"   1,236,958","   13,450","   63,922","   17,127","   15,384","   14,405","   17,006","   83,826","   82,787","   93,158","   116,257","   109,911","   104,414","   105,533","   101,353","   93,509","   72,101","   46,564","   44,799","   35,701","   32,526","   21,330","   10,545","   4,041","   1,049",   159,   23
 高 雄 縣 , 男 ,"   642,111","   7,020","   33,215","   8,949","   7,952","   7,399","   8,915","   43,607","   43,017","   48,094","   59,781","   57,488","   55,597","   56,331","   52,512","   47,185","   35,994","   23,368","   21,993","   18,164","   18,916","   12,057","   5,360","   1,894",   434,   77,   7
, 女 ,"   594,847","   6,430","   30,707","   8,178","   7,432","   7,006","   8,091","   40,219","   39,770","   45,064","   56,476","   52,423","   48,817","   49,202","   48,841","   46,324","   36,107","   23,196","   22,806","   17,537","   13,610","   9,273","   5,185","   2,147",   615,   82,   16
, 計 ,"   909,364","   9,982","   46,496","   12,161","   10,997","   10,706","   12,632","   62,153","   60,947","   68,478","   83,118","   74,175","   72,666","   74,951","   71,936","   65,372","   52,124","   35,617","   38,165","   32,760","   28,169","   18,023","   9,480","   3,708",   889,   137,   18
 屏 東 縣 , 男 ,"   473,866","   5,131","   24,253","   6,356","   5,749","   5,533","   6,615","   32,300","   31,377","   35,349","   42,508","   38,904","   39,406","   40,659","   38,145","   34,005","   27,003","   18,148","   19,501","   16,259","   14,864","   9,278","   4,579","   1,771",   357,   59,   10
, 女 ,"   435,498","   4,851","   22,243","   5,805","   5,248","   5,173","   6,017","   29,853","   29,570","   33,129","   40,610","   35,271","   33,260","   34,292","   33,791","   31,367","   25,121","   17,469","   18,664","   16,501","   13,305","   8,745","   4,901","   1,937",   532,   78,   8
, 計 ,"   244,612","   2,829","   13,079","   3,353","   3,191","   3,072","   3,463","   16,182","   15,438","   18,494","   21,720","   20,709","   20,047","   20,227","   18,488","   16,632","   13,330","   9,583","   9,965","   8,640","   8,354","   6,086","   3,084","   1,309",   341,   65,   10
 臺 東 縣 , 男 ,"   131,045","   1,471","   6,813","   1,749","   1,678","   1,595","   1,791","   8,415","   8,215","   9,485","   11,332","   11,294","   11,475","   11,775","   10,229","   8,747","   6,672","   4,779","   4,845","   4,232","   4,765","   3,709","   1,799",   784,   166,   39,   4
, 女 ,"   113,567","   1,358","   6,266","   1,604","   1,513","   1,477","   1,672","   7,767","   7,223","   9,009","   10,388","   9,415","   8,572","   8,452","   8,259","   7,885","   6,658","   4,804","   5,120","   4,408","   3,589","   2,377","   1,285",   525,   175,   26,   6
, 計 ,"   353,139","   3,849","   18,041","   4,553","   4,347","   4,156","   4,985","   24,800","   23,538","   26,941","   31,617","   29,289","   27,912","   28,086","   27,948","   25,551","   19,774","   13,915","   13,648","   11,673","   11,442","   8,353","   4,226","   1,871",   523,   107,   35
 花 蓮 縣 , 男 ,"   186,376","   1,987","   9,359","   2,347","   2,255","   2,220","   2,537","   12,768","   12,095","   13,854","   16,464","   15,538","   15,327","   15,386","   14,682","   13,375","   10,008","   6,839","   6,681","   5,841","   6,828","   5,272","   2,629","   1,103",   259,   54,   27
, 女 ,"   166,763","   1,862","   8,682","   2,206","   2,092","   1,936","   2,448","   12,032","   11,443","   13,087","   15,153","   13,751","   12,585","   12,700","   13,266","   12,176","   9,766","   7,076","   6,967","   5,832","   4,614","   3,081","   1,597",   768,   264,   53,   8
, 計 ,"   92,268","   1,065","   4,605","   1,253","   1,081","   1,035","   1,236","   5,524","   5,615","   6,685","   8,249","   7,873","   7,183","   7,018","   6,821","   6,004","   4,862","   3,668","   3,912","   4,392","   3,896","   2,626","   1,437",   609,   183,   37,   4
 澎 湖 縣 , 男 ,"   48,115",   571,"   2,418",   661,   563,   547,   647,"   2,862","   2,866","   3,487","   4,245","   4,197","   3,967","   3,905","   3,722","   3,155","   2,427","   1,814","   1,988","   2,164","   2,089","   1,302",   623,   239,   59,   14,   1
, 女 ,"   44,153",   494,"   2,187",   592,   518,   488,   589,"   2,662","   2,749","   3,198","   4,004","   3,676","   3,216","   3,113","   3,099","   2,849","   2,435","   1,854","   1,924","   2,228","   1,807","   1,324",   814,   370,   124,   23,   3
, 計 ,"   390,966","   3,772","   19,005","   4,964","   4,497","   4,342","   5,202","   27,877","   28,270","   28,561","   32,947","   32,191","   33,708","   35,361","   34,076","   30,668","   21,981","   12,955","   14,178","   11,536","   10,375","   7,566","   3,754","   1,603",   470,   89,   23
 基 隆 市 , 男 ,"   199,989","   1,992","   9,855","   2,564","   2,342","   2,251","   2,698","   14,462","   14,787","   14,740","   16,893","   16,573","   17,392","   18,118","   17,449","   15,407","   10,898","   6,253","   6,600","   5,626","   5,662","   4,262","   1,996",   799,   183,   32,   10
, 女 ,"   190,977","   1,780","   9,150","   2,400","   2,155","   2,091","   2,504","   13,415","   13,483","   13,821","   16,054","   15,618","   16,316","   17,243","   16,627","   15,261","   11,083","   6,702","   7,578","   5,910","   4,713","   3,304","   1,758",   804,   287,   57,   13
, 計 ,"   373,296","   4,704","   21,696","   5,650","   5,207","   4,839","   6,000","   29,883","   28,397","   28,346","   30,921","   29,586","   33,802","   33,751","   30,636","   26,556","   19,175","   12,453","   11,647","   9,411","   9,388","   7,219","   3,717","   1,461",   403,   105,   39
 新 竹 市 , 男 ,"   190,116","   2,478","   11,381","   2,958","   2,746","   2,551","   3,126","   15,437","   14,881","   14,712","   15,818","   14,708","   16,900","   17,127","   15,433","   13,253","   9,499","   5,965","   5,308","   4,477","   5,261","   4,323","   2,134",   775,   182,   47,   17
, 女 ,"   183,180","   2,226","   10,315","   2,692","   2,461","   2,288","   2,874","   14,446","   13,516","   13,634","   15,103","   14,878","   16,902","   16,624","   15,203","   13,303","   9,676","   6,488","   6,339","   4,934","   4,127","   2,896","   1,583",   686,   221,   58,   22
, 計 ,"   983,694","   10,838","   57,294","   14,191","   13,870","   12,829","   16,404","   83,262","   79,442","   76,881","   79,264","   77,072","   91,725","   95,972","   85,785","   72,793","   51,210","   29,796","   27,393","   21,054","   19,476","   13,784","   6,760","   2,876",   813,   163,   41
 臺 中 市 , 男 ,"   485,307","   5,650","   29,870","   7,349","   7,214","   6,791","   8,516","   43,343","   41,361","   39,601","   39,837","   36,386","   42,005","   44,639","   41,015","   35,615","   25,054","   14,038","   12,640","   10,023","   10,955","   7,972","   3,566","   1,338",   321,   60,   18
, 女 ,"   498,387","   5,188","   27,424","   6,842","   6,656","   6,038","   7,888","   39,919","   38,081","   37,280","   39,427","   40,686","   49,720","   51,333","   44,770","   37,178","   26,156","   15,758","   14,753","   11,031","   8,521","   5,812","   3,194","   1,538",   492,   103,   23
, 計 ,"   267,993","   2,588","   13,693","   3,355","   3,247","   3,122","   3,969","   21,156","   20,792","   21,060","   23,445","   21,239","   21,547","   22,937","   21,405","   19,449","   14,905","   9,848","   10,203","   8,474","   6,995","   4,602","   2,374",   958,   274,   42,   7
 嘉 義 市 , 男 ,"   134,621","   1,369","   7,208","   1,783","   1,752","   1,633","   2,040","   11,022","   10,809","   10,731","   12,095","   10,669","   10,575","   11,236","   10,630","   9,789","   7,258","   4,738","   4,808","   3,983","   3,575","   2,439","   1,178",   390,   98,   17,   4
, 女 ,"   133,372","   1,219","   6,485","   1,572","   1,495","   1,489","   1,929","   10,134","   9,983","   10,329","   11,350","   10,570","   10,972","   11,701","   10,775","   9,660","   7,647","   5,110","   5,395","   4,491","   3,420","   2,163","   1,196",   568,   176,   25,   3
, 計 ,"   740,846","   7,003","   34,765","   8,786","   8,218","   7,737","   10,024","   52,627","   57,757","   60,606","   66,863","   60,149","   60,944","   65,626","   65,003","   57,496","   42,809","   26,291","   24,724","   20,111","   17,067","   11,724","   6,075","   2,447",   620,   118,   21
 臺 南 市 , 男 ,"   372,567","   3,649","   18,098","   4,534","   4,287","   4,097","   5,180","   27,290","   29,991","   31,029","   34,286","   30,168","   29,916","   31,635","   32,002","   28,809","   21,550","   13,016","   11,667","   9,541","   9,167","   6,304","   3,067","   1,087",   235,   53,   7
, 女 ,"   368,279","   3,354","   16,667","   4,252","   3,931","   3,640","   4,844","   25,337","   27,766","   29,577","   32,577","   29,981","   31,028","   33,991","   33,001","   28,687","   21,259","   13,275","   13,057","   10,570","   7,900","   5,420","   3,008","   1,360",   385,   65,   14
, 計 ,"   2,633,802","   25,717","   135,787","   34,672","   33,019","   31,277","   36,819","   171,640","   174,470","   188,128","   200,702","   195,757","   214,416","   230,552","   234,771","   227,942","   174,923","   103,559","   93,600","   77,156","   75,029","   57,851","   31,884","   14,345","   4,139","   1,053",   381
 臺 北 市 , 男 ,"   1,300,179","   13,288","   70,812","   18,046","   17,248","   16,360","   19,158","   89,848","   91,770","   96,236","   100,875","   94,334","   99,018","   107,422","   110,766","   109,720","   84,748","   49,633","   42,848","   36,719","   41,600","   32,952","   17,605","   7,441","   1,889",   483,   172
, 女 ,"   1,333,623","   12,429","   64,975","   16,626","   15,771","   14,917","   17,661","   81,792","   82,700","   91,892","   99,827","   101,423","   115,398","   123,130","   124,005","   118,222","   90,175","   53,926","   50,752","   40,437","   33,429","   24,899","   14,279","   6,904","   2,250",   570,   209
, 計 ,"   1,494,457","   13,973","   71,380","   18,369","   16,849","   16,046","   20,116","   103,865","   106,832","   118,888","   134,672","   128,729","   127,909","   129,176","   127,275","   122,477","   93,590","   55,314","   49,618","   38,260","   33,764","   22,843","   10,657","   4,033",   980,   180,   42
 高 雄 市 , 男 ,"   754,030","   7,271","   36,999","   9,623","   8,726","   8,289","   10,361","   54,027","   55,723","   61,117","   68,625","   64,748","   63,818","   63,253","   61,670","   60,002","   46,271","   27,429","   23,606","   18,873","   19,478","   13,103","   5,636","   1,916",   372,   76,   17
, 女 ,"   740,427","   6,702","   34,381","   8,746","   8,123","   7,757","   9,755","   49,838","   51,109","   57,771","   66,047","   63,981","   64,091","   65,923","   65,605","   62,475","   47,319","   27,885","   26,012","   19,387","   14,286","   9,740","   5,021","   2,117",   608,   104,   25
, 計 ,"   65,809",   810,"   3,283",   944,   791,   716,   832,"   3,973","   4,463","   5,710","   6,114","   5,669","   4,567","   4,756","   4,650","   4,623","   3,289","   2,627","   2,974","   2,970","   2,055","   1,497",   944,   537,   213,   72,   13
 福 建 省 , 男 ,"   34,748",   424,"   1,703",   497,   422,   377,   407,"   2,042","   2,330","   2,978","   3,151","   3,144","   2,654","   2,738","   2,530","   2,331","   1,667","   1,423","   1,709","   1,692",   959,   594,   412,   169,   68,   26,   4
, 女 ,"   31,061",   386,"   1,580",   447,   369,   339,   425,"   1,931","   2,133","   2,732","   2,963","   2,525","   1,913","   2,018","   2,120","   2,292","   1,622","   1,204","   1,265","   1,278","   1,096",   903,   532,   368,   145,   46,   9
, 計 ,"   56,958",   715,"   2,897",   838,   693,   630,   736,"   3,510","   3,953","   5,101","   5,317","   4,823","   3,860","   3,985","   3,783","   3,888","   2,720","   2,263","   2,665","   2,710","   1,842","   1,330",   839,   482,   197,   66,   12
 金 門 縣 , 男 ,"   29,693",   376,"   1,499",   432,   371,   329,   367,"   1,811","   2,048","   2,644","   2,720","   2,637","   2,206","   2,262","   2,016","   1,897","   1,328","   1,198","   1,515","   1,568",   852,   518,   361,   151,   59,   23,   4
, 女 ,"   27,265",   339,"   1,398",   406,   322,   301,   369,"   1,699","   1,905","   2,457","   2,597","   2,186","   1,654","   1,723","   1,767","   1,991","   1,392","   1,065","   1,150","   1,142",   990,   812,   478,   331,   138,   43,   8
, 計 ,"   8,851",   95,   386,   106,   98,   86,   96,   463,   510,   609,   797,   846,   707,   771,   867,   735,   569,   364,   309,   260,   213,   167,   105,   55,   16,   6,   1
 連 江 縣 , 男 ,"   5,055",   48,   204,   65,   51,   48,   40,   231,   282,   334,   431,   507,   448,   476,   514,   434,   339,   225,   194,   124,   107,   76,   51,   18,   9,   3,—
, 女 ,"   3,796",   47,   182,   41,   47,   38,   56,   232,   228,   275,   366,   339,   259,   295,   353,   301,   230,   139,   115,   136,   106,   91,   54,   37,   7,   3,   1
