 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  78 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 計 ,"   2,970,205","   46,951","   210,504","   52,904","   50,990","   50,876","   55,734","   321,642","   306,882","   262,574","   260,895","   295,980","   305,967","   261,340","   154,753","   127,717","   101,987","   90,184","   84,358","   61,365","   38,448","   23,018","   10,569","   4,014","   1,057",—,—
 臺 北 縣 , 男 ,"   1,523,847","   24,348","   108,528","   27,308","   26,350","   26,144","   28,726","   166,006","   158,072","   134,893","   131,277","   144,705","   152,255","   132,806","   79,386","   64,930","   50,817","   49,701","   50,095","   35,709","   21,483","   11,843","   4,947","   1,704",   342,—,—
, 女 ,"   1,446,358","   22,603","   101,976","   25,596","   24,640","   24,732","   27,008","   155,636","   148,810","   127,681","   129,618","   151,275","   153,712","   128,534","   75,367","   62,787","   51,170","   40,483","   34,263","   25,656","   16,965","   11,175","   5,622","   2,310",   715,—,—
, 計 ,"   448,430","   6,827","   28,611","   7,676","   7,011","   6,677","   7,247","   40,236","   41,815","   42,424","   47,899","   44,997","   35,949","   30,070","   19,108","   21,641","   21,437","   19,706","   17,233","   12,466","   8,366","   5,674","   2,790",   944,   237,—,—
 宜 蘭 縣 , 男 ,"   232,910","   3,527","   14,823","   3,983","   3,611","   3,499","   3,730","   20,651","   21,466","   21,552","   24,778","   23,667","   18,788","   15,360","   9,760","   10,986","   11,151","   10,707","   10,060","   6,892","   4,384","   2,805","   1,155",   330,   68,—,—
, 女 ,"   215,520","   3,300","   13,788","   3,693","   3,400","   3,178","   3,517","   19,585","   20,349","   20,872","   23,121","   21,330","   17,161","   14,710","   9,348","   10,655","   10,286","   8,999","   7,173","   5,574","   3,982","   2,869","   1,635",   614,   169,—,—
, 計 ,"   1,320,359","   20,289","   89,757","   23,513","   21,365","   21,007","   23,872","   142,358","   137,658","   124,186","   125,687","   126,621","   121,138","   102,869","   61,873","   52,732","   44,582","   46,672","   50,860","   32,732","   19,557","   12,050","   5,667","   2,288",   783,—,—
 桃 園 縣 , 男 ,"   690,694","   10,608","   46,790","   12,286","   11,147","   10,994","   12,363","   73,274","   70,985","   63,539","   64,141","   63,272","   60,512","   51,023","   30,498","   25,567","   21,785","   28,637","   35,553","   21,656","   12,036","   6,937","   2,749",   906,   226,—,—
, 女 ,"   629,665","   9,681","   42,967","   11,227","   10,218","   10,013","   11,509","   69,084","   66,673","   60,647","   61,546","   63,349","   60,626","   51,846","   31,375","   27,165","   22,797","   18,035","   15,307","   11,076","   7,521","   5,113","   2,918","   1,382",   557,—,—
, 計 ,"   370,753","   6,490","   25,911","   6,974","   6,298","   6,156","   6,483","   34,363","   33,590","   33,889","   38,164","   37,818","   30,169","   24,089","   15,910","   16,803","   16,742","   15,988","   14,832","   10,373","   6,996","   4,615","   2,523","   1,113",   375,—,—
 新 竹 縣 , 男 ,"   195,778","   3,384","   13,490","   3,629","   3,296","   3,166","   3,399","   17,551","   17,434","   17,441","   19,836","   20,525","   16,499","   12,724","   8,270","   8,682","   8,719","   8,834","   8,738","   5,760","   3,744","   2,382","   1,170",   447,   148,—,—
, 女 ,"   174,975","   3,106","   12,421","   3,345","   3,002","   2,990","   3,084","   16,812","   16,156","   16,448","   18,328","   17,293","   13,670","   11,365","   7,640","   8,121","   8,023","   7,154","   6,094","   4,613","   3,252","   2,233","   1,353",   666,   227,—,—
, 計 ,"   545,937","   9,099","   37,191","   10,040","   9,124","   8,563","   9,464","   50,295","   49,429","   50,631","   56,771","   54,876","   43,214","   35,072","   23,561","   24,985","   25,368","   24,130","   21,612","   15,463","   10,640","   7,460","   3,968","   1,674",   498,—,—
 苗 栗 縣 , 男 ,"   285,523","   4,741","   19,296","   5,238","   4,749","   4,390","   4,919","   25,941","   25,375","   26,093","   29,264","   29,800","   23,808","   18,561","   12,311","   12,976","   13,393","   12,791","   11,612","   7,998","   5,413","   3,634","   1,684",   655,   177,—,—
, 女 ,"   260,414","   4,358","   17,895","   4,802","   4,375","   4,173","   4,545","   24,354","   24,054","   24,538","   27,507","   25,076","   19,406","   16,511","   11,250","   12,009","   11,975","   11,339","   10,000","   7,465","   5,227","   3,826","   2,284","   1,019",   321,—,—
, 計 ,"   1,230,869","   19,597","   88,559","   22,477","   21,203","   21,077","   23,802","   134,389","   131,157","   112,502","   114,859","   117,779","   110,805","   95,388","   58,721","   51,775","   46,816","   44,372","   40,808","   27,442","   17,133","   11,143","   5,227","   1,872",   525,—,—
 臺 中 縣 , 男 ,"   635,536","   10,133","   45,596","   11,647","   10,969","   10,852","   12,128","   69,020","   67,379","   57,322","   58,476","   59,198","   56,548","   49,497","   30,569","   26,560","   23,791","   24,556","   24,570","   15,475","   8,689","   5,189","   2,154",   653,   161,—,—
, 女 ,"   595,333","   9,464","   42,963","   10,830","   10,234","   10,225","   11,674","   65,369","   63,778","   55,180","   56,383","   58,581","   54,257","   45,891","   28,152","   25,215","   23,025","   19,816","   16,238","   11,967","   8,444","   5,954","   3,073","   1,219",   364,—,—
, 計 ,"   1,237,186","   19,970","   88,330","   22,469","   21,533","   21,187","   23,141","   126,277","   127,018","   113,574","   120,443","   117,565","   100,168","   84,872","   55,965","   55,323","   55,535","   51,510","   42,754","   30,764","   21,422","   15,153","   7,381","   2,529",   633,—,—
 彰 化 縣 , 男 ,"   638,744","   10,440","   46,095","   11,845","   11,289","   10,942","   12,019","   64,872","   65,516","   58,083","   61,721","   61,610","   53,319","   44,886","   29,403","   29,277","   28,796","   26,527","   22,284","   15,118","   10,078","   6,771","   2,849",   892,   207,—,—
, 女 ,"   598,442","   9,530","   42,235","   10,624","   10,244","   10,245","   11,122","   61,405","   61,502","   55,491","   58,722","   55,955","   46,849","   39,986","   26,562","   26,046","   26,739","   24,983","   20,470","   15,646","   11,344","   8,382","   4,532","   1,637",   426,—,—
, 計 ,"   534,265","   8,679","   36,213","   8,916","   8,874","   8,994","   9,429","   48,928","   47,735","   48,456","   55,358","   53,880","   43,410","   35,845","   24,800","   25,140","   25,368","   23,855","   20,431","   14,741","   9,930","   6,841","   3,395","   1,080",   180,—,—
 南 投 縣 , 男 ,"   279,353","   4,511","   18,765","   4,647","   4,579","   4,634","   4,905","   25,294","   24,738","   24,503","   28,516","   28,837","   23,585","   19,390","   12,980","   13,134","   13,270","   12,715","   11,262","   7,693","   4,971","   3,294","   1,422",   417,   56,—,—
, 女 ,"   254,912","   4,168","   17,448","   4,269","   4,295","   4,360","   4,524","   23,634","   22,997","   23,953","   26,842","   25,043","   19,825","   16,455","   11,820","   12,006","   12,098","   11,140","   9,169","   7,048","   4,959","   3,547","   1,973",   663,   124,—,—
, 計 ,"   757,198","   11,065","   49,212","   12,847","   12,224","   11,617","   12,524","   64,255","   70,356","   70,074","   82,630","   71,062","   54,376","   47,340","   35,994","   38,222","   39,486","   36,883","   30,301","   21,963","   15,743","   10,952","   5,107","   1,743",   434,—,—
 雲 林 縣 , 男 ,"   395,243","   5,845","   25,371","   6,585","   6,366","   5,995","   6,425","   33,256","   36,018","   35,892","   43,416","   39,798","   30,387","   26,028","   19,329","   20,049","   20,428","   18,666","   15,380","   10,558","   7,305","   4,766","   2,011",   625,   115,—,—
, 女 ,"   361,955","   5,220","   23,841","   6,262","   5,858","   5,622","   6,099","   30,999","   34,338","   34,182","   39,214","   31,264","   23,989","   21,312","   16,665","   18,173","   19,058","   18,217","   14,921","   11,405","   8,438","   6,186","   3,096","   1,118",   319,—,—
, 計 ,"   552,000","   8,215","   34,846","   9,466","   8,619","   8,139","   8,622","   43,258","   45,249","   49,541","   61,459","   56,746","   41,706","   33,832","   24,054","   26,783","   29,394","   29,304","   24,109","   17,476","   11,690","   8,578","   4,068","   1,296",   396,—,—
 嘉 義 縣 , 男 ,"   289,880","   4,275","   18,015","   4,898","   4,436","   4,200","   4,481","   22,327","   22,974","   25,254","   32,331","   32,268","   24,118","   18,886","   12,624","   13,640","   14,881","   14,911","   12,640","   8,852","   5,710","   3,878","   1,669",   493,   134,—,—
, 女 ,"   262,120","   3,940","   16,831","   4,568","   4,183","   3,939","   4,141","   20,931","   22,275","   24,287","   29,128","   24,478","   17,588","   14,946","   11,430","   13,143","   14,513","   14,393","   11,469","   8,624","   5,980","   4,700","   2,399",   803,   262,—,—
, 計 ,"   1,015,469","   14,687","   63,766","   17,072","   15,551","   14,909","   16,234","   89,480","   92,216","   85,588","   100,770","   104,281","   87,004","   71,369","   46,056","   46,094","   47,969","   49,011","   41,972","   30,791","   19,575","   14,923","   6,959","   2,286",   672,—,—
 臺 南 縣 , 男 ,"   531,666","   7,558","   32,966","   8,884","   8,077","   7,746","   8,259","   46,055","   47,447","   44,128","   52,435","   56,470","   47,494","   38,517","   24,035","   23,533","   24,336","   25,585","   23,418","   16,667","   9,927","   6,956","   2,949",   959,   231,—,—
, 女 ,"   483,803","   7,129","   30,800","   8,188","   7,474","   7,163","   7,975","   43,425","   44,769","   41,460","   48,335","   47,811","   39,510","   32,852","   22,021","   22,561","   23,633","   23,426","   18,554","   14,124","   9,648","   7,967","   4,010","   1,327",   441,—,—
, 計 ,"   1,105,369","   15,930","   68,868","   18,311","   16,510","   16,185","   17,862","   101,953","   109,150","   107,412","   110,679","   107,900","   97,185","   86,116","   55,593","   50,856","   45,772","   43,189","   39,857","   29,131","   17,652","   11,397","   4,784","   1,511",   434,—,—
 高 雄 縣 , 男 ,"   578,160","   8,182","   35,431","   9,524","   8,385","   8,350","   9,172","   52,204","   56,180","   55,067","   57,602","   56,761","   50,631","   44,578","   28,580","   26,059","   23,328","   24,190","   24,403","   16,892","   9,614","   5,625","   2,073",   607,   153,—,—
, 女 ,"   527,209","   7,748","   33,437","   8,787","   8,125","   7,835","   8,690","   49,749","   52,970","   52,345","   53,077","   51,139","   46,554","   41,538","   27,013","   24,797","   22,444","   18,999","   15,454","   12,239","   8,038","   5,772","   2,711",   904,   281,—,—
, 計 ,"   889,552","   12,717","   54,492","   14,646","   13,080","   12,814","   13,952","   77,771","   84,460","   82,407","   93,161","   88,112","   73,633","   63,866","   42,968","   41,999","   41,023","   38,544","   34,239","   25,795","   17,230","   11,114","   4,389","   1,322",   310,—,—
 屏 東 縣 , 男 ,"   467,704","   6,528","   28,226","   7,521","   6,814","   6,752","   7,139","   39,795","   43,418","   42,327","   48,649","   47,804","   39,445","   34,096","   22,597","   22,039","   21,397","   20,518","   19,449","   14,078","   9,149","   5,611","   1,973",   504,   101,—,—
, 女 ,"   421,848","   6,189","   26,266","   7,125","   6,266","   6,062","   6,813","   37,976","   41,042","   40,080","   44,512","   40,308","   34,188","   29,770","   20,371","   19,960","   19,626","   18,026","   14,790","   11,717","   8,081","   5,503","   2,416",   818,   209,—,—
, 計 ,"   258,016","   3,355","   14,505","   3,815","   3,362","   3,535","   3,793","   21,451","   23,627","   27,003","   29,182","   24,528","   19,820","   16,375","   11,717","   11,244","   11,195","   11,011","   11,836","   9,216","   5,980","   3,837","   1,513",   494,   127,—,—
 臺 東 縣 , 男 ,"   141,630","   1,754","   7,586","   1,992","   1,813","   1,839","   1,942","   10,930","   12,208","   13,911","   16,181","   14,506","   11,290","   8,735","   6,021","   5,822","   5,686","   6,053","   7,512","   6,009","   3,914","   2,440",   785,   230,   57,—,—
, 女 ,"   116,386","   1,601","   6,919","   1,823","   1,549","   1,696","   1,851","   10,521","   11,419","   13,092","   13,001","   10,022","   8,530","   7,640","   5,696","   5,422","   5,509","   4,958","   4,324","   3,207","   2,066","   1,397",   728,   264,   70,—,—
, 計 ,"   350,491","   4,526","   20,172","   5,150","   4,811","   4,933","   5,278","   30,262","   32,644","   34,438","   36,350","   32,593","   28,740","   24,621","   16,881","   16,178","   15,050","   15,085","   15,828","   11,896","   7,405","   4,661","   2,200",   740,   221,—,—
 花 蓮 縣 , 男 ,"   189,140","   2,319","   10,398","   2,653","   2,510","   2,535","   2,700","   15,702","   16,816","   17,543","   19,448","   17,920","   15,560","   13,043","   8,624","   8,293","   7,562","   8,534","   10,403","   7,815","   4,764","   2,802","   1,142",   363,   89,—,—
, 女 ,"   161,351","   2,207","   9,774","   2,497","   2,301","   2,398","   2,578","   14,560","   15,828","   16,895","   16,902","   14,673","   13,180","   11,578","   8,257","   7,885","   7,488","   6,551","   5,425","   4,081","   2,641","   1,859","   1,058",   377,   132,—,—
, 計 ,"   96,322","   1,145","   5,216","   1,365","   1,299","   1,224","   1,328","   7,848","   8,980","   10,095","   11,199","   8,880","   7,102","   5,954","   4,132","   3,857","   4,427","   4,874","   4,454","   3,329","   1,992","   1,518",   849,   352,   119,—,—
 澎 湖 縣 , 男 ,"   50,922",   572,"   2,642",   683,   670,   631,   658,"   4,031","   4,637","   5,203","   6,140","   5,127","   4,032","   3,086","   2,062","   1,956","   2,310","   2,672","   2,571","   1,799",   954,   663,   323,   108,   34,—,—
, 女 ,"   45,400",   573,"   2,574",   682,   629,   593,   670,"   3,817","   4,343","   4,892","   5,059","   3,753","   3,070","   2,868","   2,070","   1,901","   2,117","   2,202","   1,883","   1,530","   1,038",   855,   526,   244,   85,—,—
, 計 ,"   350,283","   4,842","   20,723","   5,627","   4,940","   4,888","   5,268","   30,746","   32,838","   32,927","   34,865","   35,377","   32,853","   27,937","   16,578","   15,834","   14,703","   13,691","   13,615","   10,175","   6,204","   3,844","   1,698",   634,   199,—,—
 基 隆 市 , 男 ,"   182,229","   2,576","   10,685","   2,921","   2,567","   2,518","   2,679","   15,885","   16,820","   16,857","   17,982","   18,534","   17,006","   14,122","   8,354","   7,929","   7,151","   7,468","   8,153","   6,125","   3,519","   2,078",   715,   219,   51,—,—
, 女 ,"   168,054","   2,266","   10,038","   2,706","   2,373","   2,370","   2,589","   14,861","   16,018","   16,070","   16,883","   16,843","   15,847","   13,815","   8,224","   7,905","   7,552","   6,223","   5,462","   4,050","   2,685","   1,766",   983,   415,   148,—,—
, 計 ,"   319,197","   4,844","   21,230","   5,613","   5,041","   5,143","   5,433","   31,722","   30,717","   28,456","   29,528","   31,307","   28,980","   25,236","   15,527","   14,032","   12,091","   11,467","   12,439","   10,071","   5,882","   3,403","   1,536",   565,   164,—,—
 新 竹 市 , 男 ,"   165,384","   2,492","   10,977","   2,889","   2,636","   2,652","   2,800","   16,453","   15,934","   14,643","   15,029","   15,673","   14,462","   12,760","   7,754","   6,826","   5,788","   6,118","   7,459","   6,511","   3,580","   1,926",   710,   229,   60,—,—
, 女 ,"   153,813","   2,352","   10,253","   2,724","   2,405","   2,491","   2,633","   15,269","   14,783","   13,813","   14,499","   15,634","   14,518","   12,476","   7,773","   7,206","   6,303","   5,349","   4,980","   3,560","   2,302","   1,477",   826,   336,   104,—,—
, 計 ,"   746,780","   10,543","   47,828","   11,906","   11,374","   11,319","   13,229","   80,252","   79,117","   64,526","   64,690","   72,380","   73,190","   66,837","   40,449","   33,553","   27,731","   24,859","   24,031","   16,581","   10,251","   6,048","   2,731",   956,   227,—,—
 臺 中 市 , 男 ,"   377,665","   5,525","   24,483","   6,191","   5,881","   5,734","   6,677","   41,129","   40,767","   32,850","   32,722","   34,978","   35,148","   32,597","   20,066","   16,445","   13,571","   13,402","   14,344","   9,718","   5,458","   2,920","   1,119",   357,   66,—,—
, 女 ,"   369,115","   5,018","   23,345","   5,715","   5,493","   5,585","   6,552","   39,123","   38,350","   31,676","   31,968","   37,402","   38,042","   34,240","   20,383","   17,108","   14,160","   11,457","   9,687","   6,863","   4,793","   3,128","   1,612",   599,   161,—,—
, 計 ,"   256,165","   3,142","   14,489","   3,708","   3,474","   3,396","   3,911","   24,510","   26,849","   23,321","   24,915","   24,590","   22,028","   19,830","   13,250","   12,275","   11,474","   10,895","   9,120","   6,733","   4,218","   2,751","   1,254",   415,   106,—,—
 嘉 義 市 , 男 ,"   130,632","   1,645","   7,442","   1,954","   1,804","   1,691","   1,993","   12,683","   13,811","   11,916","   12,768","   12,738","   11,199","   9,887","   6,589","   6,029","   5,518","   5,598","   5,026","   3,632","   2,166","   1,274",   529,   158,   24,—,—
, 女 ,"   125,533","   1,497","   7,047","   1,754","   1,670","   1,705","   1,918","   11,827","   13,038","   11,405","   12,147","   11,852","   10,829","   9,943","   6,661","   6,246","   5,956","   5,297","   4,094","   3,101","   2,052","   1,477",   725,   257,   82,—,—
, 計 ,"   675,685","   9,230","   43,109","   11,161","   10,328","   10,036","   11,584","   68,621","   70,725","   58,873","   61,017","   66,641","   65,767","   58,184","   35,810","   30,637","   26,829","   23,549","   20,621","   15,685","   9,984","   6,418","   2,779",   920,   286,—,—
 臺 南 市 , 男 ,"   344,949","   4,823","   22,399","   5,781","   5,321","   5,253","   6,044","   35,315","   36,566","   30,158","   30,737","   32,701","   33,115","   29,595","   18,079","   15,488","   13,246","   12,120","   11,645","   8,729","   5,305","   3,192","   1,233",   396,   107,—,—
, 女 ,"   330,736","   4,407","   20,710","   5,380","   5,007","   4,783","   5,540","   33,306","   34,159","   28,715","   30,280","   33,940","   32,652","   28,589","   17,531","   15,149","   13,783","   11,429","   8,976","   6,956","   4,679","   3,226","   1,546",   524,   179,—,—
, 計 ,"   2,702,678","   35,537","   160,696","   40,836","   38,637","   38,723","   42,500","   242,057","   244,713","   221,994","   231,134","   268,067","   284,473","   259,004","   166,799","   130,714","   107,260","   95,336","   91,560","   70,758","   45,265","   28,096","   12,547","   5,080","   1,588",—,—
 臺 北 市 , 男 ,"   1,367,476","   18,498","   83,357","   21,253","   20,100","   20,019","   21,985","   125,378","   125,755","   113,322","   115,234","   129,883","   135,761","   125,233","   82,503","   64,585","   52,175","   51,293","   53,406","   41,419","   25,778","   15,215","   5,991","   2,144",   546,—,—
, 女 ,"   1,335,202","   17,039","   77,339","   19,583","   18,537","   18,704","   20,515","   116,679","   118,958","   108,672","   115,900","   138,184","   148,712","   133,771","   84,296","   66,129","   55,085","   44,043","   38,154","   29,339","   19,487","   12,881","   6,556","   2,936","   1,042",—,—
, 計 ,"   1,374,231","   17,935","   82,279","   21,475","   19,261","   19,177","   22,366","   137,324","   147,766","   128,621","   124,025","   130,264","   135,079","   127,634","   79,573","   64,997","   52,771","   44,919","   41,218","   28,753","   15,928","   9,724","   3,829","   1,265",   327,—,—
 高 雄 市 , 男 ,"   703,554","   9,299","   43,040","   11,202","   10,059","   10,069","   11,710","   71,039","   76,113","   66,118","   62,919","   64,104","   65,794","   63,068","   40,545","   33,189","   26,153","   24,726","   25,077","   16,698","   8,668","   4,695","   1,684",   523,   102,—,—
, 女 ,"   670,677","   8,636","   39,239","   10,273","   9,202","   9,108","   10,656","   66,285","   71,653","   62,503","   61,106","   66,160","   69,285","   64,566","   39,028","   31,808","   26,618","   20,193","   16,141","   12,055","   7,260","   5,029","   2,145",   742,   225,—,—
, 計 ,"   49,147",   752,"   3,731",   939,   888,   901,"   1,003","   5,604","   6,299","   5,140","   3,080","   3,116","   3,381","   2,915","   2,241","   2,109","   2,478","   2,352","   1,790","   1,307","   1,022",   875,   511,   299,   145,—,—
 福 建 省 , 男 ,"   25,483",   407,"   1,901",   472,   455,   458,   516,"   2,913","   3,144","   2,826","   1,840","   1,687","   1,611","   1,357","   1,121","   1,205","   1,435","   1,339",   888,   666,   497,   341,   166,   102,   37,—,—
, 女 ,"   23,664",   345,"   1,830",   467,   433,   443,   487,"   2,691","   3,155","   2,314","   1,240","   1,429","   1,770","   1,558","   1,120",   904,"   1,043","   1,013",   902,   641,   525,   534,   345,   197,   108,—,—
, 計 ,"   43,249",   682,"   3,411",   849,   808,   848,   906,"   4,976","   5,476","   4,412","   2,618","   2,710","   2,870","   2,537","   1,934","   1,913","   2,270","   2,144","   1,586","   1,154",   891,   776,   474,   275,   140,—,—
 金 門 縣 , 男 ,"   22,271",   370,"   1,733",   425,   417,   434,   457,"   2,589","   2,748","   2,436","   1,563","   1,441","   1,352","   1,143",   962,"   1,071","   1,321","   1,228",   761,   564,   426,   285,   154,   88,   36,—,—
, 女 ,"   20,978",   312,"   1,678",   424,   391,   414,   449,"   2,387","   2,728","   1,976","   1,055","   1,269","   1,518","   1,394",   972,   842,   949,   916,   825,   590,   465,   491,   320,   187,   104,—,—
, 計 ,"   5,898",   70,   320,   90,   80,   53,   97,   628,   823,   728,   462,   406,   511,   378,   307,   196,   208,   208,   204,   153,   131,   99,   37,   24,   5,—,—
 連 江 縣 , 男 ,"   3,212",   37,   168,   47,   38,   24,   59,   324,   396,   390,   277,   246,   259,   214,   159,   134,   114,   111,   127,   102,   71,   56,   12,   14,   1,—,—
, 女 ,"   2,686",   33,   152,   43,   42,   29,   38,   304,   427,   338,   185,   160,   252,   164,   148,   62,   94,   97,   77,   51,   60,   43,   25,   10,   4,—,—
