 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  71 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 計 ,"   447,105","   8,882","   37,764","   9,757","   9,386","   9,463","   9,158","   43,054","   46,802","   51,882","   52,056","   40,023","   28,352","   19,137","   23,366","   21,858","   20,561","   17,307","   13,041","   9,760","   6,953","   4,048","   1,633",   473,   153,—,—
 宜 蘭 縣 , 男 ,"   233,746","   4,555","   19,352","   5,000","   4,882","   4,829","   4,641","   22,148","   24,118","   26,746","   26,894","   20,843","   14,753","   9,894","   12,134","   11,618","   11,711","   10,285","   7,367","   5,331","   3,468","   1,752",   595,   148,   34,—,—
, 女 ,"   213,359","   4,327","   18,412","   4,757","   4,504","   4,634","   4,517","   20,906","   22,684","   25,136","   25,162","   19,180","   13,599","   9,243","   11,232","   10,240","   8,850","   7,022","   5,674","   4,429","   3,485","   2,296","   1,038",   325,   119,—,—
, 計 ,"   1,129,576","   24,160","   107,057","   26,996","   26,454","   27,168","   26,439","   124,233","   123,107","   119,887","   113,873","   107,499","   87,165","   52,919","   50,339","   42,880","   53,692","   46,796","   29,732","   20,565","   13,206","   7,060","   3,683","   1,297",   426,—,—
 桃 園 縣 , 男 ,"   595,621","   12,407","   55,145","   13,976","   13,497","   13,914","   13,758","   63,892","   63,032","   61,278","   56,989","   52,567","   42,712","   26,098","   24,663","   22,301","   36,519","   32,752","   19,302","   12,877","   7,699","   3,338","   1,479",   431,   140,—,—
, 女 ,"   533,955","   11,753","   51,912","   13,020","   12,957","   13,254","   12,681","   60,341","   60,075","   58,609","   56,884","   54,932","   44,453","   26,821","   25,676","   20,579","   17,173","   14,044","   10,430","   7,688","   5,507","   3,722","   2,204",   866,   286,—,—
, 計 ,"   364,864","   8,072","   32,248","   8,347","   8,096","   8,079","   7,726","   34,590","   37,496","   42,271","   42,153","   32,937","   23,048","   15,301","   17,552","   16,881","   16,938","   14,762","   10,883","   7,631","   5,559","   3,652","   1,962",   711,   217,—,—
 新 竹 縣 , 男 ,"   192,984","   4,197","   16,853","   4,342","   4,207","   4,191","   4,113","   17,845","   19,139","   21,773","   22,195","   17,650","   12,370","   8,029","   9,084","   8,928","   9,714","   8,828","   6,398","   4,133","   2,878","   1,768",   847,   279,   76,—,—
, 女 ,"   171,880","   3,875","   15,395","   4,005","   3,889","   3,888","   3,613","   16,745","   18,357","   20,498","   19,958","   15,287","   10,678","   7,272","   8,468","   7,953","   7,224","   5,934","   4,485","   3,498","   2,681","   1,884","   1,115",   432,   141,—,—
, 計 ,"   548,184","   12,003","   47,439","   12,495","   11,816","   11,964","   11,164","   50,756","   55,989","   63,524","   65,482","   49,055","   34,476","   23,096","   27,082","   25,750","   25,675","   20,967","   15,913","   12,186","   8,699","   5,708","   3,009","   1,059",   316,—,—
 苗 栗 縣 , 男 ,"   286,181","   6,172","   24,311","   6,510","   6,037","   6,067","   5,697","   26,322","   28,801","   32,299","   34,280","   26,669","   18,608","   12,132","   14,269","   13,626","   14,002","   11,408","   8,407","   6,313","   4,242","   2,591","   1,221",   413,   95,—,—
, 女 ,"   262,003","   5,831","   23,128","   5,985","   5,779","   5,897","   5,467","   24,434","   27,188","   31,225","   31,202","   22,386","   15,868","   10,964","   12,813","   12,124","   11,673","   9,559","   7,506","   5,873","   4,457","   3,117","   1,788",   646,   221,—,—
, 計 ,"   1,071,310","   24,094","   107,951","   26,927","   26,928","   27,277","   26,819","   117,947","   107,801","   111,236","   110,543","   104,415","   82,846","   51,207","   51,199","   46,249","   46,308","   38,110","   27,088","   19,039","   12,966","   7,485","   3,515","   1,020",   291,—,—
 臺 中 縣 , 男 ,"   554,170","   12,445","   55,672","   13,995","   13,778","   14,079","   13,820","   60,399","   55,228","   56,483","   55,320","   52,287","   43,156","   26,699","   26,357","   24,331","   27,048","   23,012","   15,065","   9,685","   6,058","   3,177","   1,325",   336,   87,—,—
, 女 ,"   517,140","   11,649","   52,279","   12,932","   13,150","   13,198","   12,999","   57,548","   52,573","   54,753","   55,223","   52,128","   39,690","   24,508","   24,842","   21,918","   19,260","   15,098","   12,023","   9,354","   6,908","   4,308","   2,190",   684,   204,—,—
, 計 ,"   1,193,345","   26,965","   115,444","   29,445","   28,792","   29,271","   27,936","   124,229","   119,127","   130,564","   133,068","   107,693","   81,150","   52,816","   58,952","   56,960","   52,074","   41,346","   32,675","   24,390","   18,814","   10,592","   4,627","   1,471",   388,—,—
 彰 化 縣 , 男 ,"   616,476","   13,962","   59,777","   15,301","   14,840","   15,172","   14,464","   64,000","   61,118","   66,686","   68,790","   56,962","   43,272","   28,120","   31,253","   29,564","   27,450","   21,474","   16,600","   12,037","   8,691","   4,402","   1,744",   482,   92,—,—
, 女 ,"   576,869","   13,003","   55,667","   14,144","   13,952","   14,099","   13,472","   60,229","   58,009","   63,878","   64,278","   50,731","   37,878","   24,696","   27,699","   27,396","   24,624","   19,872","   16,075","   12,353","   10,123","   6,190","   2,883",   989,   296,—,—
, 計 ,"   530,001","   11,066","   45,293","   11,647","   11,470","   11,517","   10,659","   48,721","   53,869","   61,106","   61,921","   48,050","   34,966","   23,185","   27,263","   25,907","   25,395","   20,265","   15,230","   11,708","   8,735","   4,764","   1,931",   486,   140,—,—
 南 投 縣 , 男 ,"   277,179","   5,753","   23,412","   5,976","   5,922","   5,937","   5,577","   25,031","   27,510","   31,385","   32,368","   26,386","   19,007","   12,190","   14,259","   13,575","   13,889","   11,189","   7,961","   6,076","   4,142","   2,068",   764,   172,   42,—,—
, 女 ,"   252,822","   5,313","   21,881","   5,671","   5,548","   5,580","   5,082","   23,690","   26,359","   29,721","   29,553","   21,664","   15,959","   10,995","   13,004","   12,332","   11,506","   9,076","   7,269","   5,632","   4,593","   2,696","   1,167",   314,   98,—,—
, 計 ,"   797,849","   16,984","   70,551","   18,084","   17,713","   17,858","   16,896","   74,235","   80,063","   96,304","   92,532","   66,099","   48,969","   35,850","   41,724","   40,333","   37,741","   29,097","   23,000","   18,426","   13,662","   7,646","   3,290","   1,027",   316,—,—
 雲 林 縣 , 男 ,"   414,841","   8,833","   36,200","   9,280","   9,073","   9,180","   8,667","   38,121","   41,181","   49,031","   49,802","   36,729","   27,388","   19,132","   22,039","   20,817","   19,451","   14,792","   11,202","   8,925","   6,162","   3,340","   1,274",   333,   89,—,—
, 女 ,"   383,008","   8,151","   34,351","   8,804","   8,640","   8,678","   8,229","   36,114","   38,882","   47,273","   42,730","   29,370","   21,581","   16,718","   19,685","   19,516","   18,290","   14,305","   11,798","   9,501","   7,500","   4,306","   2,016",   694,   227,—,—
, 計 ,"   574,702","   11,643","   46,515","   12,248","   11,703","   11,572","   10,992","   48,567","   54,539","   70,910","   72,165","   49,429","   34,336","   22,850","   29,363","   30,505","   29,411","   22,955","   17,831","   13,556","   10,674","   5,676","   2,654",   889,   234,—,—
 嘉 義 縣 , 男 ,"   300,589","   6,023","   23,782","   6,226","   6,004","   5,947","   5,605","   24,624","   27,791","   36,391","   39,296","   28,390","   19,242","   11,890","   15,077","   15,534","   15,439","   12,206","   9,263","   6,720","   4,968","   2,490","   1,099",   309,   55,—,—
, 女 ,"   274,113","   5,620","   22,733","   6,022","   5,699","   5,625","   5,387","   23,943","   26,748","   34,519","   32,869","   21,039","   15,094","   10,960","   14,286","   14,971","   13,972","   10,749","   8,568","   6,836","   5,706","   3,186","   1,555",   580,   179,—,—
, 計 ,"   976,444","   19,251","   81,639","   20,515","   20,293","   20,653","   20,178","   88,014","   90,036","   109,164","   117,778","   89,771","   66,004","   41,255","   47,194","   50,227","   49,918","   39,116","   30,042","   22,532","   18,276","   9,537","   4,697","   1,562",   431,—,—
 臺 南 縣 , 男 ,"   510,290","   9,855","   42,069","   10,600","   10,391","   10,630","   10,448","   45,146","   46,268","   56,012","   63,018","   49,099","   35,572","   21,550","   23,956","   25,556","   27,166","   21,756","   16,048","   11,382","   8,687","   4,429","   1,997",   591,   133,—,—
, 女 ,"   466,154","   9,396","   39,570","   9,915","   9,902","   10,023","   9,730","   42,868","   43,768","   53,152","   54,760","   40,672","   30,432","   19,705","   23,238","   24,671","   22,752","   17,360","   13,994","   11,150","   9,589","   5,108","   2,700",   971,   298,—,—
, 計 ,"   1,037,829","   20,205","   92,228","   22,496","   22,791","   23,607","   23,334","   110,905","   109,540","   113,404","   110,634","   98,036","   80,609","   49,638","   49,680","   44,641","   45,960","   39,002","   28,480","   19,998","   13,661","   6,750","   3,184","   1,020",   254,—,—
 高 雄 縣 , 男 ,"   543,996","   10,506","   47,386","   11,482","   11,663","   12,239","   12,002","   57,030","   55,876","   58,419","   57,285","   50,248","   41,607","   25,926","   25,583","   23,320","   27,691","   23,887","   16,416","   11,038","   6,886","   3,184","   1,257",   366,   85,—,—
, 女 ,"   493,833","   9,699","   44,842","   11,014","   11,128","   11,368","   11,332","   53,875","   53,664","   54,985","   53,349","   47,788","   39,002","   23,712","   24,097","   21,321","   18,269","   15,115","   12,064","   8,960","   6,775","   3,566","   1,927",   654,   169,—,—
, 計 ,"   896,966","   17,120","   74,997","   18,678","   18,643","   19,231","   18,445","   85,898","   91,714","   104,470","   102,441","   82,253","   62,885","   40,575","   44,799","   42,325","   41,526","   33,968","   27,310","   20,443","   13,844","   6,617","   2,772",   783,   226,—,—
 屏 東 縣 , 男 ,"   472,396","   8,817","   38,460","   9,508","   9,573","   9,967","   9,412","   44,154","   47,098","   53,621","   54,176","   44,660","   34,132","   21,435","   23,836","   22,211","   22,999","   19,245","   14,969","   11,171","   7,005","   2,990","   1,089",   259,   69,—,—
, 女 ,"   424,570","   8,303","   36,537","   9,170","   9,070","   9,264","   9,033","   41,744","   44,616","   50,849","   48,265","   37,593","   28,753","   19,140","   20,963","   20,114","   18,527","   14,723","   12,341","   9,272","   6,839","   3,627","   1,683",   524,   157,—,—
, 計 ,"   281,298","   5,188","   21,941","   5,453","   5,478","   5,547","   5,463","   27,260","   31,041","   35,383","   31,268","   23,324","   17,324","   12,066","   12,709","   12,413","   13,294","   12,804","   9,702","   7,435","   4,605","   2,251",   930,   280,   80,—,—
 臺 東 縣 , 男 ,"   154,995","   2,651","   11,416","   2,872","   2,856","   2,861","   2,827","   14,071","   15,855","   18,338","   17,582","   13,480","   9,377","   6,428","   6,693","   6,571","   8,054","   8,444","   6,339","   4,960","   2,888","   1,249",   455,   109,   35,—,—
, 女 ,"   126,303","   2,537","   10,525","   2,581","   2,622","   2,686","   2,636","   13,189","   15,186","   17,045","   13,686","   9,844","   7,947","   5,638","   6,016","   5,842","   5,240","   4,360","   3,363","   2,475","   1,717","   1,002",   475,   171,   45,—,—
, 計 ,"   359,891","   6,367","   28,276","   7,242","   7,014","   7,055","   6,965","   34,573","   37,638","   41,353","   39,395","   31,756","   23,988","   16,336","   16,851","   15,822","   17,461","   17,010","   12,957","   9,103","   5,767","   3,183","   1,433",   471,   151,—,—
 花 蓮 縣 , 男 ,"   196,224","   3,332","   14,584","   3,760","   3,648","   3,620","   3,556","   17,758","   19,177","   21,295","   20,909","   17,403","   12,589","   8,520","   8,631","   8,253","   10,876","   11,648","   8,966","   6,095","   3,433","   1,778",   730,   203,   44,—,—
, 女 ,"   163,667","   3,035","   13,692","   3,482","   3,366","   3,435","   3,409","   16,815","   18,461","   20,058","   18,486","   14,353","   11,399","   7,816","   8,220","   7,569","   6,585","   5,362","   3,991","   3,008","   2,334","   1,405",   703,   268,   107,—,—
, 計 ,"   105,172","   1,789","   7,819","   1,932","   1,957","   1,947","   1,983","   10,295","   11,924","   13,894","   12,376","   7,930","   5,929","   4,054","   4,221","   4,947","   5,448","   4,656","   3,508","   2,294","   1,811","   1,138",   743,   293,   103,—,—
 澎 湖 縣 , 男 ,"   55,122",   894,"   4,070",   988,"   1,024",   980,"   1,078","   5,349","   6,092","   7,158","   6,815","   4,346","   3,017","   2,015","   2,142","   2,604","   3,225","   2,778","   1,878","   1,131",   781,   453,   266,   81,   27,—,—
, 女 ,"   50,050",   895,"   3,749",   944,   933,   967,   905,"   4,946","   5,832","   6,736","   5,561","   3,584","   2,912","   2,039","   2,079","   2,343","   2,223","   1,878","   1,630","   1,163","   1,030",   685,   477,   212,   76,—,—
, 計 ,"   349,686","   6,046","   26,933","   6,692","   6,561","   6,815","   6,865","   34,153","   36,592","   38,214","   39,867","   34,984","   27,333","   15,426","   17,440","   15,264","   15,669","   14,812","   10,798","   7,299","   4,731","   2,519","   1,144",   359,   103,—,—
 基 隆 市 , 男 ,"   183,610","   3,101","   13,860","   3,416","   3,396","   3,527","   3,521","   17,561","   18,846","   19,841","   20,795","   18,094","   13,792","   7,764","   8,598","   7,760","   9,190","   9,220","   6,613","   4,287","   2,592","   1,127",   441,   114,   14,—,—
, 女 ,"   166,076","   2,945","   13,073","   3,276","   3,165","   3,288","   3,344","   16,592","   17,746","   18,373","   19,072","   16,890","   13,541","   7,662","   8,842","   7,504","   6,479","   5,592","   4,185","   3,012","   2,139","   1,392",   703,   245,   89,—,—
, 計 ,"   288,880","   5,709","   25,331","   6,366","   6,366","   6,399","   6,200","   28,959","   29,296","   30,146","   30,483","   27,784","   22,366","   14,215","   13,988","   11,990","   12,858","   12,731","   9,249","   6,246","   3,810","   2,207","   1,010",   361,   141,—,—
 新 竹 市 , 男 ,"   150,965","   3,034","   13,253","   3,328","   3,342","   3,300","   3,283","   14,912","   15,082","   15,929","   15,444","   13,808","   11,166","   7,014","   6,852","   5,942","   7,237","   7,851","   5,810","   3,776","   2,141","   1,085",   452,   140,   37,—,—
, 女 ,"   137,915","   2,675","   12,078","   3,038","   3,024","   3,099","   2,917","   14,047","   14,214","   14,217","   15,039","   13,976","   11,200","   7,201","   7,136","   6,048","   5,621","   4,880","   3,439","   2,470","   1,669","   1,122",   558,   221,   104,—,—
, 計 ,"   621,566","   11,182","   54,246","   13,168","   13,291","   13,992","   13,795","   67,882","   67,165","   62,482","   62,663","   61,194","   54,743","   33,894","   32,052","   26,272","   25,816","   22,879","   16,014","   10,487","   6,849","   3,571","   1,579",   457,   139,—,—
 臺 中 市 , 男 ,"   318,279","   5,797","   27,993","   6,802","   6,758","   7,178","   7,255","   34,952","   34,653","   32,103","   31,144","   29,747","   26,645","   16,357","   15,698","   13,344","   15,009","   14,093","   9,420","   5,708","   3,350","   1,516",   581,   138,   31,—,—
, 女 ,"   303,287","   5,385","   26,253","   6,366","   6,533","   6,814","   6,540","   32,930","   32,512","   30,379","   31,519","   31,447","   28,098","   17,537","   16,354","   12,928","   10,807","   8,786","   6,594","   4,779","   3,499","   2,055",   998,   319,   108,—,—
, 計 ,"   252,376","   4,245","   19,896","   4,813","   4,855","   5,048","   5,180","   25,168","   26,202","   28,506","   28,133","   23,351","   19,008","   12,352","   13,190","   12,311","   11,728","   9,674","   7,227","   4,884","   3,609","   1,849",   775,   215,   53,—,—
 嘉 義 市 , 男 ,"   130,148","   2,209","   10,374","   2,492","   2,532","   2,611","   2,739","   12,987","   13,471","   14,606","   14,741","   12,262","   9,573","   6,137","   6,446","   6,063","   6,322","   5,537","   3,988","   2,574","   1,688",   797,   285,   74,   14,—,—
, 女 ,"   122,228","   2,036","   9,522","   2,321","   2,323","   2,437","   2,441","   12,181","   12,731","   13,900","   13,392","   11,089","   9,435","   6,215","   6,744","   6,248","   5,406","   4,137","   3,239","   2,310","   1,921","   1,052",   490,   141,   39,—,—
, 計 ,"   609,934","   11,344","   53,925","   13,343","   13,105","   13,781","   13,696","   63,969","   61,659","   61,733","   64,865","   63,151","   52,225","   31,703","   30,792","   26,675","   24,943","   21,074","   15,807","   11,497","   7,828","   3,956","   1,975",   631,   182,—,—
 臺 南 市 , 男 ,"   314,955","   5,875","   27,864","   6,924","   6,771","   7,126","   7,043","   32,938","   31,790","   31,676","   32,755","   32,398","   26,998","   16,074","   15,322","   13,166","   13,725","   12,137","   8,929","   6,207","   4,029","   1,949",   820,   247,   56,—,—
, 女 ,"   294,979","   5,469","   26,061","   6,419","   6,334","   6,655","   6,653","   31,031","   29,869","   30,057","   32,110","   30,753","   25,227","   15,629","   15,470","   13,509","   11,218","   8,937","   6,878","   5,290","   3,799","   2,007","   1,155",   384,   126,—,—
, 計 ,"   2,327,641","   36,529","   178,885","   43,724","   44,288","   45,436","   45,437","   225,873","   229,790","   221,419","   229,989","   249,189","   224,699","   136,395","   123,042","   100,031","   101,587","   94,122","   71,476","   47,346","   30,599","   15,929","   7,282","   2,603",   856,—,—
 臺 北 市 , 男 ,"   1,197,594","   19,236","   92,407","   22,583","   22,920","   23,387","   23,517","   116,721","   118,443","   113,437","   112,880","   120,155","   107,966","   66,962","   60,349","   50,310","   59,654","   58,344","   43,989","   27,472","   17,096","   7,865","   3,094",   978,   236,—,—
, 女 ,"   1,130,047","   17,293","   86,478","   21,141","   21,368","   22,049","   21,920","   109,152","   111,347","   107,982","   117,109","   129,034","   116,733","   69,433","   62,693","   49,721","   41,933","   35,778","   27,487","   19,874","   13,503","   8,064","   4,188","   1,625",   620,—,—
, 計 ,"   1,248,175","   23,024","   110,681","   26,519","   27,151","   28,413","   28,598","   140,426","   133,325","   124,647","   122,583","   128,970","   116,977","   70,993","   65,462","   52,386","   49,625","   42,152","   28,887","   18,105","   11,285","   5,427","   2,312",   736,   172,—,—
 高 雄 市 , 男 ,"   644,038","   11,812","   57,125","   13,706","   13,963","   14,762","   14,694","   72,379","   68,974","   63,908","   60,938","   62,731","   58,220","   36,396","   33,219","   26,902","   29,374","   26,158","   16,953","   9,822","   5,544","   2,387",   923,   224,   49,—,—
, 女 ,"   604,137","   11,212","   53,556","   12,813","   13,188","   13,651","   13,904","   68,047","   64,351","   60,739","   61,645","   66,239","   58,757","   34,597","   32,243","   25,484","   20,251","   15,994","   11,934","   8,283","   5,741","   3,040","   1,389",   512,   123,—,—
, 計 ,"   57,831","   1,149","   5,158","   1,266","   1,244","   1,303","   1,345","   7,410","   8,771","   6,455","   3,773","   4,118","   3,148","   2,389","   2,624","   2,835","   2,473","   1,996","   1,592","   1,239","   1,121",   738,   476,   229,   137,—,—
 福 建 省 , 男 ,"   30,137",   607,"   2,713",   683,   652,   670,   708,"   3,850","   4,482","   3,687","   2,196","   2,024","   1,406","   1,242","   1,478","   1,690","   1,285","   1,021",   887,   549,   477,   283,   162,   65,   33,—,—
, 女 ,"   27,694",   542,"   2,445",   583,   592,   633,   637,"   3,560","   4,289","   2,768","   1,577","   2,094","   1,742","   1,147","   1,146","   1,145","   1,188",   975,   705,   690,   644,   455,   314,   164,   104,—,—
, 計 ,"   50,320","   1,013","   4,476","   1,106","   1,096","   1,108","   1,166","   6,327","   7,654","   5,631","   3,211","   3,496","   2,695","   2,089","   2,370","   2,602","   2,196","   1,730","   1,350","   1,042",   972,   677,   436,   218,   135,—,—
 金 門 縣 , 男 ,"   25,948",   528,"   2,348",   592,   570,   570,   616,"   3,291","   3,900","   3,180","   1,844","   1,688","   1,162","   1,065","   1,328","   1,565","   1,133",   860,   739,   441,   391,   246,   145,   61,   33,—,—
, 女 ,"   24,372",   485,"   2,128",   514,   526,   538,   550,"   3,036","   3,754","   2,451","   1,367","   1,808","   1,533","   1,024","   1,042","   1,037","   1,063",   870,   611,   601,   581,   431,   291,   157,   102,—,—
, 計 ,"   7,511",   136,   682,   160,   148,   195,   179,"   1,083","   1,117",   824,   562,   622,   453,   300,   254,   233,   277,   266,   242,   197,   149,   61,   40,   11,   2,—,—
 連 江 縣 , 男 ,"   4,189",   79,   365,   91,   82,   100,   92,   559,   582,   507,   352,   336,   244,   177,   150,   125,   152,   161,   148,   108,   86,   37,   17,   4,—,—,—
, 女 ,"   3,322",   57,   317,   69,   66,   95,   87,   524,   535,   317,   210,   286,   209,   123,   104,   108,   125,   105,   94,   89,   63,   24,   23,   7,   2,—,—
