 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  72 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
 桃 園 縣 , 男 ,"   610,695","   12,053","   55,422","   13,490","   14,192","   13,592","   14,148","   66,141","   63,131","   61,663","   58,955","   54,096","   46,340","   27,590","   25,247","   22,005","   33,571","   35,611","   21,098","   13,370","   8,560","   3,632","   1,587",   485,   138,—,—
, 女 ,"   550,014","   11,308","   52,762","   12,736","   13,327","   13,257","   13,442","   62,380","   59,776","   59,032","   58,379","   56,445","   48,248","   28,501","   26,605","   21,852","   17,590","   14,781","   11,077","   8,081","   5,854","   3,814","   2,244",   959,   326,—,—
, 計 ,"   365,837","   7,528","   32,427","   8,323","   8,263","   7,899","   7,942","   34,879","   36,145","   40,813","   42,702","   33,579","   24,486","   15,216","   17,350","   17,026","   16,559","   15,431","   11,429","   7,785","   5,630","   3,825","   1,991",   801,   235,—,—
 新 竹 縣 , 男 ,"   193,374","   3,895","   16,904","   4,309","   4,320","   4,150","   4,125","   18,113","   18,513","   21,035","   22,361","   18,092","   13,093","   7,980","   8,950","   8,937","   9,294","   9,235","   6,701","   4,239","   2,933","   1,836",   870,   315,   78,—,—
, 女 ,"   172,463","   3,633","   15,523","   4,014","   3,943","   3,749","   3,817","   16,766","   17,632","   19,778","   20,341","   15,487","   11,393","   7,236","   8,400","   8,089","   7,265","   6,196","   4,728","   3,546","   2,697","   1,989","   1,121",   486,   157,—,—
, 計 ,"   548,790","   11,352","   47,595","   12,249","   12,137","   11,523","   11,686","   51,030","   53,637","   61,183","   65,844","   50,202","   36,656","   23,126","   26,644","   25,946","   25,314","   21,912","   16,508","   12,239","   9,228","   5,870","   3,024","   1,172",   308,—,—
 苗 栗 縣 , 男 ,"   286,414","   5,834","   24,460","   6,298","   6,342","   5,887","   5,933","   26,303","   27,645","   31,197","   34,403","   27,332","   19,743","   12,171","   13,938","   13,719","   13,681","   11,928","   8,719","   6,269","   4,626","   2,617","   1,274",   454,   101,—,—
, 女 ,"   262,376","   5,518","   23,135","   5,951","   5,795","   5,636","   5,753","   24,727","   25,992","   29,986","   31,441","   22,870","   16,913","   10,955","   12,706","   12,227","   11,633","   9,984","   7,789","   5,970","   4,602","   3,253","   1,750",   718,   207,—,—
, 計 ,"   1,094,776","   23,330","   108,119","   26,255","   27,228","   27,131","   27,505","   123,338","   107,816","   110,876","   112,366","   106,357","   89,472","   53,993","   51,626","   45,984","   45,741","   40,875","   28,584","   19,541","   13,800","   7,768","   3,703","   1,192",   295,—,—
 臺 中 縣 , 男 ,"   566,271","   12,054","   55,703","   13,499","   14,086","   13,867","   14,251","   63,164","   55,302","   56,517","   56,101","   53,251","   46,387","   28,369","   26,589","   23,718","   26,114","   24,874","   16,202","   10,062","   6,605","   3,348","   1,398",   424,   89,—,—
, 女 ,"   528,505","   11,276","   52,416","   12,756","   13,142","   13,264","   13,254","   60,174","   52,514","   54,359","   56,265","   53,106","   43,085","   25,624","   25,037","   22,266","   19,627","   16,001","   12,382","   9,479","   7,195","   4,420","   2,305",   768,   206,—,—
, 計 ,"   1,203,970","   25,927","   114,380","   28,377","   29,005","   28,433","   28,565","   127,663","   117,188","   127,495","   132,752","   110,780","   85,569","   54,424","   58,629","   56,715","   53,002","   43,459","   33,560","   24,855","   19,626","   11,054","   4,868","   1,626",   398,—,—
 彰 化 縣 , 男 ,"   621,426","   13,194","   58,980","   14,553","   15,087","   14,623","   14,717","   65,882","   60,027","   65,114","   68,388","   58,574","   45,609","   28,907","   31,125","   29,523","   27,726","   22,810","   16,985","   12,243","   9,155","   4,633","   1,910",   526,   115,—,—
, 女 ,"   582,544","   12,733","   55,400","   13,824","   13,918","   13,810","   13,848","   61,781","   57,161","   62,381","   64,364","   52,206","   39,960","   25,517","   27,504","   27,192","   25,276","   20,649","   16,575","   12,612","   10,471","   6,421","   2,958","   1,100",   283,—,—
, 計 ,"   532,750","   11,107","   45,602","   11,657","   11,515","   11,181","   11,249","   49,369","   51,943","   59,463","   62,195","   49,009","   36,432","   23,973","   26,730","   25,917","   25,338","   21,222","   15,915","   11,715","   9,011","   5,080","   2,031",   556,   142,—,—
 南 投 縣 , 男 ,"   278,473","   5,741","   23,459","   6,054","   5,838","   5,753","   5,814","   25,490","   26,402","   30,434","   32,390","   26,847","   19,852","   12,583","   13,991","   13,680","   13,780","   11,730","   8,468","   6,034","   4,399","   2,168",   802,   185,   38,—,—
, 女 ,"   254,277","   5,366","   22,143","   5,603","   5,677","   5,428","   5,435","   23,879","   25,541","   29,029","   29,805","   22,162","   16,580","   11,390","   12,739","   12,237","   11,558","   9,492","   7,447","   5,681","   4,612","   2,912","   1,229",   371,   104,—,—
, 計 ,"   796,751","   16,232","   69,494","   17,635","   17,481","   17,177","   17,201","   74,845","   76,202","   92,556","   93,367","   67,529","   50,561","   35,874","   40,972","   40,686","   38,295","   30,955","   23,258","   18,590","   14,490","   7,955","   3,405","   1,168",   317,—,—
 雲 林 縣 , 男 ,"   414,523","   8,410","   35,747","   9,141","   9,013","   8,762","   8,831","   38,424","   39,140","   47,241","   50,013","   37,514","   28,343","   19,260","   21,598","   21,131","   19,660","   15,838","   11,366","   9,026","   6,582","   3,415","   1,351",   377,   87,—,—
, 女 ,"   382,228","   7,822","   33,747","   8,494","   8,468","   8,415","   8,370","   36,421","   37,062","   45,315","   43,354","   30,015","   22,218","   16,614","   19,374","   19,555","   18,635","   15,117","   11,892","   9,564","   7,908","   4,540","   2,054",   791,   230,—,—
, 計 ,"   574,712","   11,275","   46,306","   11,998","   11,878","   11,325","   11,105","   48,816","   51,444","   67,677","   72,670","   51,383","   35,890","   23,365","   28,312","   30,312","   29,998","   24,453","   18,259","   13,589","   11,005","   6,102","   2,647",   975,   234,—,—
 嘉 義 縣 , 男 ,"   300,970","   5,880","   23,811","   6,237","   6,039","   5,843","   5,692","   24,775","   26,197","   34,725","   39,256","   29,522","   20,245","   12,314","   14,543","   15,467","   15,619","   12,971","   9,506","   6,818","   5,135","   2,679","   1,091",   357,   59,—,—
, 女 ,"   273,742","   5,395","   22,495","   5,761","   5,839","   5,482","   5,413","   24,041","   25,247","   32,952","   33,414","   21,861","   15,645","   11,051","   13,769","   14,845","   14,379","   11,482","   8,753","   6,771","   5,870","   3,423","   1,556",   618,   175,—,—
, 計 ,"   983,528","   18,285","   80,490","   20,049","   20,181","   20,015","   20,245","   90,297","   86,670","   105,331","   118,257","   93,189","   69,850","   43,092","   46,941","   49,942","   49,720","   41,985","   30,989","   22,466","   19,116","   10,065","   4,704","   1,703",   436,—,—
 臺 南 縣 , 男 ,"   515,567","   9,522","   41,385","   10,283","   10,433","   10,271","   10,398","   46,431","   44,567","   54,173","   63,400","   51,297","   37,982","   22,623","   23,940","   25,380","   26,660","   23,508","   16,655","   11,459","   9,158","   4,578","   2,071",   639,   139,—,—
, 女 ,"   467,961","   8,763","   39,105","   9,766","   9,748","   9,744","   9,847","   43,866","   42,103","   51,158","   54,857","   41,892","   31,868","   20,469","   23,001","   24,562","   23,060","   18,477","   14,334","   11,007","   9,958","   5,487","   2,633","   1,064",   297,—,—
, 計 ,"   1,057,725","   19,876","   91,599","   21,719","   22,809","   23,211","   23,860","   113,603","   108,234","   112,698","   112,575","   100,606","   86,005","   52,669","   50,745","   45,330","   45,231","   40,999","   30,315","   20,632","   14,786","   7,305","   3,166","   1,091",   260,—,—
 高 雄 縣 , 男 ,"   554,451","   10,172","   47,145","   11,277","   11,651","   11,831","   12,386","   58,508","   55,283","   58,222","   58,372","   51,567","   44,298","   27,368","   26,221","   23,290","   26,542","   25,365","   17,759","   11,558","   7,613","   3,389","   1,306",   387,   86,—,—
, 女 ,"   503,274","   9,704","   44,454","   10,442","   11,158","   11,380","   11,474","   55,095","   52,951","   54,476","   54,203","   49,039","   41,707","   25,301","   24,524","   22,040","   18,689","   15,634","   12,556","   9,074","   7,173","   3,916","   1,860",   704,   174,—,—
, 計 ,"   900,614","   16,848","   74,044","   17,974","   18,557","   18,483","   19,030","   87,001","   87,817","   101,993","   102,925","   82,753","   65,636","   42,315","   44,178","   42,578","   41,515","   35,407","   28,304","   21,093","   14,999","   7,244","   2,898",   826,   240,—,—
 屏 東 縣 , 男 ,"   474,342","   8,664","   37,995","   9,248","   9,489","   9,438","   9,820","   44,595","   45,007","   52,339","   54,439","   44,809","   35,466","   22,481","   23,370","   22,362","   22,782","   20,204","   15,531","   11,694","   7,785","   3,283","   1,181",   286,   69,—,—
, 女 ,"   426,272","   8,184","   36,049","   8,726","   9,068","   9,045","   9,210","   42,406","   42,810","   49,654","   48,486","   37,944","   30,170","   19,834","   20,808","   20,216","   18,733","   15,203","   12,773","   9,399","   7,214","   3,961","   1,717",   540,   171,—,—
, 計 ,"   279,829","   4,831","   21,483","   5,386","   5,357","   5,335","   5,405","   26,428","   29,905","   34,365","   31,782","   23,694","   18,258","   12,110","   12,604","   12,211","   12,671","   13,081","   10,084","   7,505","   5,111","   2,370",   938,   315,   83,—,—
 臺 東 縣 , 男 ,"   154,347","   2,461","   11,061","   2,747","   2,807","   2,726","   2,781","   13,635","   15,292","   17,984","   17,942","   13,665","   9,999","   6,480","   6,670","   6,339","   7,431","   8,536","   6,556","   5,030","   3,328","   1,314",   457,   132,   35,—,—
, 女 ,"   125,482","   2,370","   10,422","   2,639","   2,550","   2,609","   2,624","   12,793","   14,613","   16,381","   13,840","   10,029","   8,259","   5,630","   5,934","   5,872","   5,240","   4,545","   3,528","   2,475","   1,783","   1,056",   481,   183,   48,—,—
, 計 ,"   361,017","   6,274","   28,031","   6,920","   7,190","   6,902","   7,019","   34,589","   36,584","   40,417","   39,710","   32,388","   25,440","   16,522","   16,806","   15,630","   16,710","   17,344","   13,553","   9,165","   6,304","   3,428","   1,465",   507,   150,—,—
 花 蓮 縣 , 男 ,"   196,812","   3,280","   14,552","   3,609","   3,727","   3,615","   3,601","   17,734","   18,610","   20,786","   21,185","   17,758","   13,516","   8,527","   8,705","   8,003","   9,965","   11,839","   9,347","   6,183","   3,907","   1,896",   748,   218,   53,—,—
, 女 ,"   164,205","   2,994","   13,479","   3,311","   3,463","   3,287","   3,418","   16,855","   17,974","   19,631","   18,525","   14,630","   11,924","   7,995","   8,101","   7,627","   6,745","   5,505","   4,206","   2,982","   2,397","   1,532",   717,   289,   97,—,—
, 計 ,"   104,083","   1,662","   7,564","   1,821","   1,909","   1,921","   1,913","   10,075","   11,255","   13,592","   12,286","   8,184","   6,249","   4,132","   4,129","   4,725","   5,298","   4,721","   3,679","   2,306","   1,908","   1,211",   675,   329,   103,—,—
 澎 湖 縣 , 男 ,"   54,509",   866,"   3,864",   919,   973,"   1,008",   964,"   5,262","   5,761","   6,973","   6,742","   4,561","   3,199","   2,037","   2,083","   2,474","   3,027","   2,827","   2,002","   1,131",   831,   503,   230,   108,   28,—,—
, 女 ,"   49,574",   796,"   3,700",   902,   936,   913,   949,"   4,813","   5,494","   6,619","   5,544","   3,623","   3,050","   2,095","   2,046","   2,251","   2,271","   1,894","   1,677","   1,175","   1,077",   708,   445,   221,   75,—,—
, 計 ,"   351,707","   5,810","   27,090","   6,600","   6,800","   6,700","   6,990","   34,296","   35,592","   37,315","   39,358","   35,787","   29,214","   16,090","   17,397","   15,315","   15,157","   15,155","   11,293","   7,465","   5,054","   2,592","   1,222",   402,   103,—,—
 基 隆 市 , 男 ,"   184,340","   3,003","   13,932","   3,363","   3,477","   3,470","   3,622","   17,617","   18,246","   19,328","   20,687","   18,539","   14,760","   8,092","   8,663","   7,646","   8,589","   9,298","   6,923","   4,396","   2,778","   1,207",   483,   129,   24,—,—
, 女 ,"   167,367","   2,807","   13,158","   3,237","   3,323","   3,230","   3,368","   16,679","   17,346","   17,987","   18,671","   17,248","   14,454","   7,998","   8,734","   7,669","   6,568","   5,857","   4,370","   3,069","   2,276","   1,385",   739,   273,   79,—,—
, 計 ,"   292,740","   5,648","   25,282","   6,082","   6,361","   6,440","   6,399","   29,839","   28,601","   29,837","   30,492","   28,287","   23,635","   14,784","   14,211","   12,108","   12,336","   12,971","   9,967","   6,624","   4,195","   2,280","   1,092",   407,   144,—,—
 新 竹 市 , 男 ,"   152,582","   2,970","   13,281","   3,235","   3,306","   3,425","   3,315","   15,489","   14,649","   15,903","   15,361","   14,077","   11,730","   7,251","   6,899","   5,831","   6,769","   7,884","   6,206","   4,038","   2,385","   1,127",   520,   163,   49,—,—
, 女 ,"   140,158","   2,678","   12,001","   2,847","   3,055","   3,015","   3,084","   14,350","   13,952","   13,934","   15,131","   14,210","   11,905","   7,533","   7,312","   6,277","   5,567","   5,087","   3,761","   2,586","   1,810","   1,153",   572,   244,   95,—,—
, 計 ,"   636,406","   11,079","   54,259","   12,712","   13,521","   13,639","   14,387","   70,377","   67,240","   62,281","   63,503","   62,302","   58,441","   36,140","   32,980","   26,659","   25,444","   24,125","   17,192","   10,909","   7,328","   3,821","   1,617",   557,   152,—,—
 臺 中 市 , 男 ,"   324,745","   5,813","   28,022","   6,517","   7,038","   6,929","   7,538","   36,127","   34,561","   31,932","   31,719","   30,121","   28,284","   17,493","   16,160","   13,222","   14,335","   14,735","   10,177","   5,940","   3,662","   1,615",   623,   168,   36,—,—
, 女 ,"   311,661","   5,266","   26,237","   6,195","   6,483","   6,710","   6,849","   34,250","   32,679","   30,349","   31,784","   32,181","   30,157","   18,647","   16,820","   13,437","   11,109","   9,390","   7,015","   4,969","   3,666","   2,206",   994,   389,   116,—,—
, 計 ,"   252,906","   3,953","   19,550","   4,697","   4,825","   4,888","   5,140","   25,449","   25,574","   27,594","   27,998","   23,580","   19,837","   12,920","   13,061","   12,185","   11,805","   10,035","   7,461","   5,037","   3,751","   2,008",   818,   229,   61,—,—
 嘉 義 市 , 男 ,"   130,221","   2,036","   10,220","   2,483","   2,517","   2,545","   2,675","   13,162","   13,190","   14,160","   14,575","   12,357","   10,001","   6,419","   6,362","   5,964","   6,244","   5,698","   4,135","   2,640","   1,794",   846,   325,   75,   18,—,—
, 女 ,"   122,685","   1,917","   9,330","   2,214","   2,308","   2,343","   2,465","   12,287","   12,384","   13,434","   13,423","   11,223","   9,836","   6,501","   6,699","   6,221","   5,561","   4,337","   3,326","   2,397","   1,957","   1,162",   493,   154,   43,—,—
, 計 ,"   622,073","   11,079","   53,776","   12,707","   13,540","   13,377","   14,152","   66,834","   61,671","   61,603","   64,568","   64,280","   55,511","   33,450","   31,532","   27,277","   25,014","   21,912","   16,505","   11,594","   8,434","   4,201","   1,926",   707,   199,—,—
 臺 南 市 , 男 ,"   319,929","   5,684","   27,700","   6,442","   7,013","   6,915","   7,330","   34,380","   31,799","   31,459","   32,429","   32,750","   28,457","   16,895","   15,728","   13,410","   13,460","   12,571","   9,321","   6,268","   4,355","   2,069",   853,   270,   71,—,—
, 女 ,"   302,144","   5,395","   26,076","   6,265","   6,527","   6,462","   6,822","   32,454","   29,872","   30,144","   32,139","   31,530","   27,054","   16,555","   15,804","   13,867","   11,554","   9,341","   7,184","   5,326","   4,079","   2,132","   1,073",   437,   128,—,—
, 計 ,"   2,388,374","   37,701","   180,789","   43,209","   45,131","   45,353","   47,096","   233,911","   231,412","   221,144","   233,233","   253,517","   239,921","   147,282","   127,554","   102,240","   99,182","   96,135","   74,774","   48,583","   33,042","   16,518","   7,696","   2,814",   926,—,—
 臺 北 市 , 男 ,"   1,225,675","   19,486","   93,376","   22,492","   23,355","   23,400","   24,129","   121,157","   119,528","   113,391","   114,947","   122,199","   114,912","   72,350","   62,608","   50,431","   56,492","   59,066","   45,862","   28,338","   18,625","   8,180","   3,429","   1,048",   250,—,—
, 女 ,"   1,162,699","   18,215","   87,413","   20,717","   21,776","   21,953","   22,967","   112,754","   111,884","   107,753","   118,286","   131,318","   125,009","   74,932","   64,946","   51,809","   42,690","   37,069","   28,912","   20,245","   14,417","   8,338","   4,267","   1,766",   676,—,—
, 計 ,"   1,261,743","   21,930","   107,571","   25,278","   26,556","   27,172","   28,565","   142,111","   132,936","   125,115","   122,621","   128,018","   122,435","   75,216","   67,111","   54,168","   48,522","   43,719","   30,416","   18,594","   12,166","   5,682","   2,413",   808,   191,—,—
 高 雄 市 , 男 ,"   650,054","   11,430","   55,484","   13,002","   13,625","   14,032","   14,825","   73,318","   68,879","   64,186","   60,946","   62,311","   60,310","   38,443","   34,375","   27,507","   27,728","   27,137","   17,925","   10,261","   6,015","   2,470",   987,   282,   60,—,—
, 女 ,"   611,689","   10,500","   52,087","   12,276","   12,931","   13,140","   13,740","   68,793","   64,057","   60,929","   61,675","   65,707","   62,125","   36,773","   32,736","   26,661","   20,794","   16,582","   12,491","   8,333","   6,151","   3,212","   1,426",   526,   131,—,—
, 計 ,"   57,600","   1,236","   5,101","   1,190","   1,296","   1,248","   1,367","   7,189","   8,416","   6,653","   3,840","   4,129","   3,239","   2,438","   2,477","   2,772","   2,616","   2,028","   1,581","   1,206","   1,118",   738,   473,   228,   122,—,—
 福 建 省 , 男 ,"   29,982",   649,"   2,660",   620,   673,   650,   717,"   3,707","   4,341","   3,735","   2,235","   2,071","   1,459","   1,226","   1,365","   1,646","   1,432","   1,027",   858,   554,   477,   276,   167,   68,   29,—,—
, 女 ,"   27,618",   587,"   2,441",   570,   623,   598,   650,"   3,482","   4,075","   2,918","   1,605","   2,058","   1,780","   1,212","   1,112","   1,126","   1,184","   1,001",   723,   652,   641,   462,   306,   160,   93,—,—
, 計 ,"   50,262","   1,135","   4,481","   1,061","   1,142","   1,099","   1,179","   6,173","   7,298","   5,829","   3,270","   3,539","   2,766","   2,106","   2,220","   2,533","   2,322","   1,770","   1,346","   1,032",   990,   679,   434,   217,   122,—,—
 金 門 縣 , 男 ,"   25,937",   597,"   2,323",   547,   588,   568,   620,"   3,188","   3,763","   3,247","   1,874","   1,754","   1,202","   1,047","   1,215","   1,514","   1,281",   868,   716,   466,   400,   246,   145,   62,   29,—,—
, 女 ,"   24,325",   538,"   2,158",   514,   554,   531,   559,"   2,985","   3,535","   2,582","   1,396","   1,785","   1,564","   1,059","   1,005","   1,019","   1,041",   902,   630,   566,   590,   433,   289,   155,   93,—,—
, 計 ,"   7,338",   101,   620,   129,   154,   149,   188,"   1,016","   1,118",   824,   570,   590,   473,   332,   257,   239,   294,   258,   235,   174,   128,   59,   39,   11,—,—,—
 連 江 縣 , 男 ,"   4,045",   52,   337,   73,   85,   82,   97,   519,   578,   488,   361,   317,   257,   179,   150,   132,   151,   159,   142,   88,   77,   30,   22,   6,—,—,—
, 女 ,"   3,293",   49,   283,   56,   69,   67,   91,   497,   540,   336,   209,   273,   216,   153,   107,   107,   143,   99,   93,   86,   51,   29,   17,   5,—,—,—
