 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
           中 華 民 國 98 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,   單位：人 ,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1～4 ,,, 5～9 , 10～14 , 15～19 , 20～24 , 25～29 , 30～34 , 35～39 , 40～44 , 45～49 , 50～54 , 55～59 , 60～64 , 65～69 , 70～74 , 75～79 , 80～84 , 85～89 , 90～94 , 95～99 , 100+ ,
, 女 ,"   1,946,079","   14,664","   64,283","   15,579","   16,188","   16,283","   16,233","   97,366","   117,326","   131,407","   134,252","   171,766","   181,406","   160,320","   165,129","   173,953","   163,376","   135,922","   75,627","   56,597","   41,821","   28,220","   18,851","   9,490","   3,212",   876,   215,
, 計 ,"   461,625","   3,462","   15,108","   3,600","   3,719","   3,846","   3,943","   24,078","   30,991","   33,960","   32,891","   38,380","   36,032","   33,762","   36,206","   37,365","   33,572","   28,399","   17,369","   18,206","   16,231","   12,511","   8,003","   3,698","   1,118",   244,   39,
 宜 蘭 縣 , 男 ,"   235,714","   1,828","   7,879","   1,903","   1,950","   1,977","   2,049","   12,562","   16,216","   17,657","   17,058","   19,478","   18,458","   17,348","   19,063","   19,398","   17,102","   14,215","   8,597","   8,859","   7,822","   6,026","   3,973","   1,636",   415,   105,   19,
, 女 ,"   225,911","   1,634","   7,229","   1,697","   1,769","   1,869","   1,894","   11,516","   14,775","   16,303","   15,833","   18,902","   17,574","   16,414","   17,143","   17,967","   16,470","   14,184","   8,772","   9,347","   8,409","   6,485","   4,030","   2,062",   703,   139,   20,
, 計 ,"   1,978,782","   17,753","   80,764","   19,539","   20,168","   20,258","   20,799","   127,916","   149,132","   151,238","   138,149","   169,050","   176,028","   165,555","   167,386","   161,363","   139,170","   110,238","   63,095","   49,243","   37,828","   32,653","   27,138","   10,972","   3,289",   720,   102,
 桃 園 縣 , 男 ,"   999,065","   9,231","   42,344","   10,172","   10,577","   10,669","   10,926","   66,954","   77,745","   79,303","   71,579","   84,333","   87,125","   81,733","   83,082","   80,273","   68,596","   52,926","   29,857","   22,590","   16,921","   18,593","   17,641","   6,291","   1,576",   335,   37,
, 女 ,"   979,717","   8,522","   38,420","   9,367","   9,591","   9,589","   9,873","   60,962","   71,387","   71,935","   66,570","   84,717","   88,903","   83,822","   84,304","   81,090","   70,574","   57,312","   33,238","   26,653","   20,907","   14,060","   9,497","   4,681","   1,713",   385,   65,
, 計 ,"   510,882","   5,753","   24,515","   6,201","   6,263","   6,089","   5,962","   33,543","   35,941","   37,323","   32,802","   39,767","   45,531","   43,732","   41,101","   38,709","   32,100","   25,828","   16,632","   17,403","   15,235","   11,650","   8,180","   3,628","   1,190",   284,   35,
 新 竹 縣 , 男 ,"   263,338","   3,034","   12,901","   3,301","   3,269","   3,182","   3,149","   17,563","   18,861","   19,560","   16,882","   19,649","   22,278","   22,575","   21,781","   20,748","   17,019","   13,287","   8,395","   8,777","   7,545","   5,926","   4,252","   1,691",   501,   102,   11,
, 女 ,"   247,544","   2,719","   11,614","   2,900","   2,994","   2,907","   2,813","   15,980","   17,080","   17,763","   15,920","   20,118","   23,253","   21,157","   19,320","   17,961","   15,081","   12,541","   8,237","   8,626","   7,690","   5,724","   3,928","   1,937",   689,   182,   24,
, 計 ,"   561,744","   4,462","   20,382","   4,889","   5,169","   5,158","   5,166","   31,252","   36,146","   40,717","   40,455","   47,884","   44,380","   40,357","   41,444","   43,943","   39,679","   33,778","   22,012","   21,434","   19,604","   16,034","   10,891","   4,877","   1,615",   345,   53,
 苗 栗 縣 , 男 ,"   292,217","   2,321","   10,713","   2,562","   2,747","   2,673","   2,731","   16,577","   18,864","   21,222","   20,809","   24,658","   23,171","   21,660","   22,477","   23,655","   21,164","   17,394","   11,234","   10,824","   9,747","   7,720","   5,116","   2,100",   640,   129,   22,
, 女 ,"   269,527","   2,141","   9,669","   2,327","   2,422","   2,485","   2,435","   14,675","   17,282","   19,495","   19,646","   23,226","   21,209","   18,697","   18,967","   20,288","   18,515","   16,384","   10,778","   10,610","   9,857","   8,314","   5,775","   2,777",   975,   216,   31,
, 計 ,"   1,562,126","   13,244","   60,254","   14,465","   15,322","   15,119","   15,348","   92,288","   111,678","   120,827","   119,823","   144,830","   138,742","   116,465","   120,919","   124,039","   112,324","   93,532","   54,679","   44,440","   36,107","   28,124","   19,254","   7,723","   2,331",   467,   36,
 臺 中 縣 , 男 ,"   792,546","   6,895","   31,231","   7,446","   7,879","   7,940","   7,966","   47,935","   58,071","   63,060","   62,051","   73,679","   70,959","   58,914","   60,818","   61,765","   55,915","   46,421","   27,116","   21,588","   16,944","   14,110","   10,282","   3,707",   921,   156,   8,
, 女 ,"   769,580","   6,349","   29,023","   7,019","   7,443","   7,179","   7,382","   44,353","   53,607","   57,767","   57,772","   71,151","   67,783","   57,551","   60,101","   62,274","   56,409","   47,111","   27,563","   22,852","   19,163","   14,014","   8,972","   4,016","   1,410",   311,   28,
, 計 ,"   1,312,467","   11,536","   48,530","   11,820","   11,974","   12,296","   12,440","   74,852","   87,294","   94,282","   98,558","   120,163","   112,532","   92,333","   94,597","   100,101","   91,950","   78,474","   50,052","   46,299","   42,704","   34,068","   21,116","   9,453","   2,900",   599,   74,
 彰 化 縣 , 男 ,"   674,594","   6,076","   25,452","   6,116","   6,365","   6,525","   6,446","   39,451","   45,627","   49,487","   51,478","   61,395","   58,425","   48,270","   49,884","   52,536","   48,060","   40,358","   25,273","   23,066","   20,306","   15,557","   9,212","   3,583",   903,   173,   22,
, 女 ,"   637,873","   5,460","   23,078","   5,704","   5,609","   5,771","   5,994","   35,401","   41,667","   44,795","   47,080","   58,768","   54,107","   44,063","   44,713","   47,565","   43,890","   38,116","   24,779","   23,233","   22,398","   18,511","   11,904","   5,870","   1,997",   426,   52,
, 計 ,"   530,824","   3,654","   17,592","   4,141","   4,389","   4,453","   4,609","   27,402","   33,930","   37,801","   37,945","   44,548","   40,515","   36,478","   40,458","   43,324","   39,678","   34,086","   22,340","   20,733","   19,249","   15,233","   9,958","   4,314","   1,279",   272,   35,
 南 投 縣 , 男 ,"   273,596","   1,915","   9,082","   2,122","   2,286","   2,317","   2,357","   14,220","   17,545","   19,667","   19,583","   22,932","   21,174","   18,965","   21,676","   23,013","   20,826","   17,895","   11,245","   10,214","   9,257","   7,267","   4,708","   1,809",   486,   102,   15,
, 女 ,"   257,228","   1,739","   8,510","   2,019","   2,103","   2,136","   2,252","   13,182","   16,385","   18,134","   18,362","   21,616","   19,341","   17,513","   18,782","   20,311","   18,852","   16,191","   11,095","   10,519","   9,992","   7,966","   5,250","   2,505",   793,   170,   20,
, 計 ,"   722,795","   5,635","   25,185","   6,117","   6,181","   6,333","   6,554","   38,541","   44,923","   45,180","   47,779","   60,465","   60,151","   51,157","   53,974","   54,680","   50,035","   44,821","   32,504","   32,013","   29,754","   23,365","   14,153","   6,150","   1,924",   353,   53,
 雲 林 縣 , 男 ,"   377,914","   2,957","   13,360","   3,290","   3,281","   3,331","   3,458","   20,325","   23,512","   23,641","   24,622","   30,977","   31,464","   27,833","   30,984","   31,152","   27,478","   24,095","   16,739","   15,701","   13,980","   10,262","   5,945","   2,183",   589,   95,   20,
, 女 ,"   344,881","   2,678","   11,825","   2,827","   2,900","   3,002","   3,096","   18,216","   21,411","   21,539","   23,157","   29,488","   28,687","   23,324","   22,990","   23,528","   22,557","   20,726","   15,765","   16,312","   15,774","   13,103","   8,208","   3,967","   1,335",   258,   33,
, 計 ,"   547,716","   4,043","   18,311","   4,369","   4,510","   4,576","   4,856","   27,389","   30,955","   35,199","   36,480","   44,496","   42,624","   38,294","   41,880","   44,550","   39,979","   34,856","   23,442","   23,846","   23,046","   19,320","   11,899","   5,217","   1,536",   308,   46,
 嘉 義 縣 , 男 ,"   286,024","   2,131","   9,560","   2,296","   2,346","   2,405","   2,513","   14,347","   16,243","   18,244","   18,737","   22,746","   22,141","   20,749","   23,735","   25,422","   22,214","   18,822","   11,923","   11,531","   10,809","   8,698","   5,246","   2,035",   567,   105,   19,
, 女 ,"   261,692","   1,912","   8,751","   2,073","   2,164","   2,171","   2,343","   13,042","   14,712","   16,955","   17,743","   21,750","   20,483","   17,545","   18,145","   19,128","   17,765","   16,034","   11,519","   12,315","   12,237","   10,622","   6,653","   3,182",   969,   203,   27,
, 計 ,"   1,104,346","   7,802","   34,864","   8,464","   8,660","   8,700","   9,040","   52,720","   64,971","   74,939","   77,870","   93,774","   91,824","   78,412","   86,681","   94,963","   86,434","   71,869","   44,348","   40,664","   37,497","   31,986","   20,589","   8,958","   2,562",   564,   55,
 臺 南 縣 , 男 ,"   564,259","   4,050","   18,282","   4,402","   4,576","   4,591","   4,713","   27,497","   33,908","   38,830","   40,108","   47,747","   47,425","   40,311","   44,898","   49,658","   45,213","   37,295","   22,244","   19,698","   17,572","   14,883","   9,887","   3,663",   910,   163,   17,
, 女 ,"   540,087","   3,752","   16,582","   4,062","   4,084","   4,109","   4,327","   25,223","   31,063","   36,109","   37,762","   46,027","   44,399","   38,101","   41,783","   45,305","   41,221","   34,574","   22,104","   20,966","   19,925","   17,103","   10,702","   5,295","   1,652",   401,   38,
, 計 ,"   1,242,973","   9,432","   41,720","   10,186","   10,394","   10,567","   10,573","   61,374","   75,252","   86,943","   86,511","   107,776","   111,603","   98,465","   99,327","   103,200","   96,746","   85,077","   51,133","   41,553","   33,262","   25,802","   17,710","   7,579","   2,039",   417,   52,
 高 雄 縣 , 男 ,"   637,505","   4,965","   21,665","   5,252","   5,453","   5,496","   5,464","   31,986","   39,201","   45,584","   44,542","   55,080","   58,167","   51,661","   52,629","   53,276","   48,373","   41,922","   24,984","   20,127","   15,527","   13,189","   9,763","   3,753",   892,   190,   29,
, 女 ,"   605,468","   4,467","   20,055","   4,934","   4,941","   5,071","   5,109","   29,388","   36,051","   41,359","   41,969","   52,696","   53,436","   46,804","   46,698","   49,924","   48,373","   43,155","   26,149","   21,426","   17,735","   12,613","   7,947","   3,826","   1,147",   227,   23,
, 計 ,"   882,640","   6,011","   27,959","   6,607","   6,822","   7,228","   7,302","   44,830","   56,589","   60,795","   60,956","   73,436","   72,261","   64,060","   69,349","   72,208","   67,017","   59,071","   37,848","   34,327","   29,943","   23,047","   14,630","   6,231","   1,727",   303,   42,
 屏 東 縣 , 男 ,"   454,425","   3,096","   14,688","   3,471","   3,611","   3,796","   3,810","   23,312","   29,617","   31,472","   31,214","   37,403","   37,879","   33,548","   37,127","   38,134","   34,368","   30,167","   18,930","   16,984","   14,487","   11,017","   7,294","   2,796",   738,   128,   26,
, 女 ,"   428,215","   2,915","   13,271","   3,136","   3,211","   3,432","   3,492","   21,518","   26,972","   29,323","   29,742","   36,033","   34,382","   30,512","   32,222","   34,074","   32,649","   28,904","   18,918","   17,343","   15,456","   12,030","   7,336","   3,435",   989,   175,   16,
, 計 ,"   232,497","   1,799","   8,254","   1,978","   2,015","   2,133","   2,128","   12,308","   14,802","   15,690","   15,459","   18,675","   18,160","   17,760","   18,515","   18,845","   17,402","   14,710","   9,944","   8,910","   7,704","   6,104","   4,677","   2,035",   596,   130,   18,
 臺 東 縣 , 男 ,"   121,905",   947,"   4,357","   1,069","   1,046","   1,111","   1,131","   6,399","   7,660","   8,220","   8,177","   9,733","   9,685","   9,724","   10,460","   10,387","   9,161","   7,317","   4,788","   4,292","   3,582","   2,928","   2,589","   1,106",   308,   77,   8,
, 女 ,"   110,592",   852,"   3,897",   909,   969,"   1,022",   997,"   5,909","   7,142","   7,470","   7,282","   8,942","   8,475","   8,036","   8,055","   8,458","   8,241","   7,393","   5,156","   4,618","   4,122","   3,176","   2,088",   929,   288,   53,   10,
, 計 ,"   340,964","   2,481","   11,340","   2,694","   2,798","   2,951","   2,897","   17,539","   22,260","   24,096","   22,864","   27,945","   27,107","   25,552","   26,488","   27,261","   26,582","   22,598","   14,547","   12,675","   10,453","   8,538","   6,479","   2,932",   938,   247,   42,
 花 蓮 縣 , 男 ,"   176,151","   1,302","   5,887","   1,405","   1,449","   1,555","   1,478","   9,178","   11,542","   12,444","   11,821","   14,667","   14,182","   13,336","   14,312","   14,226","   13,565","   11,461","   7,011","   6,015","   4,802","   4,331","   3,773","   1,619",   527,   129,   21,
, 女 ,"   164,813","   1,179","   5,453","   1,289","   1,349","   1,396","   1,419","   8,361","   10,718","   11,652","   11,043","   13,278","   12,925","   12,216","   12,176","   13,035","   13,017","   11,137","   7,536","   6,660","   5,651","   4,207","   2,706","   1,313",   411,   118,   21,
, 計 ,"   96,210",   724,"   3,206",   753,   781,   839,   833,"   4,578","   5,250","   6,251","   6,788","   8,123","   8,181","   7,375","   7,371","   7,425","   6,904","   5,931","   4,026","   3,464","   3,543","   3,358","   2,222","   1,095",   319,   69,   7,
 澎 湖 縣 , 男 ,"   49,499",   372,"   1,666",   403,   412,   441,   410,"   2,444","   2,713","   3,221","   3,393","   4,089","   4,134","   3,925","   4,072","   4,077","   3,742","   2,990","   1,947","   1,723","   1,727","   1,613","   1,044",   453,   127,   26,   1,
, 女 ,"   46,711",   352,"   1,540",   350,   369,   398,   423,"   2,134","   2,537","   3,030","   3,395","   4,034","   4,047","   3,450","   3,299","   3,348","   3,162","   2,941","   2,079","   1,741","   1,816","   1,745","   1,178",   642,   192,   43,   6,
, 計 ,"   388,321","   2,447","   11,482","   2,740","   2,883","   2,912","   2,947","   19,063","   25,311","   27,870","   26,394","   31,028","   31,316","   30,525","   32,669","   33,982","   31,948","   26,738","   15,005","   13,125","   10,956","   8,297","   6,156","   2,870",   869,   221,   49,
 基 隆 市 , 男 ,"   195,932","   1,245","   5,999","   1,469","   1,495","   1,494","   1,541","   9,972","   13,165","   14,447","   13,613","   15,913","   15,866","   15,438","   16,583","   17,267","   15,961","   13,080","   7,256","   6,141","   4,804","   3,987","   3,178","   1,470",   414,   99,   34,
, 女 ,"   192,389","   1,202","   5,483","   1,271","   1,388","   1,418","   1,406","   9,091","   12,146","   13,423","   12,781","   15,115","   15,450","   15,087","   16,086","   16,715","   15,987","   13,658","   7,749","   6,984","   6,152","   4,310","   2,978","   1,400",   455,   122,   15,
, 計 ,"   411,587","   5,028","   19,574","   5,111","   4,970","   4,873","   4,620","   26,943","   29,453","   28,326","   26,157","   33,491","   38,359","   35,399","   34,317","   31,814","   27,290","   22,941","   13,924","   11,698","   9,236","   7,429","   6,107","   2,986",   835,   226,   54,
 新 竹 市 , 男 ,"   204,640","   2,599","   10,177","   2,737","   2,554","   2,484","   2,402","   14,128","   15,276","   14,661","   13,375","   16,285","   18,050","   17,385","   17,048","   16,026","   13,514","   11,188","   6,600","   5,207","   4,029","   3,566","   3,315","   1,652",   402,   123,   34,
, 女 ,"   206,947","   2,429","   9,397","   2,374","   2,416","   2,389","   2,218","   12,815","   14,177","   13,665","   12,782","   17,206","   20,309","   18,014","   17,269","   15,788","   13,776","   11,753","   7,324","   6,491","   5,207","   3,863","   2,792","   1,334",   433,   103,   20,
, 計 ,"   1,073,635","   8,349","   39,408","   9,287","   10,045","   9,888","   10,188","   66,091","   83,647","   79,951","   72,284","   84,838","   90,685","   92,240","   97,822","   92,356","   78,318","   63,910","   36,452","   28,237","   21,738","   16,737","   12,664","   5,791","   1,657",   388,   72,
 臺 中 市 , 男 ,"   522,676","   4,374","   20,614","   4,897","   5,225","   5,208","   5,284","   34,383","   43,611","   41,274","   37,098","   41,912","   42,577","   41,437","   45,168","   43,582","   37,277","   30,476","   17,282","   12,706","   9,595","   8,210","   7,086","   3,038",   777,   172,   27,
, 女 ,"   550,959","   3,975","   18,794","   4,390","   4,820","   4,680","   4,904","   31,708","   40,036","   38,677","   35,186","   42,926","   48,108","   50,803","   52,654","   48,774","   41,041","   33,434","   19,170","   15,531","   12,143","   8,527","   5,578","   2,753",   880,   216,   45,
, 計 ,"   273,861","   1,888","   9,021","   2,139","   2,199","   2,323","   2,360","   16,968","   21,852","   19,778","   18,136","   21,874","   22,352","   20,943","   22,361","   21,756","   19,498","   16,831","   10,863","   9,233","   7,848","   6,077","   4,052","   1,878",   535,   101,   16,
 嘉 義 市 , 男 ,"   134,980",   994,"   4,751","   1,160","   1,164","   1,185","   1,242","   8,918","   11,259","   10,307","   9,250","   10,958","   10,815","   9,703","   10,765","   10,677","   9,570","   8,160","   5,144","   4,249","   3,461","   2,789","   2,027",   909,   224,   42,   8,
, 女 ,"   138,881",   894,"   4,270",   979,"   1,035","   1,138","   1,118","   8,050","   10,593","   9,471","   8,886","   10,916","   11,537","   11,240","   11,596","   11,079","   9,928","   8,671","   5,719","   4,984","   4,387","   3,288","   2,025",   969,   311,   59,   8,
, 計 ,"   771,060","   5,794","   26,048","   6,313","   6,532","   6,633","   6,570","   41,109","   52,497","   53,581","   53,578","   66,150","   68,043","   61,616","   64,165","   64,703","   59,830","   50,484","   29,994","   23,957","   19,088","   14,572","   9,708","   4,550","   1,284",   269,   40,
 臺 南 市 , 男 ,"   381,857","   2,975","   13,511","   3,213","   3,416","   3,449","   3,433","   21,388","   27,468","   27,628","   27,643","   33,168","   33,607","   29,514","   30,792","   31,184","   29,454","   24,748","   14,525","   11,235","   8,422","   6,771","   4,965","   2,171",   562,   103,   23,
, 女 ,"   389,203","   2,819","   12,537","   3,100","   3,116","   3,184","   3,137","   19,721","   25,029","   25,953","   25,935","   32,982","   34,436","   32,102","   33,373","   33,519","   30,376","   25,736","   15,469","   12,722","   10,666","   7,801","   4,743","   2,379",   722,   166,   17,
, 計 ,"   2,607,428","   18,835","   87,937","   21,529","   22,719","   21,904","   21,785","   126,381","   160,507","   159,994","   154,170","   189,652","   200,555","   201,734","   215,758","   221,926","   218,370","   198,388","   124,805","   98,578","   77,625","   63,344","   50,473","   26,638","   8,900","   2,381",   477,
 臺 北 市 , 男 ,"   1,260,450","   9,711","   45,834","   11,229","   11,691","   11,383","   11,531","   65,922","   83,602","   83,577","   78,716","   93,894","   93,243","   91,650","   98,743","   103,989","   102,591","   93,774","   58,672","   44,685","   33,849","   30,958","   26,832","   14,143","   4,600","   1,205",   260,
, 女 ,"   1,346,978","   9,124","   42,103","   10,300","   11,028","   10,521","   10,254","   60,459","   76,905","   76,417","   75,454","   95,758","   107,312","   110,084","   117,015","   117,937","   115,779","   104,614","   66,133","   53,893","   43,776","   32,386","   23,641","   12,495","   4,300","   1,176",   217,
, 計 ,"   1,527,914","   10,729","   49,756","   11,884","   12,386","   12,524","   12,962","   80,210","   98,886","   101,491","   100,098","   128,463","   135,426","   125,732","   126,831","   125,113","   120,263","   108,107","   65,130","   52,385","   39,149","   28,436","   20,120","   8,761","   2,255",   488,   85,
 高 雄 市 , 男 ,"   755,649","   5,464","   25,959","   6,160","   6,558","   6,465","   6,776","   41,769","   51,155","   52,754","   51,818","   64,305","   65,919","   60,527","   61,497","   60,240","   57,635","   51,708","   31,207","   24,867","   17,648","   14,219","   11,173","   4,505","   1,036",   206,   38,
, 女 ,"   772,265","   5,265","   23,797","   5,724","   5,828","   6,059","   6,186","   38,441","   47,731","   48,737","   48,280","   64,158","   69,507","   65,205","   65,334","   64,873","   62,628","   56,399","   33,923","   27,518","   21,501","   14,217","   8,947","   4,256","   1,219",   282,   47,
, 計 ,"   103,722","   1,137","   4,131","   1,144","   1,111",   959,   917,"   4,365","   4,662","   6,709","   7,828","   8,337","   8,633","   8,141","   8,386","   8,810","   8,810","   7,066","   4,412","   3,666","   3,267","   2,485","   1,474",   891,   348,   126,   38,
 福 建 省 , 男 ,"   54,224",   568,"   2,177",   583,   626,   502,   466,"   2,282","   2,419","   3,413","   3,997","   4,183","   4,230","   4,414","   4,710","   4,878","   4,780","   3,712","   2,337","   1,995","   1,812","   1,295",   527,   319,   127,   37,   12,
, 女 ,"   49,498",   569,"   1,954",   561,   485,   457,   451,"   2,083","   2,243","   3,296","   3,831","   4,154","   4,403","   3,727","   3,676","   3,932","   4,030","   3,354","   2,075","   1,671","   1,455","   1,190",   947,   572,   221,   89,   26,
, 計 ,"   93,803","   1,036","   3,738","   1,048","   1,005",   868,   817,"   3,904","   4,174","   6,074","   7,198","   7,522","   7,800","   7,268","   7,580","   7,956","   7,889","   6,380","   3,947","   3,421","   3,024","   2,285","   1,346",   808,   299,   117,   37,
 金 門 縣 , 男 ,"   48,475",   511,"   1,961",   534,   564,   453,   410,"   2,034","   2,168","   3,067","   3,632","   3,722","   3,771","   3,882","   4,183","   4,341","   4,224","   3,269","   2,079","   1,836","   1,678","   1,210",   469,   285,   107,   35,   11,
, 女 ,"   45,328",   525,"   1,777",   514,   441,   415,   407,"   1,870","   2,006","   3,007","   3,566","   3,800","   4,029","   3,386","   3,397","   3,615","   3,665","   3,111","   1,868","   1,585","   1,346","   1,075",   877,   523,   192,   82,   26,
, 計 ,"   9,919",   101,   393,   96,   106,   91,   100,   461,   488,   635,   630,   815,   833,   873,   806,   854,   921,   686,   465,   245,   243,   200,   128,   83,   49,   9,   1,
 連 江 縣 , 男 ,"   5,749",   57,   216,   49,   62,   49,   56,   248,   251,   346,   365,   461,   459,   532,   527,   537,   556,   443,   258,   159,   134,   85,   58,   34,   20,   2,   1,
, 女 ,"   4,170",   44,   177,   47,   44,   42,   44,   213,   237,   289,   265,   354,   374,   341,   279,   317,   365,   243,   207,   86,   109,   115,   70,   49,   29,   7,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,內政部戶政司 民國99年2月26日編製,
