 表一  各縣市人口數按性別及五歲年齡組分 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            中 華 民 國  83 年 底 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 區  域  別 , 性別 , 總     計 , 0 ,,, 1-4 ,,, 5-9 , 10-14 , 15-19 , 20-24 , 25-29 , 30-34 , 35-39 , 40-44 , 45-49 , 50-54 , 55-59 , 60-64 , 65-69 , 70-74 , 75-79 , 80-84 , 85-89 , 90-94 , 95-99 , 100+ 
, 計 ,"   3,260,731","   45,322","   209,413","   51,220","   51,555","   51,646","   54,992","   270,116","   318,414","   314,521","   273,209","   287,553","   323,845","   310,977","   263,220","   153,789","   123,659","   97,792","   84,002","   77,051","   53,189","   30,254","   16,688","   5,777","   1,601",   277,   62
 臺 北 縣 , 男 ,"   1,660,940","   23,530","   109,413","   26,588","   26,854","   26,999","   28,972","   139,246","   164,048","   161,919","   140,260","   140,999","   157,193","   154,019","   131,756","   77,676","   62,061","   47,713","   46,043","   45,986","   30,785","   16,683","   8,311","   2,551",   639,   87,   22
, 女 ,"   1,599,791","   21,792","   100,000","   24,632","   24,701","   24,647","   26,020","   130,870","   154,366","   152,602","   132,949","   146,554","   166,652","   156,958","   131,464","   76,113","   61,598","   50,079","   37,959","   31,065","   22,404","   13,571","   8,377","   3,226",   962,   190,   40
, 計 ,"   464,359","   7,161","   30,454","   7,903","   7,598","   7,498","   7,455","   33,717","   40,239","   41,904","   42,133","   44,157","   40,930","   35,259","   29,820","   19,031","   21,278","   20,808","   18,638","   15,720","   10,961","   6,542","   3,818","   1,412",   322,   48,   7
 宜 蘭 縣 , 男 ,"   240,698","   3,695","   15,789","   4,002","   3,992","   3,905","   3,890","   17,510","   20,574","   21,532","   21,355","   23,338","   21,738","   18,334","   15,211","   9,723","   10,778","   10,711","   9,963","   8,961","   5,808","   3,251","   1,767",   533,   111,   15,   1
, 女 ,"   223,661","   3,466","   14,665","   3,901","   3,606","   3,593","   3,565","   16,207","   19,665","   20,372","   20,778","   20,819","   19,192","   16,925","   14,609","   9,308","   10,500","   10,097","   8,675","   6,759","   5,153","   3,291","   2,051",   879,   211,   33,   6
, 計 ,"   1,483,955","   23,366","   102,203","   25,078","   25,206","   25,095","   26,824","   126,003","   148,935","   139,200","   126,526","   134,343","   140,407","   128,798","   105,351","   62,708","   52,829","   44,347","   44,691","   46,916","   28,728","   15,734","   8,599","   3,048",   944,   196,   83
 桃 園 縣 , 男 ,"   771,148","   12,225","   53,539","   13,048","   13,275","   13,214","   14,002","   65,575","   76,816","   71,701","   64,560","   67,559","   70,186","   64,687","   52,416","   30,998","   25,492","   21,246","   27,001","   32,500","   18,638","   9,377","   4,845","   1,333",   353,   62,   39
, 女 ,"   712,807","   11,141","   48,664","   12,030","   11,931","   11,881","   12,822","   60,428","   72,119","   67,499","   61,966","   66,784","   70,221","   64,111","   52,935","   31,710","   27,337","   23,101","   17,690","   14,416","   10,090","   6,357","   3,754","   1,715",   591,   134,   44
, 計 ,"   401,188","   7,213","   29,710","   7,479","   7,387","   7,293","   7,551","   31,318","   35,011","   34,487","   34,367","   37,835","   37,684","   30,666","   24,633","   15,872","   16,589","   16,553","   15,269","   13,784","   9,181","   5,682","   3,327","   1,468",   451,   77,   11
 新 竹 縣 , 男 ,"   211,389","   3,690","   15,522","   3,920","   3,861","   3,822","   3,919","   16,263","   18,028","   17,820","   17,714","   19,910","   20,565","   16,841","   13,137","   8,247","   8,598","   8,545","   8,305","   7,868","   4,953","   2,950","   1,630",   611,   162,   29,   1
, 女 ,"   189,799","   3,523","   14,188","   3,559","   3,526","   3,471","   3,632","   15,055","   16,983","   16,667","   16,653","   17,925","   17,119","   13,825","   11,496","   7,625","   7,991","   8,008","   6,964","   5,916","   4,228","   2,732","   1,697",   857,   289,   48,   10
, 計 ,"   558,191","   8,757","   36,979","   9,398","   9,274","   9,034","   9,273","   41,727","   49,103","   49,280","   49,663","   51,145","   48,720","   41,480","   35,249","   23,587","   24,657","   24,708","   23,027","   19,962","   13,488","   8,539","   5,268","   2,139",   611,   97,   5
 苗 栗 縣 , 男 ,"   293,291","   4,681","   19,308","   4,902","   4,851","   4,731","   4,824","   21,641","   25,353","   25,276","   25,811","   27,501","   26,957","   22,697","   18,653","   12,314","   12,816","   12,928","   12,097","   10,609","   6,829","   4,239","   2,468",   849,   227,   36,   1
, 女 ,"   264,900","   4,076","   17,671","   4,496","   4,423","   4,303","   4,449","   20,086","   23,750","   24,004","   23,852","   23,644","   21,763","   18,783","   16,596","   11,273","   11,841","   11,780","   10,930","   9,353","   6,659","   4,300","   2,800","   1,290",   384,   61,   4
, 計 ,"   1,379,949","   21,195","   93,196","   23,310","   22,970","   22,890","   24,026","   117,216","   139,664","   138,490","   117,359","   123,661","   127,385","   115,847","   98,971","   60,361","   52,403","   46,258","   42,351","   37,612","   23,626","   13,383","   7,437","   2,727",   698,   97,   12
 臺 中 縣 , 男 ,"   710,384","   11,079","   48,483","   12,060","   11,955","   12,007","   12,461","   60,636","   71,646","   71,171","   59,787","   62,550","   64,498","   59,461","   50,699","   30,995","   26,535","   23,232","   23,136","   22,261","   13,085","   6,491","   3,326","   1,059",   222,   29,   3
, 女 ,"   669,565","   10,116","   44,713","   11,250","   11,015","   10,883","   11,565","   56,580","   68,018","   67,319","   57,572","   61,111","   62,887","   56,386","   48,272","   29,366","   25,868","   23,026","   19,215","   15,351","   10,541","   6,892","   4,111","   1,668",   476,   68,   9
, 計 ,"   1,281,296","   18,839","   83,116","   20,851","   20,825","   20,287","   21,153","   101,120","   124,184","   126,903","   111,979","   112,124","   109,039","   97,786","   84,505","   55,721","   54,353","   53,768","   49,311","   39,583","   27,033","   16,818","   10,146","   3,942",   894,   118,   14
 彰 化 縣 , 男 ,"   663,989","   9,808","   43,715","   10,915","   10,912","   10,693","   11,195","   52,972","   63,852","   65,469","   57,342","   58,751","   58,081","   52,198","   44,715","   29,279","   28,597","   27,538","   25,056","   20,146","   12,923","   7,496","   4,261","   1,466",   284,   35,   5
, 女 ,"   617,307","   9,031","   39,401","   9,936","   9,913","   9,594","   9,958","   48,148","   60,332","   61,434","   54,637","   53,373","   50,958","   45,588","   39,790","   26,442","   25,756","   26,230","   24,255","   19,437","   14,110","   9,322","   5,885","   2,476",   610,   83,   9
, 計 ,"   546,091","   8,663","   35,404","   9,126","   8,922","   8,731","   8,625","   39,589","   46,651","   48,093","   46,807","   50,653","   48,060","   42,291","   36,447","   24,646","   24,451","   24,853","   22,857","   19,201","   12,837","   7,814","   4,627","   1,710",   391,   45,   1
 南 投 縣 , 男 ,"   285,764","   4,469","   18,478","   4,744","   4,658","   4,519","   4,557","   20,447","   24,031","   24,885","   23,952","   26,945","   26,141","   22,927","   19,736","   12,828","   12,635","   12,791","   11,948","   10,354","   6,507","   3,757","   2,109",   678,   131,   15,—
, 女 ,"   260,327","   4,194","   16,926","   4,382","   4,264","   4,212","   4,068","   19,142","   22,620","   23,208","   22,855","   23,708","   21,919","   19,364","   16,711","   11,818","   11,816","   12,062","   10,909","   8,847","   6,330","   4,057","   2,518","   1,032",   260,   30,   1
, 計 ,"   753,791","   11,089","   44,103","   11,677","   11,129","   10,653","   10,644","   48,490","   62,717","   70,300","   68,322","   70,546","   60,997","   52,652","   47,633","   36,034","   37,587","   38,426","   35,190","   27,925","   19,118","   12,239","   7,213","   2,550",   580,   77,   3
 雲 林 縣 , 男 ,"   396,192","   5,734","   23,092","   6,006","   5,800","   5,631","   5,655","   24,976","   32,362","   36,012","   35,366","   39,312","   35,541","   29,640","   26,330","   19,361","   19,575","   19,601","   17,453","   13,814","   8,729","   5,332","   2,876",   876,   192,   17,   1
, 女 ,"   357,599","   5,355","   21,011","   5,671","   5,329","   5,022","   4,989","   23,514","   30,355","   34,288","   32,956","   31,234","   25,456","   23,012","   21,303","   16,673","   18,012","   18,825","   17,737","   14,111","   10,389","   6,907","   4,337","   1,674",   388,   60,   2
, 計 ,"   564,381","   8,713","   35,258","   9,135","   8,947","   8,641","   8,535","   35,281","   42,269","   48,068","   49,908","   54,220","   49,996","   40,912","   35,490","   24,792","   27,029","   28,772","   28,292","   22,513","   15,262","   9,206","   5,787","   2,107",   430,   69,   7
 嘉 義 縣 , 男 ,"   297,204","   4,463","   18,183","   4,790","   4,576","   4,428","   4,389","   18,168","   21,846","   24,438","   25,578","   29,982","   29,193","   23,559","   19,712","   13,034","   13,746","   14,418","   14,109","   11,487","   7,510","   4,264","   2,517",   805,   165,   24,   3
, 女 ,"   267,177","   4,250","   17,075","   4,345","   4,371","   4,213","   4,146","   17,113","   20,423","   23,630","   24,330","   24,238","   20,803","   17,353","   15,778","   11,758","   13,283","   14,354","   14,183","   11,026","   7,752","   4,942","   3,270","   1,302",   265,   45,   4
, 計 ,"   1,069,339","   14,730","   63,503","   16,174","   15,613","   15,578","   16,138","   76,506","   90,811","   95,394","   86,990","   96,444","   99,809","   88,111","   73,870","   47,193","   46,349","   47,137","   47,243","   38,935","   26,598","   15,372","   10,023","   3,390",   794,   130,   7
 臺 南 縣 , 男 ,"   554,990","   7,707","   32,875","   8,291","   8,103","   8,103","   8,378","   39,529","   46,698","   49,097","   44,657","   50,267","   53,520","   47,534","   39,370","   24,391","   23,386","   23,570","   24,201","   21,044","   13,720","   7,351","   4,387","   1,330",   311,   43,   2
, 女 ,"   514,349","   7,023","   30,628","   7,883","   7,510","   7,475","   7,760","   36,977","   44,113","   46,297","   42,333","   46,177","   46,289","   40,577","   34,500","   22,802","   22,963","   23,567","   23,042","   17,891","   12,878","   8,021","   5,636","   2,060",   483,   87,   5
, 計 ,"   1,179,635","   16,883","   72,392","   18,010","   17,925","   17,858","   18,599","   83,630","   100,663","   115,116","   109,142","   109,679","   107,905","   98,256","   87,680","   56,336","   50,508","   44,523","   41,098","   36,754","   24,976","   13,447","   7,576","   2,385",   579,   93,   14
 高 雄 縣 , 男 ,"   615,015","   8,829","   37,955","   9,417","   9,388","   9,366","   9,784","   43,053","   51,637","   59,314","   56,434","   57,865","   57,017","   50,992","   44,718","   28,532","   25,579","   22,317","   22,606","   22,188","   14,139","   7,005","   3,560",   996,   241,   35,   3
, 女 ,"   564,620","   8,054","   34,437","   8,593","   8,537","   8,492","   8,815","   40,577","   49,026","   55,802","   52,708","   51,814","   50,888","   47,264","   42,962","   27,804","   24,929","   22,206","   18,492","   14,566","   10,837","   6,442","   4,016","   1,389",   338,   58,   11
, 計 ,"   909,110","   13,213","   53,844","   13,729","   13,415","   13,245","   13,455","   63,243","   77,482","   84,770","   80,445","   84,365","   79,369","   71,662","   63,508","   43,320","   41,772","   40,061","   36,470","   31,195","   22,029","   12,927","   6,941","   2,001",   426,   58,   9
 屏 東 縣 , 男 ,"   476,193","   6,833","   27,777","   7,083","   7,040","   6,819","   6,835","   32,600","   39,696","   43,457","   41,598","   45,254","   43,132","   38,112","   33,649","   22,550","   21,860","   20,693","   19,110","   17,285","   11,601","   6,608","   3,374",   822,   160,   18,   4
, 女 ,"   432,917","   6,380","   26,067","   6,646","   6,375","   6,426","   6,620","   30,643","   37,786","   41,313","   38,847","   39,111","   36,237","   33,550","   29,859","   20,770","   19,912","   19,368","   17,360","   13,910","   10,428","   6,319","   3,567","   1,179",   266,   40,   5
, 計 ,"   254,718","   3,637","   15,113","   3,856","   3,964","   3,688","   3,605","   16,273","   20,733","   23,355","   25,209","   24,101","   21,488","   18,945","   16,340","   11,708","   11,115","   10,736","   10,319","   10,389","   7,364","   4,351","   2,499",   788,   208,   42,   5
 臺 東 縣 , 男 ,"   138,553","   1,906","   8,005","   2,025","   2,097","   1,969","   1,914","   8,582","   10,602","   12,066","   13,377","   13,808","   12,580","   10,557","   8,552","   6,023","   5,684","   5,373","   5,587","   6,439","   4,619","   2,743","   1,524",   397,   103,   24,   2
, 女 ,"   116,165","   1,731","   7,108","   1,831","   1,867","   1,719","   1,691","   7,691","   10,131","   11,289","   11,832","   10,293","   8,908","   8,388","   7,788","   5,685","   5,431","   5,363","   4,732","   3,950","   2,745","   1,608",   975,   391,   105,   18,   3
, 計 ,"   358,247","   5,111","   21,514","   5,607","   5,363","   5,290","   5,254","   24,055","   30,672","   32,960","   32,872","   32,416","   30,430","   28,512","   24,598","   16,665","   15,666","   14,400","   13,888","   14,194","   9,968","   5,735","   3,107","   1,122",   297,   55,   10
 花 蓮 縣 , 男 ,"   191,954","   2,624","   11,051","   2,913","   2,789","   2,685","   2,664","   12,353","   15,893","   16,897","   17,103","   17,947","   16,618","   15,213","   12,967","   8,463","   7,925","   7,132","   7,735","   9,278","   6,529","   3,692","   1,811",   545,   146,   27,   5
, 女 ,"   166,293","   2,487","   10,463","   2,694","   2,574","   2,605","   2,590","   11,702","   14,779","   16,063","   15,769","   14,469","   13,812","   13,299","   11,631","   8,202","   7,741","   7,268","   6,153","   4,916","   3,439","   2,043","   1,296",   577,   151,   28,   5
, 計 ,"   92,645","   1,161","   4,855","   1,277","   1,228","   1,174","   1,176","   5,841","   7,560","   8,633","   9,028","   8,476","   7,399","   6,540","   5,662","   4,024","   3,760","   4,296","   4,705","   4,252","   3,023","   1,714","   1,122",   446,   126,   21,   1
 澎 湖 縣 , 男 ,"   48,858",   602,"   2,539",   680,   631,   609,   619,"   2,957","   3,906","   4,469","   4,811","   4,837","   4,201","   3,655","   2,928","   1,985","   1,897","   2,197","   2,498","   2,350","   1,560",   788,   471,   164,   38,   5,—
, 女 ,"   43,787",   559,"   2,316",   597,   597,   565,   557,"   2,884","   3,654","   4,164","   4,217","   3,639","   3,198","   2,885","   2,734","   2,039","   1,863","   2,099","   2,207","   1,902","   1,463",   926,   651,   282,   88,   16,   1
, 計 ,"   364,520","   4,968","   21,730","   5,495","   5,217","   5,404","   5,614","   25,910","   30,976","   32,604","   32,514","   34,227","   34,851","   32,680","   27,583","   16,232","   15,332","   13,967","   12,651","   11,684","   8,315","   4,613","   2,456",   896,   277,   42,   12
 基 隆 市 , 男 ,"   188,741","   2,562","   11,385","   2,858","   2,756","   2,842","   2,929","   13,386","   16,043","   16,649","   16,784","   17,630","   18,179","   16,855","   13,903","   8,160","   7,583","   6,709","   6,778","   6,898","   4,938","   2,575","   1,277",   350,   79,   15,   3
, 女 ,"   175,779","   2,406","   10,345","   2,637","   2,461","   2,562","   2,685","   12,524","   14,933","   15,955","   15,730","   16,597","   16,672","   15,825","   13,680","   8,072","   7,749","   7,258","   5,873","   4,786","   3,377","   2,038","   1,179",   546,   198,   27,   9
, 計 ,"   338,140","   5,010","   22,032","   5,525","   5,384","   5,412","   5,711","   26,629","   31,444","   30,266","   27,767","   29,844","   31,868","   29,343","   25,121","   15,249","   13,533","   11,533","   10,717","   11,184","   8,445","   4,548","   2,412",   855,   268,   57,   15
 新 竹 市 , 男 ,"   174,361","   2,551","   11,438","   2,767","   2,830","   2,796","   3,045","   13,863","   16,406","   15,691","   14,230","   14,924","   16,040","   14,819","   12,708","   7,612","   6,509","   5,431","   5,604","   6,705","   5,289","   2,674","   1,316",   406,   116,   23,   6
, 女 ,"   163,779","   2,459","   10,594","   2,758","   2,554","   2,616","   2,666","   12,766","   15,038","   14,575","   13,537","   14,920","   15,828","   14,524","   12,413","   7,637","   7,024","   6,102","   5,113","   4,479","   3,156","   1,874","   1,096",   449,   152,   34,   9
, 計 ,"   832,654","   11,592","   54,777","   12,818","   13,427","   13,778","   14,754","   73,593","   85,374","   74,535","   64,189","   72,956","   83,560","   78,684","   66,389","   38,690","   31,053","   25,785","   22,489","   21,102","   14,085","   7,698","   4,165","   1,460",   399,   67,   12
 臺 中 市 , 男 ,"   417,382","   6,093","   28,574","   6,705","   6,977","   7,194","   7,698","   38,078","   43,912","   37,985","   32,294","   35,150","   39,477","   37,780","   32,739","   19,208","   14,886","   12,299","   11,753","   12,316","   8,110","   4,036","   1,981",   561,   128,   20,   2
, 女 ,"   415,272","   5,499","   26,203","   6,113","   6,450","   6,584","   7,056","   35,515","   41,462","   36,550","   31,895","   37,806","   44,083","   40,904","   33,650","   19,482","   16,167","   13,486","   10,736","   8,786","   5,975","   3,662","   2,184",   899,   271,   47,   10
, 計 ,"   260,368","   3,279","   14,511","   3,548","   3,537","   3,505","   3,921","   20,044","   25,201","   24,781","   21,926","   23,021","   23,154","   21,612","   19,000","   12,635","   11,475","   10,788","   9,786","   7,962","   5,561","   3,132","   1,704",   607,   163,   24,   2
 嘉 義 市 , 男 ,"   132,024","   1,705","   7,591","   1,852","   1,866","   1,840","   2,033","   10,328","   12,979","   12,762","   11,177","   11,734","   11,573","   10,834","   9,498","   6,252","   5,566","   5,164","   4,974","   4,344","   2,960","   1,566",   721,   232,   60,   4,—
, 女 ,"   128,344","   1,574","   6,920","   1,696","   1,671","   1,665","   1,888","   9,716","   12,222","   12,019","   10,749","   11,287","   11,581","   10,778","   9,502","   6,383","   5,909","   5,624","   4,812","   3,618","   2,601","   1,566",   983,   375,   103,   20,   2
, 計 ,"   702,658","   8,655","   39,891","   9,778","   9,510","   9,942","   10,661","   55,394","   69,389","   67,523","   57,954","   61,502","   66,303","   64,391","   55,979","   34,072","   29,021","   25,083","   21,875","   18,626","   13,273","   7,710","   4,202","   1,409",   329,   63,   14
 臺 南 市 , 男 ,"   357,464","   4,510","   20,788","   5,051","   4,990","   5,201","   5,546","   28,978","   35,902","   34,718","   29,521","   30,487","   32,365","   32,168","   28,318","   17,295","   14,510","   12,011","   11,236","   10,567","   7,348","   4,017","   1,966",   596,   130,   28,   5
, 女 ,"   345,194","   4,145","   19,103","   4,727","   4,520","   4,741","   5,115","   26,416","   33,487","   32,805","   28,433","   31,015","   33,938","   32,223","   27,661","   16,777","   14,511","   13,072","   10,639","   8,059","   5,925","   3,693","   2,236",   813,   199,   35,   9
, 計 ,"   2,653,578","   27,526","   139,182","   33,476","   34,036","   34,495","   37,175","   188,675","   231,654","   222,154","   204,524","   222,567","   253,260","   264,077","   242,479","   151,073","   116,242","   93,413","   84,332","   83,043","   62,686","   35,987","   20,316","   7,331","   2,400",   490,   167
 臺 北 市 , 男 ,"   1,329,612","   14,633","   73,123","   17,481","   17,757","   18,267","   19,618","   98,009","   120,434","   113,444","   103,041","   106,807","   119,293","   124,070","   116,804","   74,186","   56,202","   43,898","   44,698","   48,313","   36,800","   20,557","   10,741","   3,354",   972,   184,   49
, 女 ,"   1,323,966","   12,893","   66,059","   15,995","   16,279","   16,228","   17,557","   90,666","   111,220","   108,710","   101,483","   115,760","   133,967","   140,007","   125,675","   76,887","   60,040","   49,515","   39,634","   34,730","   25,886","   15,430","   9,575","   3,977","   1,428",   306,   118
, 計 ,"   1,416,248","   16,946","   81,688","   19,976","   19,762","   20,340","   21,610","   106,435","   137,658","   139,366","   123,435","   123,372","   129,913","   131,703","   121,970","   74,729","   60,668","   48,626","   40,366","   35,711","   23,432","   11,699","   6,130","   1,865",   437,   85,   14
 高 雄 市 , 男 ,"   723,417","   9,333","   42,183","   10,290","   10,215","   10,541","   11,137","   55,510","   71,075","   71,427","   63,264","   62,115","   63,965","   64,280","   60,451","   37,823","   30,713","   23,770","   22,017","   21,752","   13,552","   6,337","   2,862",   788,   173,   23,   4
, 女 ,"   692,831","   7,613","   39,505","   9,686","   9,547","   9,799","   10,473","   50,925","   66,583","   67,939","   60,171","   61,257","   65,948","   67,423","   61,519","   36,906","   29,955","   24,856","   18,349","   13,959","   9,880","   5,362","   3,268","   1,077",   264,   62,   10
, 計 ,"   52,082",   665,"   3,070",   721,   724,   759,   866,"   4,729","   5,611","   5,920","   4,453","   3,080","   3,277","   3,396","   2,974","   2,276","   2,358","   2,524","   2,451","   1,840","   1,330",   897,   675,   355,   155,   36,   10
 福 建 省 , 男 ,"   27,469",   347,"   1,597",   364,   373,   415,   445,"   2,435","   2,895","   3,104","   2,661","   1,840","   1,731","   1,674","   1,447","   1,173","   1,330","   1,492","   1,381",   893,   657,   405,   232,   107,   55,   10,   3
, 女 ,"   24,613",   318,"   1,473",   357,   351,   344,   421,"   2,294","   2,716","   2,816","   1,792","   1,240","   1,546","   1,722","   1,527","   1,103","   1,028","   1,032","   1,070",   947,   673,   492,   443,   248,   100,   26,   7
, 計 ,"   46,516",   604,"   2,769",   642,   660,   683,   784,"   4,342","   5,078","   5,246","   3,845","   2,688","   2,834","   2,912","   2,643","   1,996","   2,153","   2,315","   2,262","   1,677","   1,210",   799,   619,   335,   144,   36,   9
 金 門 縣 , 男 ,"   24,388",   316,"   1,440",   327,   343,   364,   406,"   2,233","   2,626","   2,766","   2,306","   1,583","   1,486","   1,413","   1,244","   1,028","   1,188","   1,371","   1,280",   795,   588,   356,   207,   102,   47,   10,   3
, 女 ,"   22,128",   288,"   1,329",   315,   317,   319,   378,"   2,109","   2,452","   2,480","   1,539","   1,105","   1,348","   1,499","   1,399",   968,   965,   944,   982,   882,   622,   443,   412,   233,   97,   26,   6
, 計 ,"   5,566",   61,   301,   79,   64,   76,   82,   387,   533,   674,   608,   392,   443,   484,   331,   280,   205,   209,   189,   163,   120,   98,   56,   20,   11,—,   1
 連 江 縣 , 男 ,"   3,081",   31,   157,   37,   30,   51,   39,   202,   269,   338,   355,   257,   245,   261,   203,   145,   142,   121,   101,   98,   69,   49,   25,   5,   8,—,—
, 女 ,"   2,485",   30,   144,   42,   34,   25,   43,   185,   264,   336,   253,   135,   198,   223,   128,   135,   63,   88,   88,   65,   51,   49,   31,   15,   3,—,   1
